assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,threat,total_points,yellow_cards
0,4,0,0,0.0,18656,51,40,0,0.0,0.0,3060,0,0,0,0,120,2008/09,55,0.0,133,1
0,9,0,0,0.0,18656,51,26,0,0.0,0.0,2715,0,0,3,0,96,2009/10,50,0.0,148,2
0,0,0,7,0.0,18656,52,39,0,0.0,0.0,2700,0,0,2,0,109,2010/11,55,0.0,108,4
0,0,0,0,0.0,18656,51,0,0,0.0,0.0,0,0,0,0,0,0,2011/12,55,0.0,0,0
0,0,0,0,0.0,18656,48,0,0,0.0,0.0,0,0,0,0,0,0,2012/13,50,0.0,0,0
0,0,0,0,0.0,18656,42,0,0,0.0,0.0,0,0,0,0,0,0,2013/14,45,0.0,0,0
0,14,756,11,0.0,18656,51,49,0,0.0,0.0,3396,0,0,3,0,123,2015/16,45,0.0,157,4
0,6,681,7,10.0,18656,49,64,0,84.4,834.4,3337,1,0,1,0,117,2016/17,50,0.0,113,1
0,4,394,5,0.2,18656,44,40,0,45.6,457.0,2128,0,0,0,0,61,2017/18,45,0.0,64,0
0,0,0,0,0.0,18656,42,0,0,0.0,0.0,0,0,0,0,0,0,2018/19,45,0.0,0,0
