assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,10,0,0,24.9,2,350,0.21,0.21,0.00,0.47,10,0,0,4.0,9.2,2025-08-18T19:00:00Z,23,False,9,0,0,0,0,0,1,0,6703,0,2,0,1,6.0,1,0,0,0,55,True,0
0,0,6,0,0,0.4,3,350,0.04,0.04,0.00,0.87,11,1,0,0.3,2.2,2025-08-23T16:30:00Z,24,False,1,0,0,0,2,0,2,0,6780,0,1,0,5,0.0,1,-1042,364,1406,55,False,0
0,0,7,0,0,2.1,1,350,0.02,0.02,0.00,0.07,24,0,0,0.7,5.2,2025-08-30T16:30:00Z,30,False,15,0,0,0,0,0,3,0,6181,0,1,0,0,0.0,1,-908,280,1188,54,True,0
0,0,19,1,2,12.0,12,350,0.32,0.45,0.13,0.30,37,0,0,5.4,18.6,2025-09-13T14:00:00Z,76,False,10,0,0,0,5,0,4,0,5706,1,5,0,1,23.0,5,-734,164,898,54,False,0
0,0,9,0,2,5.7,10,350,0.19,0.24,0.05,1.77,50,1,0,1.0,3.4,2025-09-20T14:00:00Z,90,False,20,0,0,0,7,0,5,0,6338,1,1,3,1,1.0,2,272,798,526,54,False,0
1,0,19,0,2,12.3,6,350,0.02,0.49,0.47,0.58,56,1,0,5.5,7.8,2025-09-27T14:00:00Z,86,False,4,0,0,0,2,0,6,0,6311,1,2,2,2,35.0,4,-112,623,735,54,True,1
1,0,20,0,0,13.8,3,350,0.02,0.11,0.09,0.50,67,2,0,3.7,6.6,2025-10-04T11:30:00Z,66,False,18,0,0,0,2,0,7,0,7201,1,1,2,1,17.0,5,630,1269,639,54,True,0
0,0,9,0,3,31.3,7,350,0.19,0.50,0.31,0.43,72,1,0,7.5,16.6,2025-10-18T14:00:00Z,65,False,3,0,0,0,3,0,8,0,10484,1,1,0,2,27.0,2,2693,3690,997,54,False,0
0,3,35,1,2,32.5,9,350,0.26,0.83,0.57,0.58,87,0,1,12.6,53.0,2025-10-24T19:00:00Z,86,False,19,0,0,0,4,0,9,0,10584,1,3,1,2,40.0,11,-130,1830,1960,54,True,0
0,0,4,0,0,13.5,1,350,0.15,0.15,0.00,3.07,91,3,0,1.8,2.6,2025-11-01T15:00:00Z,90,False,6,0,0,0,1,0,10,0,24910,1,0,0,3,2.0,2,12583,14755,2172,54,False,0
1,0,18,0,1,11.0,14,350,0.01,0.05,0.04,1.71,107,2,0,4.1,26.8,2025-11-09T14:00:00Z,73,False,16,0,0,0,10,0,11,0,21123,1,3,1,3,3.0,7,-2891,1934,4825,54,False,0
0,0,6,0,0,3.8,8,350,0.01,0.32,0.31,1.08,116,2,0,4.0,6.6,2025-11-23T14:00:00Z,79,False,2,0,0,0,5,0,12,0,23136,1,3,2,1,30.0,2,1219,3413,2194,54,True,0
0,0,5,0,0,0.1,2,350,0.00,0.00,0.00,0.00,126,0,0,0.4,4.2,2025-11-29T15:00:00Z,1,False,13,0,0,0,0,0,13,0,20331,0,2,2,3,0.0,1,-2143,1449,3592,54,False,0
0,0,0,0,0,0.0,0,350,0.00,0.00,0.00,0.00,136,0,0,0.0,0.0,2025-12-03T20:15:00Z,0,False,7,0,0,0,0,0,14,0,18670,0,0,1,3,0.0,0,-2126,495,2621,54,True,0
1,0,14,0,0,11.2,0,350,0.02,0.04,0.02,0.67,146,1,0,5.1,20.6,2025-12-06T17:30:00Z,25,False,12,0,0,0,0,0,15,0,16799,0,0,3,3,19.0,4,-1981,547,2528,54,True,0
0,0,5,0,1,0.5,4,350,0.00,0.06,0.06,0.13,152,0,0,2.4,4.2,2025-12-14T16:30:00Z,17,False,5,0,0,0,3,0,16,0,15031,0,0,1,1,19.0,1,-1962,1137,3099,54,False,0
1,0,16,1,2,2.4,7,350,0.01,0.03,0.02,0.34,166,0,0,0.8,2.8,2025-12-20T20:00:00Z,76,False,8,0,0,0,4,0,17,0,14338,1,1,1,4,3.0,6,-848,770,1618,54,True,0
1,0,25,0,0,58.5,2,350,0.79,1.03,0.24,0.70,179,1,0,12.5,30.4,2025-12-28T14:00:00Z,90,False,17,0,0,0,2,0,18,0,16633,1,0,1,1,36.0,5,1618,2507,889,54,False,0
0,0,5,1,0,3.7,4,350,0.02,0.02,0.00,1.86,186,0,0,0.7,1.6,2026-01-01T17:30:00Z,69,False,12,0,0,0,3,0,19,0,16818,1,1,0,0,2.0,3,444,1503,1059,54,False,0
0,0,23,0,1,16.3,9,350,0.16,0.48,0.32,1.58,196,1,1,7.4,34.0,2026-01-04T12:30:00Z,86,False,14,0,0,0,8,0,20,0,18783,1,0,1,1,24.0,7,1755,2782,1027,54,True,0
0,2,50,0,0,17.5,11,350,0.07,0.29,0.22,2.28,209,3,2,14.1,76.2,2026-01-07T20:15:00Z,90,False,15,0,0,0,7,0,21,0,22241,1,4,3,4,47.0,14,3352,4553,1201,54,False,0
0,0,7,1,2,28.5,9,350,0.17,0.43,0.26,0.39,214,0,0,4.8,13.6,2026-01-17T15:00:00Z,90,False,10,0,0,0,5,0,22,0,96518,1,2,0,1,6.0,3,69486,75466,5980,54,True,0
0,0,10,0,3,16.3,12,350,0.09,0.13,0.04,0.60,226,1,0,4.7,18.0,2026-01-26T20:00:00Z,84,False,9,0,0,0,6,0,23,0,109130,1,3,1,1,13.0,4,14709,27628,12919,54,False,0
0,0,1,0,0,2.8,3,350,0.01,0.01,0.00,0.89,234,3,0,0.8,0.0,2026-01-31T15:00:00Z,70,False,1,0,0,0,3,0,24,0,108319,1,0,4,0,6.0,2,77,18358,18281,54,True,0
