assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,5,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,False,20,0,0,0,0,1,0,7300,0,0,2,0.0,0,0,0,0,40,True,0
0,0,0,0,0.0,5,0.00,0.00,0.00,0.00,11,0,0,0.0,0.0,2024-08-24T16:30:00Z,0,False,2,0,0,0,0,2,0,6016,0,2,0,0.0,0,-1230,0,1230,40,False,0
0,0,0,0,0.0,5,0.00,0.00,0.00,0.00,21,0,0,0.0,0.0,2024-08-31T11:30:00Z,0,False,5,0,0,0,0,3,0,5334,0,1,1,0.0,0,-706,0,706,40,True,0
0,0,0,0,0.0,5,0.00,0.00,0.00,0.00,39,0,0,0.0,0.0,2024-09-15T13:00:00Z,0,False,18,0,0,0,0,4,0,4862,0,1,0,0.0,0,-495,0,495,40,False,0
0,0,0,0,0.0,5,0.00,0.00,0.00,0.00,47,0,0,0.0,0.0,2024-09-22T15:30:00Z,0,False,13,0,0,0,0,5,0,4663,0,2,2,0.0,0,-226,0,226,40,False,0
0,0,0,0,0.0,5,0.00,0.00,0.00,0.00,51,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,False,11,0,0,0,0,6,0,4331,0,2,4,0.0,0,-325,0,325,40,True,0
0,0,0,0,0.0,5,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2024-10-05T14:00:00Z,0,False,17,0,0,0,0,7,0,4153,0,1,3,0.0,0,-188,0,188,40,True,0
0,0,0,0,0.0,5,0.00,0.00,0.00,0.00,71,0,0,0.0,0.0,2024-10-19T16:30:00Z,0,False,3,0,0,0,0,8,0,4010,0,0,2,0.0,0,-142,0,142,40,False,0
0,0,0,0,0.0,5,0.00,0.00,0.00,0.00,81,0,0,0.0,0.0,2024-10-27T16:30:00Z,0,False,12,0,0,0,0,9,0,3922,0,2,2,0.0,0,-94,0,94,40,True,0
0,0,0,0,0.0,5,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,False,15,0,0,0,0,10,0,3823,0,0,1,0.0,0,-101,0,101,40,False,0
0,0,0,0,0.0,5,0.00,0.00,0.00,0.00,103,0,0,0.0,0.0,2024-11-10T16:30:00Z,0,False,6,0,0,0,0,11,0,3722,0,1,1,0.0,0,-91,0,91,40,False,0
0,0,0,0,0.0,5,0.00,0.00,0.00,0.00,111,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,False,16,0,0,0,0,12,0,3624,0,0,3,0.0,0,-103,0,103,40,True,0
0,0,0,0,0.0,5,0.00,0.00,0.00,0.00,129,0,0,0.0,0.0,2024-11-30T17:30:00Z,0,False,19,0,0,0,0,13,0,3535,0,5,2,0.0,0,-91,0,91,40,False,0
0,0,0,0,0.0,5,0.00,0.00,0.00,0.00,131,0,0,0.0,0.0,2024-12-04T20:15:00Z,0,False,14,0,0,0,0,14,0,3466,0,0,2,0.0,0,-72,0,72,40,True,0
0,0,0,0,0.0,5,0.00,0.00,0.00,0.00,145,0,0,0.0,0.0,2024-12-08T14:00:00Z,0,False,9,0,0,0,0,15,0,3405,0,1,1,0.0,0,-54,0,54,40,False,0
