assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
0,3,0,0,0.0,0,12413,53,11,1,0.0,279,0.0,795,0,0,0,0,0,1,2006/07,55,0.0,22,3
0,9,0,0,0.0,0,12413,46,10,1,0.0,1048,0.0,923,0,0,0,0,0,2,2007/08,50,0.0,45,3
0,5,0,0,0.0,0,12413,43,36,0,0.0,1674,0.0,2074,0,0,0,0,0,3,2008/09,45,0.0,51,4
1,2,0,0,0.0,0,12413,46,39,3,0.0,2435,0.0,2744,0,0,0,0,1,4,2009/10,45,0.0,105,6
3,14,0,8,0.0,0,12413,59,43,6,0.0,3076,0.0,3110,0,0,0,0,0,5,2010/11,50,0.0,138,7
1,8,0,7,0.0,286,12413,56,44,3,0.0,3486,0.0,2833,0,0,0,1,0,6,2011/12,60,0.0,101,5
0,9,0,11,0.0,336,12413,55,42,1,0.0,4173,0.0,3150,0,0,0,0,0,7,2012/13,55,0.0,112,5
2,2,47,4,0.0,102,12413,52,14,0,0.0,4879,0.0,1066,0,0,0,0,0,8,2013/14,55,0.0,41,4
0,4,230,6,0.0,132,12413,47,13,1,0.0,5579,0.0,1182,0,0,0,0,0,9,2014/15,50,0.0,55,2
0,10,633,15,0.0,453,12413,48,32,3,0.0,6225,0.0,3150,0,0,0,0,0,10,2015/16,45,0.0,140,8
2,1,479,9,69.4,0,12413,49,49,2,124.9,6946,701.0,2926,2,0,0,0,0,11,2016/17,50,477.0,88,9
