name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
Aaron_Cresswell_402,0,0,0,0,0,0,0,0,0,0.0,0,0,402,0,0,71,0,0,0,0.0,4136,0.0,0,2018-10-05T19:00:00Z,05 Oct 20:00,0,0,0,0,0,3,0,0,0,0,0,0,8,0,42580,0,0,0,0,1,0.0,0,-2315,201,2516,52,False,0,0
Aaron_Lennon_83,0,15,0,0,0,9,0,2,11,21.3,0,0,83,0,0,72,0,1,0,4.0,3817,14.6,2,2018-10-06T14:00:00Z,06 Oct 15:00,0,0,90,0,0,10,0,0,0,0,3,0,8,0,105290,1,0,0,1,1,4.0,2,24120,33628,9508,50,True,0,0
Aaron_Mooy_199,0,52,1,0,0,18,0,0,42,63.9,1,0,199,0,0,72,0,1,0,11.6,3933,16.6,5,2018-10-06T14:00:00Z,06 Oct 15:00,0,0,90,0,0,4,0,0,0,0,6,0,8,0,102253,2,0,1,1,1,35.0,2,-4943,384,5327,53,False,0,0
Aaron_Ramsey_14,1,21,0,0,1,30,0,0,16,14.0,0,0,14,0,0,74,1,0,1,8.6,3748,51.0,1,2018-10-07T11:00:00Z,07 Oct 12:00,0,0,23,0,0,9,0,0,0,0,2,0,8,0,80972,0,0,0,5,1,21.0,10,-3585,5947,9532,74,False,0,0
Aaron_Wan-Bissaka_145,0,48,0,0,0,16,0,7,35,8.3,1,0,145,0,0,73,0,1,0,3.9,3879,30.8,0,2018-10-06T14:00:00Z,06 Oct 15:00,0,0,90,0,1,20,0,0,0,0,1,0,8,0,1741616,3,3,0,1,0,0.0,2,41460,60804,19344,43,True,0,0
Abdelhamid_Sabiri_205,0,0,0,0,0,0,0,0,0,0.0,0,0,205,0,0,72,0,0,0,0.0,3939,0.0,0,2018-10-06T14:00:00Z,06 Oct 15:00,0,0,0,0,0,4,0,0,0,0,0,0,8,0,3362,0,0,0,1,1,0.0,0,-92,86,178,44,False,0,0
Abdoulaye_Doucouré_390,0,45,0,0,0,5,0,1,35,3.7,0,0,390,0,0,80,1,4,0,2.5,4124,5.4,0,2018-10-06T14:00:00Z,06 Oct 15:00,0,0,90,0,0,2,0,0,0,0,7,0,8,0,85802,0,0,1,4,0,16.0,1,-3475,2461,5936,59,True,0,1
Aboubakar_Kamara_189,0,7,0,1,0,-4,0,0,5,0.7,0,0,189,0,0,74,1,3,0,0.1,3923,0.0,0,2018-10-07T11:00:00Z,07 Oct 12:00,0,0,36,0,0,1,0,0,0,0,1,0,8,0,470439,1,0,2,5,1,5.0,1,-20011,14299,34310,44,True,0,0
Adama_Diakhaby_471,0,0,0,0,0,0,0,0,0,0.0,0,0,471,0,0,72,0,0,0,0.0,4205,0.0,0,2018-10-06T14:00:00Z,06 Oct 15:00,0,0,0,0,0,4,0,0,0,0,0,0,8,0,1404,0,0,0,1,1,0.0,0,-95,12,107,48,False,0,0
Adama_Traoré_500,0,1,0,0,0,1,0,1,0,0.0,0,0,500,0,0,73,1,0,0,0.1,4234,1.0,0,2018-10-06T14:00:00Z,06 Oct 15:00,0,0,3,0,0,7,0,0,0,0,1,0,8,0,31909,1,0,0,1,0,0.0,1,-3212,1247,4459,55,False,0,0
Adam_Lallana_250,0,0,0,0,0,0,0,0,0,0.0,0,0,250,0,0,76,0,0,0,0.0,3984,0.0,0,2018-10-07T15:30:00Z,07 Oct 16:30,0,0,0,0,0,13,0,0,0,0,0,0,8,0,43054,0,0,0,0,0,0.0,0,-1073,42,1115,69,True,0,0
Adam_Masina_386,0,0,0,0,0,0,0,0,0,0.0,0,0,386,0,0,80,0,0,0,0.0,4120,0.0,0,2018-10-06T14:00:00Z,06 Oct 15:00,0,0,0,0,0,2,0,0,0,0,0,0,8,0,3260,0,0,0,4,0,0.0,0,-105,28,133,43,True,0,0
