name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
Aaron_Cresswell_402,0,31,0,0,0,12,0,2,26,5.7,1,0,402,0,0,322,0,2,0,2.0,18281,10.6,0,2019-04-08T19:00:00Z,08 Apr 20:00,0,0,90,0,1,6,0,0,0,0,0,0,33,0,36797,2,1,1,0,2,4.0,1,-672,147,819,50,False,0,0
Aaron_Lennon_83,0,0,0,0,0,0,0,0,0,0.0,0,0,83,0,0,321,0,0,0,0.0,18093,0.0,0,2019-04-06T14:00:00Z,06 Apr 15:00,0,0,0,0,0,2,0,0,0,0,0,0,33,0,19248,0,0,0,3,1,0.0,0,-47,58,105,49,False,0,0
Aaron_Mooy_199,0,43,0,0,1,31,0,0,36,17.8,0,0,199,0,0,324,0,4,1,7.9,18173,44.0,1,2019-04-06T14:00:00Z,06 Apr 15:00,0,0,90,0,0,11,0,0,0,0,4,0,33,0,62554,1,1,0,4,1,17.0,8,274,547,273,50,True,0,0
Aaron_Ramsey_14,0,36,0,0,0,10,0,1,28,16.9,2,0,14,0,0,323,0,0,0,5.7,18045,12.8,1,2019-04-07T13:05:00Z,07 Apr 14:05,0,0,45,0,0,8,0,0,0,0,3,0,33,0,75797,1,2,2,0,1,27.0,1,14299,16330,2031,71,False,0,0
Aaron_Rowe_607,0,0,0,0,0,0,0,0,0,0.0,0,0,607,0,0,324,0,0,0,0.0,18404,0.0,0,2019-04-06T14:00:00Z,06 Apr 15:00,0,0,0,0,0,11,0,0,0,0,0,0,33,0,36,0,0,0,4,1,0.0,0,3,9,6,45,True,0,0
Aaron_Wan-Bissaka_145,0,33,0,0,1,29,1,9,25,6.3,1,0,145,0,0,326,1,0,0,3.3,18132,24.6,0,2019-04-06T14:00:00Z,06 Apr 15:00,0,0,90,0,1,15,0,0,0,0,6,0,33,0,1628808,2,2,0,1,0,2.0,7,18142,28895,10753,45,False,0,0
Abd-Al-Ali Morakinyo Olaposi_Koiki_564,0,0,0,0,0,0,0,0,0,0.0,0,0,564,0,0,321,0,0,0,0.0,18375,0.0,0,2019-04-06T14:00:00Z,06 Apr 15:00,0,0,0,0,0,2,0,0,0,0,0,0,33,0,207,0,0,0,3,1,0.0,0,3,10,7,40,False,0,0
Abdelhamid_Sabiri_205,0,0,0,0,0,0,0,0,0,0.0,0,0,205,0,0,324,0,0,0,0.0,18179,0.0,0,2019-04-06T14:00:00Z,06 Apr 15:00,0,0,0,0,0,11,0,0,0,0,0,0,33,0,3004,0,0,0,4,1,0.0,0,-16,32,48,43,True,0,0
Adama_Diakhaby_471,0,0,0,0,0,0,0,0,0,0.0,0,0,471,0,0,324,0,0,0,0.0,18320,0.0,0,2019-04-06T14:00:00Z,06 Apr 15:00,0,0,0,0,0,11,0,0,0,0,0,0,33,0,1142,0,0,0,4,1,0.0,0,-30,13,43,45,True,0,0
Adam_Lallana_250,0,0,0,0,0,0,0,0,0,0.0,0,0,250,0,0,327,0,0,0,0.0,18223,0.0,0,2019-04-05T19:00:00Z,05 Apr 20:00,0,0,0,0,0,16,0,0,0,0,0,0,33,0,41110,0,0,0,3,1,0.0,0,-64,104,168,69,False,0,0
