name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
Aaron_Cresswell_402,0,60,0,0,0,13,0,5,49,15.3,0,0,402,0,0,222,1,2,0,4.1,12507,21.4,1,2019-01-19T15:00:00Z,19 Jan 15:00,0,0,90,0,0,2,0,0,0,0,5,0,23,0,33911,0,0,0,0,2,4.0,1,253,774,521,50,False,0,0
Aaron_Lennon_83,0,0,0,0,0,0,0,0,0,0.0,0,0,83,0,0,229,0,0,0,0.0,12188,0.0,0,2019-01-19T15:00:00Z,19 Jan 15:00,0,0,0,0,0,18,0,0,0,0,0,0,23,0,22757,0,0,0,0,0,0.0,0,-1595,25,1620,49,False,0,0
Aaron_Mooy_199,0,0,0,0,0,0,0,0,0,0.0,0,0,199,0,0,224,0,0,0,0.0,12304,0.0,0,2019-01-20T13:30:00Z,20 Jan 13:30,0,0,0,0,0,13,0,0,0,0,0,0,23,0,63445,0,0,0,3,0,0.0,0,-2164,42,2206,51,True,0,0
Aaron_Ramsey_14,0,17,0,0,0,4,1,1,13,11.7,0,0,14,0,0,221,1,0,0,6.3,12119,6.0,1,2019-01-19T17:30:00Z,19 Jan 17:30,0,0,66,0,0,6,0,0,0,0,6,0,23,0,56417,4,0,0,0,2,45.0,3,-2467,648,3115,72,True,0,0
Aaron_Wan-Bissaka_145,0,27,0,0,0,15,0,8,17,0.8,0,0,145,0,0,225,0,4,0,1.9,12250,17.8,0,2019-01-19T15:00:00Z,19 Jan 15:00,0,0,90,0,0,12,0,0,0,0,7,0,23,0,2025265,3,3,0,3,4,0.0,0,21257,76053,54796,45,False,0,0
Abd-Al-Ali Morakinyo Olaposi_Koiki_564,0,0,0,0,0,0,0,0,0,0.0,0,0,564,0,0,229,0,0,0,0.0,12669,0.0,0,2019-01-19T15:00:00Z,19 Jan 15:00,0,0,0,0,0,18,0,0,0,0,0,0,23,0,229,0,0,0,0,0,0.0,0,-49,31,80,40,False,0,0
Abdelhamid_Sabiri_205,0,0,0,0,0,0,0,0,0,0.0,0,0,205,0,0,224,0,0,0,0.0,12310,0.0,0,2019-01-20T13:30:00Z,20 Jan 13:30,0,0,0,0,0,13,0,0,0,0,0,0,23,0,2990,0,0,0,3,0,0.0,0,-99,57,156,43,True,0,0
Abdoulaye_Doucouré_390,0,0,0,0,0,0,0,0,0,0.0,0,0,390,0,0,229,0,0,0,0.0,12495,0.0,0,2019-01-19T15:00:00Z,19 Jan 15:00,0,0,0,0,0,4,0,0,0,0,0,0,23,0,141370,0,0,0,0,0,0.0,0,-2405,15147,17552,59,True,0,0
Aboubakar_Kamara_189,0,0,0,0,0,0,0,0,0,0.0,0,0,189,0,0,223,0,0,0,0.0,12294,0.0,0,2019-01-20T16:00:00Z,20 Jan 16:00,0,0,0,0,0,17,0,0,0,0,0,0,23,0,691309,0,0,0,2,1,0.0,0,-21363,49220,70583,45,True,0,0
Adalberto_Peñaranda_554,0,0,0,0,0,0,0,0,0,0.0,0,0,554,0,0,229,0,0,0,0.0,12659,0.0,0,2019-01-19T15:00:00Z,19 Jan 15:00,0,0,0,0,0,4,0,0,0,0,0,0,23,0,791,0,0,0,0,0,0.0,0,46,270,224,50,True,0,0
