name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
Aaron_Cresswell_402,0,0,0,0,0,0,0,0,0,0.0,0,0,402,0,0,21,0,0,0,0.0,1454,0.0,0,2018-08-25T14:00:00Z,25 Aug 15:00,0,0,0,0,0,1,0,0,0,0,0,0,3,0,69306,0,0,0,1,3,0.0,0,-22473,246,22719,54,False,0,0
Aaron_Lennon_83,0,14,0,0,0,4,0,1,12,11.4,1,0,83,0,0,23,1,4,0,1.9,1135,3.8,1,2018-08-26T15:00:00Z,26 Aug 16:00,0,0,90,0,0,9,0,0,0,0,0,0,3,0,20589,3,0,0,2,4,4.0,2,-1113,2716,3829,50,False,0,0
Aaron_Mooy_199,0,43,0,0,0,9,1,1,31,17.3,0,0,199,0,0,24,0,0,0,3.0,1251,12.4,1,2018-08-25T14:00:00Z,25 Aug 15:00,0,0,90,0,0,5,0,0,0,0,5,0,3,0,150635,3,1,0,0,0,0.0,3,-25494,2283,27777,54,True,0,0
Aaron_Ramsey_14,0,59,0,0,0,15,0,1,47,31.8,3,0,14,0,0,21,2,1,0,8.8,1066,17.0,2,2018-08-25T14:00:00Z,25 Aug 15:00,0,0,90,1,0,19,0,0,0,0,7,0,3,0,58474,1,2,0,1,3,39.0,2,-9971,2905,12876,74,True,0,0
Aaron_Wan-Bissaka_145,0,0,0,0,0,0,0,0,0,0.0,0,0,145,0,0,29,0,0,0,0.0,1197,0.0,0,2018-08-26T12:30:00Z,26 Aug 13:30,0,0,0,0,0,18,0,0,0,0,0,0,3,0,1108869,0,0,0,1,2,0.0,0,-568,133556,134124,41,False,0,0
Abdelhamid_Sabiri_205,0,0,0,0,0,0,0,0,0,0.0,0,0,205,0,0,24,0,0,0,0.0,1257,0.0,0,2018-08-25T14:00:00Z,25 Aug 15:00,0,0,0,0,0,5,0,0,0,0,0,0,3,0,3483,0,0,0,0,0,0.0,0,-170,275,445,45,True,0,0
Abdoulaye_Doucouré_390,0,52,0,0,0,13,0,0,42,37.3,0,0,390,0,0,29,2,1,0,6.3,1442,10.0,3,2018-08-26T12:30:00Z,26 Aug 13:30,0,0,90,0,0,7,0,0,0,0,10,0,3,0,101619,0,0,1,1,2,16.0,2,-3442,8699,12141,60,True,0,0
Aboubakar_Kamara_189,0,0,0,0,0,0,0,0,0,0.0,0,0,189,0,0,23,0,0,0,0.0,1241,0.0,0,2018-08-26T15:00:00Z,26 Aug 16:00,0,0,0,0,0,4,0,0,0,0,0,0,3,0,623975,0,0,0,2,4,0.0,0,50438,127275,76837,45,True,0,0
Adama_Diakhaby_471,0,20,0,0,0,2,1,0,17,3.8,0,0,471,0,0,24,2,0,0,0.6,1523,0.4,0,2018-08-25T14:00:00Z,25 Aug 15:00,0,0,67,0,0,5,0,0,0,0,2,0,3,0,2072,4,1,0,0,0,2.0,3,-292,142,434,49,True,0,0
Adama_Traoré_500,0,1,0,0,0,8,0,1,0,14.0,2,0,500,0,0,30,0,0,0,2.5,1552,9.0,1,2018-08-25T11:30:00Z,25 Aug 12:30,0,0,18,0,1,13,0,0,0,0,0,0,3,0,22411,1,1,0,1,1,2.0,1,-3428,1431,4859,55,True,0,0
