assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,threat,total_points,yellow_cards
2,2,0,0,0.0,12745,45,59,3,0.0,0.0,3117,0,0,0,0,0,2006/07,45,0.0,95,8
1,7,0,0,0.0,12745,43,12,0,0.0,0.0,1140,0,0,0,0,0,2007/08,45,0.0,56,1
7,6,0,0,0.0,12745,52,26,1,0.0,0.0,2334,0,0,0,0,0,2008/09,50,0.0,128,2
9,4,0,0,0.0,12745,66,46,1,0.0,0.0,3330,0,0,0,0,0,2009/10,65,0.0,138,2
11,20,0,9,0.0,12745,81,45,5,0.0,0.0,3420,0,0,0,0,0,2010/11,70,0.0,178,4
2,18,0,9,0.0,12745,77,35,4,0.0,0.0,2970,0,0,0,0,0,2011/12,80,0.0,134,7
7,24,0,11,0.0,12745,78,40,5,0.0,0.0,3420,1,0,0,0,0,2012/13,70,0.0,177,4
5,26,217,13,0.0,12745,76,34,5,0.0,0.0,2838,0,0,0,0,0,2013/14,75,0.0,169,6
9,21,721,9,0.0,12745,71,41,2,0.0,0.0,2773,0,1,0,0,0,2014/15,70,0.0,139,4
2,7,337,4,0.0,12745,60,26,2,0.0,0.0,1479,0,0,0,0,0,2015/16,65,0.0,67,0
5,15,647,11,695.0,12745,58,34,2,141.9,570.8,2819,0,1,0,0,0,2016/17,55,151.0,135,4
3,10,381,5,373.5,12745,57,34,2,88.2,407.4,1909,0,0,0,0,0,2017/18,60,102.0,82,1
0,0,48,0,91.4,12745,50,6,0,15.4,48.4,374,0,0,0,0,0,2018/19,55,15.0,7,0
