assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,2,0,0,2.0,0,325,0.00,0.09,0.09,0.40,3,0,0,0.4,0.2,2025-08-16T14:00:00Z,13,False,6,0,0,0,0,0,1,0,98177,0,0,1,1,2.0,1,0,0,0,60,False,0
0,0,21,0,0,3.6,0,325,0.02,0.72,0.70,0.11,17,0,1,7.4,32.8,2025-08-24T15:30:00Z,19,False,14,0,0,0,0,0,2,0,83859,0,0,1,1,38.0,6,-20929,2640,23569,59,True,0
0,0,4,0,0,12.3,0,325,0.03,0.03,0.00,0.12,23,0,0,1.6,3.8,2025-08-30T11:30:00Z,23,False,7,0,0,0,0,0,3,0,88983,0,0,0,2,0.0,1,-562,11247,11809,59,False,0
0,0,2,0,0,4.8,1,325,0.00,0.00,0.00,0.05,37,0,0,0.6,1.0,2025-09-13T14:00:00Z,30,False,11,0,0,0,1,0,4,0,92076,0,0,0,1,0.0,1,-1428,13014,14442,59,True,0
0,0,4,0,0,0.3,2,325,0.00,0.00,0.00,0.08,45,0,0,0.3,2.2,2025-09-20T19:00:00Z,10,False,5,0,0,0,1,0,5,0,83313,0,1,1,3,0.0,1,-8870,4749,13619,59,True,0
0,0,3,0,0,3.0,1,325,0.01,0.01,0.00,0.00,51,0,0,0.4,1.4,2025-09-28T13:00:00Z,25,False,2,0,0,0,1,0,6,0,73619,0,0,1,3,0.0,1,-10239,2814,13053,58,False,0
0,0,3,0,0,2.3,0,325,0.01,0.01,0.00,0.52,63,1,0,0.3,0.6,2025-10-03T19:00:00Z,4,False,4,0,0,0,0,0,7,0,68553,0,0,1,3,0.0,1,-5794,1666,7460,58,False,0
0,0,2,0,0,2.5,1,325,0.00,0.00,0.00,0.73,74,0,0,0.4,1.0,2025-10-18T16:30:00Z,26,False,1,0,0,0,1,0,8,0,61452,0,0,1,0,0.0,1,-7685,1219,8904,57,True,0
0,0,5,0,3,13.9,4,325,0.03,0.13,0.10,0.93,89,1,0,4.0,10.8,2025-10-25T14:00:00Z,45,False,15,0,0,0,1,0,9,0,58453,1,0,1,2,15.0,1,-3372,951,4323,57,False,0
0,0,5,0,0,13.3,1,325,0.03,0.16,0.13,0.07,94,0,0,2.6,3.6,2025-11-01T15:00:00Z,18,False,20,0,0,0,1,0,10,0,53560,0,0,0,3,9.0,1,-5129,1291,6420,57,True,0
0,0,2,0,0,0.0,0,325,0.00,0.00,0.00,0.27,105,0,0,0.0,0.0,2025-11-08T15:00:00Z,3,False,9,0,0,0,0,0,11,0,51728,0,0,0,2,0.0,1,-2054,1124,3178,56,False,0
0,0,1,0,0,12.7,2,325,0.15,0.29,0.14,0.01,115,0,0,2.6,0.0,2025-11-22T15:00:00Z,26,False,17,0,0,0,2,0,12,0,51130,0,0,0,1,14.0,1,-980,1369,2349,56,True,0
0,0,8,0,0,0.5,3,325,0.01,0.10,0.09,0.36,129,0,0,1.4,6.4,2025-11-29T20:00:00Z,22,False,18,0,0,0,0,0,13,0,49696,0,3,2,1,7.0,1,-1501,661,2162,56,False,0
0,0,31,0,2,5.0,3,325,0.02,0.20,0.18,2.17,135,5,1,8.0,36.4,2025-12-02T19:30:00Z,73,False,13,0,0,0,1,0,14,0,49110,1,0,5,4,39.0,7,-741,634,1375,56,True,0
0,0,8,0,2,3.3,5,325,0.01,0.28,0.27,0.98,145,1,0,3.3,6.0,2025-12-07T16:30:00Z,67,False,8,0,0,0,3,0,15,0,56035,1,0,2,1,24.0,2,6139,7253,1114,56,True,0
0,1,35,0,1,7.3,6,325,0.02,0.73,0.71,2.46,153,2,1,8.1,36.8,2025-12-13T17:30:00Z,88,False,3,0,0,0,3,0,16,0,76150,1,2,3,2,37.0,8,19045,23062,4017,56,False,0
0,0,17,1,1,14.3,11,325,0.03,0.03,0.00,0.60,165,0,0,2.2,5.6,2025-12-22T20:00:00Z,84,False,16,0,0,0,10,0,17,0,110137,1,0,0,1,2.0,3,32378,37874,5496,56,True,0
0,0,8,1,3,27.3,8,325,0.04,0.07,0.03,0.91,180,0,0,4.7,9.6,2025-12-27T15:00:00Z,81,False,19,0,0,0,4,0,18,0,129561,1,1,1,0,10.0,3,15421,21905,6484,56,False,0
0,0,15,0,3,42.7,8,325,0.16,0.60,0.44,1.62,185,1,0,7.4,14.2,2026-01-01T17:30:00Z,90,False,8,0,0,0,4,0,19,0,113026,1,1,1,1,17.0,1,-7113,5165,12278,56,False,1
0,0,14,0,5,5.8,7,325,0.01,0.01,0.00,1.00,195,1,0,1.6,7.8,2026-01-04T15:15:00Z,73,False,12,0,0,0,2,0,20,0,105804,1,0,2,2,2.0,2,-9796,3078,12874,56,True,0
1,0,23,0,3,18.0,10,325,0.05,0.10,0.05,2.33,207,1,0,3.9,11.6,2026-01-07T19:30:00Z,82,False,7,0,0,0,5,0,21,0,96537,1,2,1,2,9.0,5,-9646,2188,11834,56,True,0
0,0,11,1,3,14.2,10,325,0.03,0.08,0.05,0.83,214,0,0,2.7,12.0,2026-01-17T15:00:00Z,76,False,11,0,0,0,3,0,22,0,95107,1,4,0,1,1.0,3,-2449,5739,8188,56,False,0
0,0,8,0,1,4.8,2,325,0.01,0.01,0.00,1.33,227,1,0,0.9,3.8,2026-01-24T15:00:00Z,68,False,6,0,0,0,1,0,23,0,83729,1,0,1,2,0.0,2,-11202,504,11706,56,True,0
0,0,14,0,1,4.2,7,325,0.04,0.07,0.03,1.10,236,2,0,1.3,2.4,2026-02-01T14:00:00Z,70,False,14,0,0,0,5,0,24,0,78540,1,1,2,3,6.0,2,-5445,1952,7397,56,False,0
