assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0.0,152,0.00,0.00,0.00,0.00,4,0,0,0.0,0.0,2023-08-12T14:00:00Z,0,12,0,0,0,0,1,0,40882,0,1,4,0.0,0,0,0,0,45,True,0
0,0,0,0,0.0,152,0.00,0.00,0.00,0.00,20,0,0,0.0,0.0,2023-08-19T14:00:00Z,0,20,0,0,0,0,2,0,37954,0,4,1,0.0,0,-6366,374,6740,45,False,0
0,0,16,0,0.0,152,0.00,0.00,0.00,3.33,24,3,0,3.0,30.0,2023-08-26T16:30:00Z,90,19,0,0,0,0,3,4,33810,1,3,1,0.0,2,-5364,567,5931,44,True,0
0,0,17,0,0.0,152,0.00,0.00,0.00,1.30,33,1,0,1.8,18.2,2023-09-02T16:30:00Z,90,15,0,0,0,0,4,2,34289,1,1,3,0.0,2,-715,1694,2409,44,True,0
0,0,0,0,0.0,152,0.00,0.00,0.00,0.00,45,0,0,0.0,0.0,2023-09-16T14:00:00Z,0,14,0,0,0,0,5,0,41521,0,3,1,0.0,0,4936,8021,3085,44,False,0
0,0,8,0,0.0,152,0.00,0.00,0.00,1.37,53,1,0,1.8,17.6,2023-09-24T13:00:00Z,90,3,0,0,0,0,6,2,39617,1,1,3,0.0,2,-2112,1316,3428,44,True,0
0,0,0,0,0.0,152,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2023-09-30T11:30:00Z,0,2,0,0,0,0,7,0,39576,0,1,6,0.0,0,-448,1713,2161,44,False,0
0,0,18,0,0.0,152,0.00,0.00,0.00,2.49,72,2,0,2.5,24.6,2023-10-08T13:00:00Z,90,11,0,0,0,0,8,2,37239,1,2,2,0.0,1,-2410,419,2829,44,True,0
0,0,0,0,0.0,152,0.00,0.00,0.00,0.00,86,0,0,0.0,0.0,2023-10-21T14:00:00Z,0,13,0,0,0,0,9,0,37569,0,1,2,0.0,0,-244,1516,1760,44,False,0
0,0,0,0,0.0,152,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2023-10-29T14:00:00Z,0,10,0,0,0,0,10,0,37406,0,1,1,0.0,0,-438,1646,2084,44,True,0
0,2,20,0,0.0,152,0.00,0.00,0.00,0.71,103,1,0,3.1,30.8,2023-11-04T15:00:00Z,90,9,0,0,0,0,11,3,36892,1,1,1,0.0,5,-683,1150,1833,44,False,0
0,0,0,0,0.0,152,0.00,0.00,0.00,0.00,114,0,0,0.0,0.0,2023-11-12T14:00:00Z,0,17,0,0,0,0,12,0,41204,0,1,1,0.0,0,3219,4361,1142,44,True,0
0,0,17,0,0.0,152,0.00,0.00,0.00,1.69,128,2,0,2.4,24.2,2023-11-25T15:00:00Z,90,16,0,0,0,0,13,3,39918,1,3,2,0.0,1,-952,1382,2334,44,False,1
0,0,0,0,0.0,152,0.00,0.00,0.00,0.00,135,0,0,0.0,0.0,2023-12-03T14:00:00Z,0,7,0,0,0,0,14,0,39633,0,2,3,0.0,0,-362,1360,1722,44,False,0
0,0,0,0,0.0,152,0.00,0.00,0.00,0.00,142,0,0,0.0,0.0,2023-12-06T19:30:00Z,0,4,0,0,0,0,15,0,39090,0,1,2,0.0,0,-643,1192,1835,44,True,0
0,0,14,0,0.0,152,0.00,0.00,0.00,0.94,152,1,0,2.2,21.8,2023-12-09T15:00:00Z,90,6,0,0,0,0,16,2,39329,1,1,1,0.0,2,-63,2181,2244,44,True,0
0,0,28,0,0.0,152,0.00,0.00,0.00,2.26,161,2,0,5.0,50.4,2023-12-17T14:00:00Z,90,1,0,0,0,0,17,6,37862,1,0,2,0.0,3,-1391,642,2033,44,False,0
0,0,19,0,0.0,152,0.00,0.00,0.00,1.36,172,1,0,1.5,15.0,2023-12-21T20:00:00Z,90,8,0,0,0,0,18,2,39794,1,1,1,0.0,2,1379,2264,885,44,False,0
0,0,0,0,0.0,152,0.00,0.00,0.00,0.00,184,0,0,0.0,0.0,2023-12-28T19:30:00Z,0,18,0,0,0,0,19,0,38845,0,2,4,0.0,0,-838,667,1505,44,True,0
0,0,0,0,0.0,152,0.00,0.00,0.00,0.00,199,0,0,0.0,0.0,2024-01-02T19:30:00Z,0,19,0,0,0,0,20,0,38284,0,0,0,0.0,0,-692,632,1324,44,False,0
0,0,0,0,0.0,152,0.00,0.00,0.00,0.00,204,0,0,0.0,0.0,2024-01-22T19:45:00Z,0,20,0,0,0,0,21,0,38319,0,0,0,0.0,0,-251,2545,2796,44,True,0
0,0,0,0,0.0,152,0.00,0.00,0.00,0.00,214,0,0,0.0,0.0,2024-01-30T19:45:00Z,0,12,0,0,0,0,22,0,38474,0,0,4,0.0,0,-83,1077,1160,44,False,0
0,0,23,0,0.0,152,0.00,0.00,0.00,0.32,224,1,0,3.0,30.0,2024-02-03T15:00:00Z,90,8,0,0,0,0,23,4,37771,1,1,4,0.0,3,-720,328,1048,44,True,0
0,0,0,0,0.0,152,0.00,0.00,0.00,0.00,238,0,0,0.0,0.0,2024-02-10T15:00:00Z,0,18,0,0,0,0,24,0,37645,0,1,2,0.0,0,-279,970,1249,44,False,0
0,0,18,1,0.0,152,0.00,0.00,0.00,0.58,249,0,0,1.1,10.6,2024-02-18T14:00:00Z,90,17,0,0,0,0,25,1,37568,1,5,0,0.0,5,-290,1020,1310,44,False,1
0,0,17,0,0.0,152,0.00,0.00,0.00,0.28,254,1,0,1.4,14.2,2024-02-24T15:00:00Z,90,9,0,0,0,0,26,1,46286,1,1,1,0.0,2,5202,6689,1487,44,True,0
0,0,0,0,0.0,152,0.00,0.00,0.00,0.00,264,0,0,0.0,0.0,2024-03-02T15:00:00Z,0,10,0,0,0,0,27,0,44191,0,0,3,0.0,0,1064,2644,1580,44,False,0
0,3,33,1,0.0,152,0.00,0.00,0.00,0.68,274,0,0,2.8,28.2,2024-03-10T14:00:00Z,90,16,0,0,0,0,28,4,42286,1,0,1,0.0,10,-1956,577,2533,44,True,0
0,1,23,0,0.0,152,0.00,0.00,0.00,2.79,295,2,0,5.0,49.6,2024-03-31T13:00:00Z,90,11,0,0,0,0,30,6,43076,1,1,2,0.0,4,37,1267,1230,44,False,0
0,0,25,1,0.0,152,0.00,0.00,0.00,0.50,303,0,0,1.9,19.4,2024-04-03T18:30:00Z,90,4,0,0,0,0,31,2,59813,1,0,0,0.0,6,16068,17264,1196,44,False,0
0,0,23,0,0.0,152,0.00,0.00,0.00,3.23,312,3,0,3.0,30.2,2024-04-06T16:30:00Z,90,1,0,0,0,0,32,4,80784,1,3,0,0.0,2,20159,22091,1932,44,True,0
0,0,15,0,0.0,152,0.00,0.00,0.00,1.70,324,1,0,1.3,13.4,2024-04-13T14:00:00Z,90,6,0,0,0,0,33,2,97055,1,1,1,0.0,2,15707,18026,2319,44,False,0
0,0,0,0,0.0,152,0.00,0.00,0.00,0.00,282,0,0,0.0,0.0,2024-04-25T19:00:00Z,0,13,0,0,0,0,34,0,86857,0,4,0,0.0,0,-7941,1752,9693,44,True,0
0,0,22,0,0.0,152,0.00,0.00,0.00,2.26,342,3,0,2.3,22.6,2024-04-28T13:00:00Z,90,3,0,0,0,0,35,3,94621,1,0,3,0.0,2,5683,20789,15106,44,False,0
0,0,23,1,1.0,152,0.00,0.00,0.00,0.06,353,0,0,1.5,13.6,2024-05-05T13:00:00Z,90,2,0,0,0,0,36,1,98844,1,0,1,0.0,6,4070,8139,4069,44,True,0
0,1,25,0,0.0,152,0.00,0.00,0.00,2.27,366,1,0,5.5,54.6,2024-05-11T14:00:00Z,90,15,0,0,0,0,37,7,135267,1,1,1,0.0,5,27031,30801,3770,44,False,0
