assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,11,0,3.2,553,0.02,0.02,0.00,1.24,2,2,0,1.2,8.6,2024-08-17T14:00:00Z,83,0,0,0,0,0,0,0,False,1,0,0,0,0,1,0,11511,1,0,2,0.0,1,0,0,0,50,False,1
0,0,7,0,6.2,553,0.02,0.04,0.02,1.56,20,6,0,2.0,13.2,2024-08-25T13:00:00Z,90,0,0,0,0,0,0,0,False,6,0,0,0,0,2,0,12488,1,6,2,1.0,2,-750,765,1515,50,True,0
0,0,-3,0,3.5,553,0.01,0.07,0.06,0.36,29,1,0,0.8,3.4,2024-08-31T14:00:00Z,59,0,0,0,0,0,0,0,False,16,0,0,0,0,3,0,12372,1,1,1,1.0,0,-851,956,1807,50,False,1
0,0,17,0,11.0,553,0.02,0.07,0.05,1.21,40,2,0,2.9,12.4,2024-09-15T15:30:00Z,90,0,0,0,0,0,0,0,False,15,0,0,0,0,4,0,11830,1,2,1,6.0,2,-1100,1051,2151,49,True,0
0,0,10,0,8.9,553,0.02,0.02,0.00,0.58,41,1,0,2.3,14.0,2024-09-21T14:00:00Z,81,0,0,0,0,0,0,0,False,2,0,0,0,0,5,0,12121,1,1,3,0.0,1,-14,987,1001,49,False,1
0,0,8,0,3.7,553,0.01,0.01,0.00,2.54,60,2,0,0.8,1.8,2024-09-28T16:30:00Z,90,0,0,0,0,0,0,0,False,12,0,0,0,0,6,0,11468,1,2,1,2.0,2,-796,507,1303,49,True,0
0,0,14,0,15.9,553,0.03,0.05,0.02,3.15,63,4,0,2.7,7.4,2024-10-05T14:00:00Z,76,0,0,0,0,0,0,0,False,4,0,0,0,0,7,0,11569,1,3,5,4.0,2,-131,803,934,49,False,0
0,0,7,0,0.6,553,0.00,0.00,0.00,1.30,80,1,0,1.5,12.6,2024-10-20T13:00:00Z,89,0,0,0,0,0,0,0,False,13,0,0,0,0,8,0,11038,1,2,1,2.0,1,-639,299,938,49,True,1
0,0,6,0,12.0,553,0.01,0.04,0.03,1.31,84,2,0,2.4,6.8,2024-10-26T14:00:00Z,90,0,0,0,0,0,0,0,False,5,0,0,0,0,9,0,11218,1,2,2,5.0,2,45,535,490,49,False,0
0,3,41,0,33.6,553,0.02,0.23,0.21,2.51,100,2,1,10.4,53.4,2024-11-02T17:30:00Z,90,0,0,0,0,0,0,0,False,7,0,0,0,0,10,0,11467,1,2,2,17.0,10,95,885,790,49,True,0
0,0,9,1,4.8,553,0.01,0.06,0.05,0.66,110,0,0,2.2,8.6,2024-11-09T15:00:00Z,90,0,0,0,0,0,0,0,False,17,0,0,0,0,11,0,23462,1,0,2,9.0,3,10917,11981,1064,49,True,0
1,2,48,0,16.8,553,0.11,0.33,0.22,0.97,115,1,1,11.7,68.2,2024-11-23T15:00:00Z,90,0,0,0,0,0,0,0,False,9,0,0,0,0,12,0,23807,1,4,1,32.0,12,688,5167,4479,49,False,0
0,0,5,0,5.5,553,0.08,0.10,0.02,3.29,130,4,0,1.9,9.0,2024-11-30T15:00:00Z,90,0,0,0,0,0,0,0,False,3,0,0,0,0,13,0,129520,1,4,2,4.0,2,100756,103941,3185,49,True,0
0,0,15,0,15.1,553,0.28,0.30,0.02,0.63,134,4,0,3.0,12.2,2024-12-04T19:30:00Z,83,0,0,0,0,0,0,0,False,8,0,0,0,0,14,0,133590,1,0,4,3.0,2,5937,21672,15735,49,False,0
0,0,-3,0,26.8,553,0.02,0.35,0.33,0.91,150,2,0,4.3,2.8,2024-12-09T20:00:00Z,77,0,0,0,0,0,0,0,False,19,0,0,0,0,15,0,118618,1,1,2,13.0,1,-14289,5039,19328,49,False,1
0,0,0,0,0.0,553,0.00,0.00,0.00,0.00,160,0,0,0.0,0.0,2024-12-14T15:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,16,0,74607,0,2,1,0.0,0,-44331,1895,46226,49,True,0
0,0,9,1,3.6,553,0.01,0.58,0.57,0.47,167,0,0,3.7,12.2,2024-12-22T14:00:00Z,88,0,0,0,0,0,0,0,False,11,0,0,0,0,17,0,61393,1,3,0,21.0,3,-13956,696,14652,49,False,0
0,0,3,1,14.8,553,0.01,0.01,0.00,0.30,180,0,0,2.4,9.6,2024-12-26T17:30:00Z,72,0,0,0,0,0,0,0,False,14,0,0,0,0,18,0,53202,1,0,2,0.0,2,-8332,933,9265,49,True,1
