assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
2,14,0,0,0.0,0,7958,78,29,10,0.0,400,0.0,1935,0,1,0,0,0,1,2006/07,85,0.0,109,2
3,9,0,0,0.0,0,7958,76,27,12,0.0,1132,0.0,1605,0,1,0,0,0,2,2007/08,80,0.0,104,5
4,13,0,0,0.0,0,7958,79,34,11,0.0,1860,0.0,2056,0,1,0,0,0,3,2008/09,80,0.0,113,4
5,8,0,0,0.0,0,7958,89,25,18,0.0,2529,0.0,2555,0,1,0,1,0,4,2009/10,85,0.0,150,3
2,3,0,4,0.0,0,7958,83,17,4,0.0,3163,0.0,1479,0,1,0,1,0,5,2010/11,90,0.0,56,0
2,8,0,4,0.0,245,7958,80,18,11,0.0,3925,0.0,1301,0,0,0,0,0,6,2011/12,85,0.0,92,2
5,10,0,10,0.0,348,7958,78,30,11,0.0,4644,0.0,2411,0,0,0,0,0,7,2012/13,75,0.0,124,4
0,1,18,0,0.0,91,7958,79,5,1,0.0,5324,0.0,432,0,0,0,0,0,8,2013/14,85,0.0,21,1
2,6,185,7,0.0,226,7958,48,19,4,0.0,6086,0.0,1451,0,0,0,0,0,9,2014/15,60,0.0,61,1
2,15,482,5,0.0,595,7958,54,45,15,0.0,6753,0.0,2550,0,0,0,0,0,10,2015/16,55,0.0,138,3
3,24,529,6,274.5,0,7958,74,63,15,227.0,7447,630.4,3322,0,0,0,0,0,11,2016/17,70,1379.0,166,1
