assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
4,3,0,0,0.0,0,37748,58,21,1,0.0,673,0.0,2458,0,0,0,0,0,2,2007/08,60,0.0,115,3
1,0,0,0,0.0,0,37748,64,31,0,0.0,1304,0.0,2933,0,0,0,0,0,3,2008/09,65,0.0,114,4
5,0,0,0,0.0,0,37748,62,36,0,0.0,1975,0.0,2760,0,0,0,0,0,4,2009/10,65,0.0,105,3
3,1,0,12,0.0,0,37748,63,39,1,0.0,2646,0.0,2969,0,0,0,1,0,5,2010/11,60,0.0,111,3
2,7,0,9,0.0,282,37748,61,17,1,0.0,3386,0.0,1697,0,0,0,0,0,6,2011/12,65,0.0,86,2
0,7,0,9,0.0,376,37748,48,26,0,0.0,4062,0.0,2239,0,0,0,0,0,7,2012/13,55,0.0,83,2
3,7,217,15,0.0,527,37748,53,39,1,0.0,4765,0.0,3061,0,0,0,0,0,8,2013/14,55,0.0,133,6
0,0,142,2,0.0,106,37748,51,9,0,0.0,5534,0.0,741,0,0,0,0,0,9,2014/15,55,0.0,22,1
3,17,588,12,0.0,386,37748,55,26,0,0.0,6241,0.0,2448,0,0,0,0,0,10,2015/16,50,0.0,116,4
1,3,316,6,152.1,0,37748,53,14,0,42.8,6963,223.2,1346,0,0,0,0,0,11,2016/17,55,53.0,55,2
