h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.269813,3.15412,0.269813,1.63179,"{'att': 196, 'def': 21}","{'att': 308, 'def': 31}",2,19,3,4,0.0434,l,2020-09-12 16:30:00,0,0,1,0,-1.361977
h,1.45254,1.55503,0.691368,0.793862,"{'att': 259, 'def': 34}","{'att': 245, 'def': 26}",5,4,4,3,1.2608,w,2020-09-19 14:00:00,1,0,0,3,-0.10249399999999997
a,1.46641,1.53278,1.46641,1.53278,"{'att': 152, 'def': 17}","{'att': 335, 'def': 29}",2,11,1,0,1.2819,w,2020-09-27 11:00:00,1,0,0,3,-0.06637000000000004
h,2.56662,1.41533,2.56662,1.41533,"{'att': 188, 'def': 24}","{'att': 273, 'def': 24}",5,10,1,1,2.1571000000000002,d,2020-10-03 16:30:00,0,1,0,1,1.15129
h,1.08332,0.618191,1.08332,0.618191,"{'att': 132, 'def': 24}","{'att': 312, 'def': 26}",14,2,0,1,1.7532999999999999,l,2020-10-19 19:00:00,0,0,1,0,0.465129
a,2.37695,1.50125,2.37695,1.50125,"{'att': 124, 'def': 34}","{'att': 225, 'def': 17}",20,7,3,0,1.9651,w,2020-10-23 19:00:00,1,0,0,3,0.8756999999999999
h,1.74822,3.07657,1.74822,2.3154,"{'att': 155, 'def': 23}","{'att': 369, 'def': 10}",7,5,1,4,0.5166,l,2020-11-02 20:00:00,0,0,1,0,-0.5671799999999998
a,0.847913,1.30169,0.847913,1.30169,"{'att': 152, 'def': 37}","{'att': 352, 'def': 17}",6,8,1,4,0.9598,l,2020-11-07 15:00:00,0,0,1,0,-0.453777
h,1.9617,0.710778,1.9617,0.710778,"{'att': 179, 'def': 26}","{'att': 312, 'def': 20}",11,4,0,0,2.2817000000000003,d,2020-11-22 16:30:00,0,1,0,1,1.250922
a,3.11324,1.29229,3.11324,1.29229,"{'att': 205, 'def': 32}","{'att': 311, 'def': 19}",12,6,1,0,2.4936000000000003,w,2020-11-28 17:30:00,1,0,0,3,1.8209499999999998
a,1.0277,4.89472,1.0277,4.89472,"{'att': 202, 'def': 22}","{'att': 297, 'def': 31}",7,9,1,3,0.0351,l,2020-12-05 20:00:00,0,0,1,0,-3.86702
h,1.56644,1.7851,0.805276,1.7851,"{'att': 130, 'def': 24}","{'att': 327, 'def': 13}",8,7,1,2,1.228,l,2020-12-11 20:00:00,0,0,1,0,-0.9798239999999999
h,2.95137,1.44437,2.95137,1.44437,"{'att': 101, 'def': 24}","{'att': 251, 'def': 16}",16,3,5,2,2.363,w,2020-12-16 18:00:00,1,0,0,3,1.507
a,1.63467,4.77743,1.63467,4.01626,"{'att': 175, 'def': 15}","{'att': 283, 'def': 18}",5,12,2,6,0.15910000000000002,l,2020-12-20 16:30:00,0,0,1,0,-2.38159
h,2.13271,1.54591,1.37154,1.54591,"{'att': 143, 'def': 14}","{'att': 263, 'def': 22}",6,10,1,0,1.8538000000000001,w,2020-12-27 12:00:00,1,0,0,3,-0.17436999999999991
a,1.54225,0.43551,1.54225,0.43551,"{'att': 115, 'def': 16}","{'att': 482, 'def': 14}",13,1,5,0,2.2856,w,2020-12-29 18:00:00,1,0,0,3,1.1067399999999998
a,1.15626,2.5286,1.15626,1.76744,"{'att': 139, 'def': 26}","{'att': 365, 'def': 30}",11,7,0,3,0.5319,l,2021-01-02 12:30:00,0,0,1,0,-0.6111799999999998
h,0.245193,1.14424,0.245193,1.14424,"{'att': 130, 'def': 16}","{'att': 347, 'def': 20}",8,11,0,1,0.41879999999999995,l,2021-01-16 15:00:00,0,0,1,0,-0.8990469999999999
a,0.785914,1.1364,0.785914,1.1364,"{'att': 138, 'def': 26}","{'att': 246, 'def': 24}",14,5,2,1,1.0348000000000002,w,2021-01-26 18:00:00,1,0,0,3,-0.3504860000000001
a,1.8141,1.73432,1.8141,1.73432,"{'att': 217, 'def': 30}","{'att': 229, 'def': 28}",4,6,3,1,1.4327999999999999,w,2021-01-31 14:00:00,1,0,0,3,0.07977999999999996
h,1.14303,1.91539,1.14303,1.91539,"{'att': 174, 'def': 31}","{'att': 291, 'def': 20}",10,2,1,2,0.7528999999999999,l,2021-02-03 19:30:00,0,0,1,0,-0.7723599999999999
h,2.64769,0.370278,2.64769,0.370278,"{'att': 158, 'def': 23}","{'att': 490, 'def': 13}",7,4,2,0,2.7859000000000003,w,2021-02-08 20:00:00,1,0,0,3,2.277412
a,0.77074,2.50614,0.77074,1.74497,"{'att': 237, 'def': 24}","{'att': 288, 'def': 22}",7,13,2,4,0.2415,l,2021-02-14 16:30:00,0,0,1,0,-0.9742299999999999
a,2.4793,0.592049,2.4793,0.592049,"{'att': 147, 'def': 19}","{'att': 266, 'def': 27}",6,1,0,1,2.6173,l,2021-02-19 20:00:00,0,0,1,0,1.8872509999999998
h,1.84753,1.47981,1.84753,1.47981,"{'att': 195, 'def': 29}","{'att': 181, 'def': 28}",10,5,3,0,1.6148,w,2021-02-23 20:00:00,1,0,0,3,0.3677199999999998
h,1.00106,0.876255,1.00106,0.876255,"{'att': 89, 'def': 20}","{'att': 285, 'def': 25}",6,1,0,1,1.4385,l,2021-02-27 17:30:00,0,0,1,0,0.12480500000000005
a,1.34971,2.37556,1.34971,1.45364,"{'att': 141, 'def': 22}","{'att': 330, 'def': 23}",11,2,0,2,0.623,l,2021-03-08 20:00:00,0,0,1,0,-0.10393000000000008
h,0.382957,0.971054,0.382957,0.971054,"{'att': 290, 'def': 28}","{'att': 199, 'def': 25}",3,12,0,0,0.7721,d,2021-03-13 12:30:00,0,1,0,1,-0.588097
a,1.40706,1.47498,1.40706,1.47498,"{'att': 162, 'def': 34}","{'att': 152, 'def': 20}",6,8,2,1,1.3092,w,2021-03-19 20:00:00,1,0,0,3,-0.06791999999999998
h,2.50597,0.867652,2.50597,0.867652,"{'att': 215, 'def': 19}","{'att': 248, 'def': 27}",9,4,2,1,2.5014,w,2021-04-03 14:00:00,1,0,0,3,1.638318
a,0.17525,1.98825,0.17525,1.98825,"{'att': 229, 'def': 18}","{'att': 134, 'def': 27}",3,15,2,1,0.197,w,2021-04-10 11:30:00,1,0,0,3,-1.8130000000000002
h,2.59719,1.60043,2.59719,1.60043,"{'att': 166, 'def': 18}","{'att': 340, 'def': 28}",10,13,1,1,2.0488,d,2021-04-19 19:00:00,0,1,0,1,0.9967599999999999
h,0.216834,1.11635,0.216834,1.11635,"{'att': 261, 'def': 25}","{'att': 234, 'def': 33}",2,12,0,0,0.5233,d,2021-04-25 13:00:00,0,1,0,1,-0.899516
a,0.510874,2.52542,0.510874,1.76428,"{'att': 197, 'def': 14}","{'att': 252, 'def': 29}",2,10,0,2,0.1933,l,2021-05-01 14:00:00,0,0,1,0,-1.253406
h,2.55216,1.03384,2.55216,1.03384,"{'att': 201, 'def': 38}","{'att': 238, 'def': 27}",12,5,3,1,2.4299,w,2021-05-08 11:30:00,1,0,0,3,1.5183200000000001
a,1.85654,1.41338,1.85654,1.41338,"{'att': 184, 'def': 14}","{'att': 252, 'def': 21}",9,13,4,0,1.7043,w,2021-05-15 11:30:00,1,0,0,3,0.44316
a,1.58132,1.3084,1.58132,1.3084,"{'att': 192, 'def': 31}","{'att': 223, 'def': 31}",7,8,2,0,1.585,w,2021-05-18 17:00:00,1,0,0,3,0.27292000000000005
h,2.49009,1.02209,1.72892,1.02209,"{'att': 111, 'def': 26}","{'att': 266, 'def': 19}",9,8,3,1,2.4154,w,2021-05-23 15:00:00,1,0,0,3,0.7068300000000001
