date,deep,deep_allowed,draws,h_a,loses,missed,npxG,npxGA,npxGD,ppda,ppda_allowed,pts,result,scored,wins,xG,xGA,xpts
2019-08-09 20:00:00,11,5,0,h,0,1,2.23456,0.842407,1.392153,"{'att': 208, 'def': 35}","{'att': 236, 'def': 11}",3,w,4,1,2.23456,0.842407,2.3863
2019-08-17 15:00:00,6,1,0,a,0,1,1.52022,2.14047,-0.6202500000000002,"{'att': 132, 'def': 14}","{'att': 288, 'def': 24}",3,w,2,1,1.52022,2.14047,0.9462999999999999
2019-08-24 17:30:00,9,7,0,h,0,1,2.02704,0.985542,1.0414979999999998,"{'att': 362, 'def': 37}","{'att': 199, 'def': 7}",3,w,3,1,2.78821,0.985542,2.5204999999999997
2019-08-31 17:30:00,11,0,0,a,0,0,1.20057,0.61739,0.5831799999999999,"{'att': 149, 'def': 24}","{'att': 309, 'def': 19}",3,w,3,1,1.20057,0.61739,1.8342
2019-09-14 11:30:00,19,4,0,h,0,1,2.93281,0.291073,2.641737,"{'att': 167, 'def': 24}","{'att': 419, 'def': 10}",3,w,3,1,2.93281,0.291073,2.8820000000000006
2019-09-22 15:30:00,5,5,0,a,0,1,1.03003,1.23321,-0.20317999999999992,"{'att': 277, 'def': 35}","{'att': 186, 'def': 16}",3,w,2,1,1.03003,1.23321,1.1699
2019-09-28 11:30:00,11,1,0,a,0,0,1.97079,1.17022,0.80057,"{'att': 124, 'def': 11}","{'att': 412, 'def': 17}",3,w,1,1,1.97079,1.17022,1.9795999999999998
2019-10-05 15:00:00,12,4,0,h,0,1,2.9875,0.0982107,2.8892892999999997,"{'att': 249, 'def': 32}","{'att': 259, 'def': 28}",3,w,2,1,3.74867,0.0982107,2.9796
2019-10-20 16:30:00,7,1,1,a,0,1,1.03212,0.791862,0.24025799999999997,"{'att': 150, 'def': 29}","{'att': 378, 'def': 12}",1,d,1,0,1.03212,0.791862,1.5203
2019-10-27 16:30:00,13,4,0,h,0,1,1.42734,1.35143,0.07591000000000014,"{'att': 147, 'def': 29}","{'att': 323, 'def': 10}",3,w,2,1,2.18851,1.35143,2.0089
2019-11-02 15:00:00,16,2,0,a,0,1,2.38824,0.741615,1.6466250000000002,"{'att': 88, 'def': 20}","{'att': 293, 'def': 14}",3,w,2,1,2.38824,0.741615,2.4680999999999997
2019-11-10 16:30:00,6,9,0,h,0,1,1.3319,1.48104,-0.14913999999999983,"{'att': 266, 'def': 13}","{'att': 253, 'def': 21}",3,w,3,1,1.3319,1.48104,1.2262
2019-11-23 15:00:00,11,8,0,a,0,1,1.64291,1.02306,0.61985,"{'att': 182, 'def': 18}","{'att': 285, 'def': 13}",3,w,2,1,1.64291,1.02306,1.8781
2019-11-30 15:00:00,11,3,0,h,0,1,1.36832,0.867601,0.500719,"{'att': 358, 'def': 24}","{'att': 271, 'def': 18}",3,w,2,1,1.36832,0.867601,1.7929
2019-12-04 20:15:00,10,6,0,h,0,2,2.41397,1.76453,0.64944,"{'att': 184, 'def': 19}","{'att': 315, 'def': 35}",3,w,5,1,2.41397,1.76453,1.831
2019-12-07 15:00:00,19,2,0,a,0,0,3.04446,0.154608,2.889852,"{'att': 159, 'def': 17}","{'att': 527, 'def': 12}",3,w,3,1,3.04446,0.154608,2.9126
2019-12-14 12:30:00,10,7,0,h,0,0,1.56674,1.01166,0.55508,"{'att': 131, 'def': 26}","{'att': 391, 'def': 22}",3,w,2,1,1.56674,1.01166,1.8184
2019-12-26 20:00:00,6,3,0,a,0,0,3.00856,0.120994,2.887566,"{'att': 263, 'def': 23}","{'att': 348, 'def': 17}",3,w,4,1,3.76973,0.120994,2.9819
2019-12-29 16:30:00,14,3,0,h,0,0,1.49124,0.363764,1.127476,"{'att': 188, 'def': 30}","{'att': 384, 'def': 18}",3,w,1,1,1.49124,0.363764,2.3516000000000004
2020-01-02 20:00:00,16,7,0,h,0,0,3.0465,0.634607,2.411893,"{'att': 175, 'def': 12}","{'att': 621, 'def': 19}",3,w,2,1,3.0465,0.634607,2.8575
2020-01-11 17:30:00,21,4,0,a,0,0,1.74564,1.10584,0.6398000000000001,"{'att': 246, 'def': 20}","{'att': 479, 'def': 16}",3,w,1,1,1.74564,1.10584,1.8569
2020-01-19 16:30:00,12,5,0,h,0,0,2.00655,1.4185,0.5880499999999997,"{'att': 253, 'def': 23}","{'att': 285, 'def': 19}",3,w,2,1,2.00655,1.4185,1.7649
2020-01-23 20:00:00,2,4,0,a,0,1,1.59024,1.85442,-0.26417999999999986,"{'att': 321, 'def': 27}","{'att': 358, 'def': 16}",3,w,2,1,1.59024,1.85442,1.1464
2020-01-29 19:45:00,11,2,0,a,0,0,1.83809,0.878341,0.959749,"{'att': 202, 'def': 27}","{'att': 537, 'def': 14}",3,w,2,1,2.59926,0.878341,2.5690000000000004
2020-02-01 15:00:00,8,7,0,h,0,0,3.7195,0.716298,3.003202,"{'att': 137, 'def': 22}","{'att': 293, 'def': 23}",3,w,4,1,3.7195,0.716298,2.9045
2020-02-15 17:30:00,13,3,0,a,0,0,2.07331,0.383495,1.6898150000000003,"{'att': 220, 'def': 27}","{'att': 318, 'def': 7}",3,w,1,1,2.07331,0.383495,2.671
2020-02-24 20:00:00,14,3,0,h,0,2,2.48209,0.638236,1.8438539999999999,"{'att': 121, 'def': 36}","{'att': 337, 'def': 10}",3,w,3,1,2.48209,0.638236,2.6454000000000004
2020-02-29 17:30:00,12,6,0,a,1,3,0.206031,2.71351,-2.507479,"{'att': 127, 'def': 11}","{'att': 365, 'def': 11}",0,l,0,0,0.206031,2.71351,0.0616
