date,deep,deep_allowed,draws,h_a,loses,missed,npxG,npxGA,npxGD,ppda,ppda_allowed,pts,result,scored,wins,xG,xGA,xpts
2019-08-10 15:00:00,9,0,0,a,1,3,1.08752,0.909241,0.17827900000000008,"{'att': 143, 'def': 26}","{'att': 167, 'def': 18}",0,l,0,0,1.08752,0.909241,1.5136
2019-08-17 15:00:00,1,6,0,h,1,2,2.14047,1.52022,0.6202500000000002,"{'att': 288, 'def': 24}","{'att': 132, 'def': 14}",0,l,1,0,2.14047,1.52022,1.8258999999999999
2019-08-24 15:00:00,6,6,0,a,0,0,2.07795,0.997711,1.080239,"{'att': 215, 'def': 20}","{'att': 211, 'def': 23}",3,w,2,1,2.07795,0.997711,2.2194000000000003
2019-08-31 12:30:00,6,13,1,h,0,1,0.769616,1.90356,-1.133944,"{'att': 260, 'def': 39}","{'att': 190, 'def': 14}",1,d,1,0,0.769616,1.90356,0.5769
2019-09-14 14:00:00,7,8,0,a,0,0,1.57659,1.88034,-0.30374999999999996,"{'att': 218, 'def': 17}","{'att': 263, 'def': 21}",3,w,1,1,1.57659,1.88034,1.1662
2019-09-20 19:00:00,6,2,0,h,1,3,1.41904,1.29773,0.12131000000000003,"{'att': 143, 'def': 35}","{'att': 287, 'def': 16}",0,l,1,0,2.18021,1.29773,2.0278
2019-09-28 14:00:00,8,7,0,a,1,2,1.16256,1.19008,-0.02751999999999999,"{'att': 209, 'def': 37}","{'att': 254, 'def': 8}",0,l,1,0,1.16256,1.19008,1.3081999999999998
2019-10-06 14:00:00,5,10,0,h,1,4,1.27044,2.15201,-0.8815700000000002,"{'att': 283, 'def': 26}","{'att': 211, 'def': 19}",0,l,1,0,1.27044,2.15201,0.7488
2019-10-19 15:00:00,5,3,1,a,0,1,1.37695,0.126326,1.250624,"{'att': 289, 'def': 24}","{'att': 220, 'def': 15}",1,d,1,0,1.37695,0.887495,1.7256
2019-10-25 20:00:00,1,9,0,h,1,9,0.457334,3.6193,-3.161966,"{'att': 358, 'def': 21}","{'att': 118, 'def': 37}",0,l,0,0,0.457334,4.38046,0.0228
2019-11-02 15:00:00,2,31,0,a,1,2,0.893889,3.36132,-2.467431,"{'att': 213, 'def': 12}","{'att': 83, 'def': 26}",0,l,1,0,0.893889,3.36132,0.11629999999999999
2019-11-09 15:00:00,1,6,0,h,1,2,0.742281,2.08883,-1.3465490000000002,"{'att': 169, 'def': 17}","{'att': 202, 'def': 31}",0,l,1,0,0.742281,2.08883,0.4354
2019-11-23 15:00:00,10,3,1,a,0,2,1.68664,1.60823,0.07840999999999987,"{'att': 257, 'def': 35}","{'att': 144, 'def': 24}",1,d,2,0,2.60312,1.60823,2.078
2019-11-30 17:30:00,8,5,0,h,0,1,1.9671,0.504005,1.463095,"{'att': 136, 'def': 18}","{'att': 284, 'def': 20}",3,w,2,1,1.9671,0.504005,2.6235
2019-12-04 19:30:00,9,3,0,h,0,1,2.00232,0.896647,1.1056730000000001,"{'att': 335, 'def': 36}","{'att': 166, 'def': 12}",3,w,2,1,2.00232,0.896647,2.2681
2019-12-08 14:00:00,6,3,0,a,1,2,1.89255,1.10449,0.78806,"{'att': 146, 'def': 30}","{'att': 207, 'def': 15}",0,l,1,0,1.89255,1.10449,1.9841000000000002
2019-12-14 17:30:00,7,8,0,h,1,1,0.805884,0.90324,-0.097356,"{'att': 139, 'def': 18}","{'att': 239, 'def': 20}",0,l,0,0,0.805884,0.90324,1.2782
2019-12-21 15:00:00,5,6,0,a,0,1,2.63444,0.921054,1.713386,"{'att': 216, 'def': 18}","{'att': 167, 'def': 16}",3,w,3,1,2.63444,0.921054,2.5233
2019-12-26 15:00:00,2,10,0,a,0,0,0.981321,0.859973,0.12134800000000001,"{'att': 351, 'def': 28}","{'att': 184, 'def': 36}",3,w,2,1,0.981321,0.859973,1.4689
2019-12-28 15:00:00,4,2,1,h,0,1,1.47937,0.137837,1.341533,"{'att': 184, 'def': 34}","{'att': 271, 'def': 14}",1,d,1,0,1.47937,0.137837,2.5254
2020-01-01 15:00:00,4,4,0,h,0,0,1.51192,1.078,0.43391999999999986,"{'att': 255, 'def': 40}","{'att': 148, 'def': 23}",3,w,1,1,1.51192,1.078,1.7049
2020-01-11 15:00:00,3,2,0,a,0,1,2.40601,0.780114,1.6258960000000002,"{'att': 255, 'def': 33}","{'att': 120, 'def': 10}",3,w,2,1,2.40601,0.780114,2.5170999999999997
2020-01-18 15:00:00,2,5,0,h,1,3,0.786974,1.41604,-0.629066,"{'att': 187, 'def': 36}","{'att': 199, 'def': 13}",0,l,2,0,0.786974,2.1772,0.3968
2020-01-21 19:30:00,8,9,0,a,0,0,1.1306,0.674589,0.45601100000000006,"{'att': 180, 'def': 40}","{'att': 188, 'def': 24}",3,w,2,1,1.1306,0.674589,1.7599999999999998
2020-02-01 15:00:00,7,8,0,a,1,4,0.716298,3.7195,-3.003202,"{'att': 293, 'def': 23}","{'att': 137, 'def': 22}",0,l,0,0,0.716298,3.7195,0.060500000000000005
2020-02-15 12:30:00,6,2,0,h,1,2,0.694025,0.892699,-0.19867400000000002,"{'att': 134, 'def': 18}","{'att': 248, 'def': 25}",0,l,1,0,0.694025,0.892699,1.1051000000000002
2020-02-22 15:00:00,7,4,0,h,0,0,3.02926,0.47235,2.55691,"{'att': 232, 'def': 31}","{'att': 148, 'def': 25}",3,w,2,1,3.02926,0.47235,2.7830000000000004
2020-02-29 15:00:00,7,5,0,a,1,3,0.868573,2.78682,-1.918247,"{'att': 100, 'def': 22}","{'att': 277, 'def': 19}",0,l,1,0,0.868573,2.78682,0.2749
2020-03-07 15:00:00,4,4,0,h,1,1,0.348871,2.30267,-1.953799,"{'att': 263, 'def': 21}","{'att': 115, 'def': 23}",0,l,0,0,0.348871,3.06384,0.056
2020-06-19 17:00:00,8,2,0,a,0,0,1.87099,0.654932,1.2160579999999999,"{'att': 202, 'def': 36}","{'att': 119, 'def': 15}",3,w,3,1,1.87099,0.654932,2.2550999999999997
2020-06-25 17:00:00,6,6,0,h,1,2,0.738305,2.18595,-1.447645,"{'att': 236, 'def': 30}","{'att': 218, 'def': 24}",0,l,0,0,0.738305,2.18595,0.3715
2020-06-28 15:30:00,5,6,0,a,0,1,1.3364,0.365347,0.971053,"{'att': 194, 'def': 21}","{'att': 207, 'def': 23}",3,w,3,1,1.3364,0.365347,2.2212
2020-07-05 18:00:00,2,23,0,h,0,0,0.628765,3.39575,-2.766985,"{'att': 426, 'def': 28}","{'att': 143, 'def': 21}",3,w,1,1,0.628765,3.39575,0.1116
2020-07-09 17:00:00,13,2,1,a,0,1,1.53568,0.671442,0.864238,"{'att': 194, 'def': 28}","{'att': 245, 'def': 17}",1,d,1,0,2.29684,0.671442,2.5991
2020-07-13 19:00:00,9,9,1,a,0,2,1.8051,1.5033,0.30179999999999985,"{'att': 265, 'def': 30}","{'att': 258, 'def': 19}",1,d,2,0,1.8051,1.5033,1.6040999999999999
2020-07-16 19:15:00,11,8,1,h,0,1,2.33745,0.67264,1.6648100000000001,"{'att': 115, 'def': 21}","{'att': 296, 'def': 15}",1,d,1,0,2.33745,0.67264,2.5141999999999998
2020-07-19 13:00:00,10,8,0,a,0,0,1.48411,0.583117,0.900993,"{'att': 117, 'def': 17}","{'att': 173, 'def': 27}",3,w,2,1,2.24527,0.583117,2.5762
2020-07-26 15:00:00,10,1,0,h,0,1,0.881887,1.41051,-0.528623,"{'att': 102, 'def': 15}","{'att': 405, 'def': 23}",3,w,3,1,1.64306,1.41051,1.5176999999999998
