h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.09737,1.91456,1.09737,1.15339,"{'att': 86, 'def': 26}","{'att': 299, 'def': 22}",9,4,1,3,0.7463000000000001,l,2020-09-19 16:30:00,0,0,1,0,-0.05601999999999996
a,1.57583,2.97659,0.814659,2.21546,"{'att': 267, 'def': 24}","{'att': 239, 'def': 36}",6,10,3,2,0.483,w,2020-09-26 11:30:00,1,0,0,3,-1.4008010000000002
h,0.873435,3.3017,0.112267,2.54054,"{'att': 477, 'def': 24}","{'att': 227, 'def': 34}",3,8,1,6,0.13019999999999998,l,2020-10-04 15:30:00,0,0,1,0,-2.428273
a,2.21729,0.867496,1.45612,0.867496,"{'att': 206, 'def': 34}","{'att': 340, 'def': 28}",12,3,4,1,2.3800999999999997,w,2020-10-17 19:00:00,1,0,0,3,0.588624
h,0.648427,0.219906,0.648427,0.219906,"{'att': 375, 'def': 17}","{'att': 323, 'def': 22}",6,1,0,0,1.7338,d,2020-10-24 16:30:00,0,1,0,1,0.428521
h,0.394113,0.998072,0.394113,0.236903,"{'att': 300, 'def': 17}","{'att': 320, 'def': 27}",10,7,0,1,0.6194,l,2020-11-01 16:30:00,0,0,1,0,0.15721
a,1.59642,0.376464,1.59642,0.376464,"{'att': 319, 'def': 26}","{'att': 254, 'def': 20}",7,9,3,1,2.3794,w,2020-11-07 12:30:00,1,0,0,3,1.2199559999999998
h,2.42994,0.438646,1.66881,0.438646,"{'att': 221, 'def': 29}","{'att': 324, 'def': 30}",20,2,1,0,2.7444,w,2020-11-21 20:00:00,1,0,0,3,1.2301639999999998
a,2.47547,0.498783,2.47547,0.498783,"{'att': 335, 'def': 28}","{'att': 287, 'def': 27}",9,0,3,2,2.6621,w,2020-11-29 14:00:00,1,0,0,3,1.976687
a,1.78708,2.53006,1.78708,2.53006,"{'att': 212, 'def': 16}","{'att': 402, 'def': 23}",6,5,3,1,0.8968,w,2020-12-05 17:30:00,1,0,0,3,-0.7429800000000002
h,0.591617,1.28434,0.591617,1.28434,"{'att': 353, 'def': 22}","{'att': 352, 'def': 19}",5,11,0,0,0.7336,d,2020-12-12 17:30:00,0,1,0,1,-0.6927230000000001
a,1.78667,1.23525,1.78667,1.23525,"{'att': 146, 'def': 14}","{'att': 312, 'def': 29}",6,10,3,2,1.8209,w,2020-12-17 20:00:00,1,0,0,3,0.55142
h,4.77743,1.63467,4.01626,1.63467,"{'att': 283, 'def': 18}","{'att': 175, 'def': 15}",12,5,6,2,2.7870999999999997,w,2020-12-20 16:30:00,1,0,0,3,2.38159
a,2.08423,1.0396,2.08423,1.0396,"{'att': 287, 'def': 31}","{'att': 279, 'def': 27}",6,1,2,2,2.1586,d,2020-12-26 12:30:00,0,1,0,1,1.0446299999999997
h,1.48207,0.411046,1.48207,0.411046,"{'att': 252, 'def': 23}","{'att': 290, 'def': 11}",10,3,1,0,2.4391,w,2020-12-29 20:00:00,1,0,0,3,1.071024
h,2.46473,1.56434,1.70357,1.56434,"{'att': 213, 'def': 28}","{'att': 214, 'def': 20}",10,5,2,1,1.988,w,2021-01-01 20:00:00,1,0,0,3,0.13922999999999996
a,1.23996,0.648582,1.23996,0.648582,"{'att': 157, 'def': 18}","{'att': 273, 'def': 25}",15,5,1,0,1.8329,w,2021-01-12 22:15:00,1,0,0,3,0.591378
a,1.18929,1.20205,1.18929,1.20205,"{'att': 366, 'def': 19}","{'att': 190, 'def': 35}",5,17,0,0,1.3472,d,2021-01-17 16:30:00,0,1,0,1,-0.012760000000000105
a,1.68401,0.753669,1.68401,0.753669,"{'att': 242, 'def': 33}","{'att': 338, 'def': 19}",7,4,2,1,2.133,w,2021-01-20 20:15:00,1,0,0,3,0.930341
h,0.9931,0.689548,0.9931,0.689548,"{'att': 108, 'def': 19}","{'att': 445, 'def': 26}",11,3,1,2,1.572,l,2021-01-27 20:15:00,0,0,1,0,0.30355199999999993
a,1.51332,0.747166,1.51332,0.747166,"{'att': 231, 'def': 20}","{'att': 299, 'def': 16}",8,2,0,0,2.053,d,2021-01-30 17:30:00,0,1,0,1,0.766154
h,5.0325,0.507893,4.27133,0.507893,"{'att': 123, 'def': 27}","{'att': 232, 'def': 16}",23,2,9,0,2.9823,w,2021-02-02 20:15:00,1,0,0,3,3.7634369999999997
h,1.71769,1.5571,1.71769,1.5571,"{'att': 256, 'def': 24}","{'att': 351, 'def': 10}",6,3,3,3,1.4781,d,2021-02-06 20:00:00,0,1,0,1,0.16059
