h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.52404,0.987365,1.52404,0.987365,"{'att': 338, 'def': 21}","{'att': 127, 'def': 17}",6,14,2,4,1.7849,l,2020-09-20 18:00:00,0,0,1,0,0.536675
h,0.347136,0.706632,0.347136,0.706632,"{'att': 230, 'def': 28}","{'att': 275, 'def': 20}",9,6,0,1,0.8712,l,2020-09-26 19:00:00,0,0,1,0,-0.35949600000000004
a,0.438849,1.95629,0.438849,1.19512,"{'att': 226, 'def': 24}","{'att': 249, 'def': 12}",10,4,1,3,0.25229999999999997,l,2020-10-03 19:00:00,0,0,1,0,-0.7562709999999999
a,1.08532,0.731692,1.08532,0.731692,"{'att': 253, 'def': 19}","{'att': 165, 'def': 20}",2,3,0,0,1.6791,d,2020-10-19 16:30:00,0,1,0,1,0.35362800000000005
h,0.95045,0.797344,0.95045,0.797344,"{'att': 342, 'def': 23}","{'att': 176, 'def': 18}",4,6,0,1,1.4596,l,2020-10-26 20:00:00,0,0,1,0,0.15310599999999996
h,0.407341,1.23077,0.407341,1.23077,"{'att': 440, 'def': 26}","{'att': 206, 'def': 23}",1,12,0,3,0.6019,l,2020-10-31 15:00:00,0,0,1,0,-0.823429
a,0.326933,1.59022,0.326933,1.59022,"{'att': 277, 'def': 20}","{'att': 221, 'def': 22}",2,16,0,0,0.4023,d,2020-11-06 17:30:00,0,1,0,1,-1.263287
h,1.75343,1.28331,1.75343,1.28331,"{'att': 255, 'def': 22}","{'att': 224, 'def': 14}",7,7,1,0,1.7437999999999998,w,2020-11-23 17:30:00,1,0,0,3,0.4701200000000001
a,0.419877,2.26129,0.419877,2.26129,"{'att': 448, 'def': 14}","{'att': 135, 'def': 16}",4,13,0,5,0.2558,l,2020-11-28 15:00:00,0,0,1,0,-1.8414129999999997
h,0.730434,2.28139,0.730434,2.28139,"{'att': 377, 'def': 23}","{'att': 210, 'def': 28}",6,10,1,1,0.3051,d,2020-12-05 12:30:00,0,1,0,1,-1.550956
a,0.815375,1.85362,0.815375,1.85362,"{'att': 297, 'def': 20}","{'att': 152, 'def': 16}",3,11,1,0,0.6237,w,2020-12-13 19:15:00,1,0,0,3,-1.038245
a,0.316737,1.81142,0.316737,1.81142,"{'att': 179, 'def': 31}","{'att': 111, 'def': 21}",1,9,0,0,0.3368,d,2020-12-17 18:00:00,0,1,0,1,-1.494683
h,1.20465,1.45722,1.20465,0.696055,"{'att': 253, 'def': 18}","{'att': 91, 'def': 20}",6,4,2,1,1.1299,w,2020-12-21 17:30:00,1,0,0,3,0.508595
a,1.54591,2.13271,1.54591,1.37154,"{'att': 263, 'def': 22}","{'att': 143, 'def': 14}",10,6,0,1,0.8887,l,2020-12-27 12:00:00,0,0,1,0,0.17436999999999991
h,0.973831,0.492578,0.973831,0.492578,"{'att': 248, 'def': 20}","{'att': 156, 'def': 19}",7,3,1,0,1.8470000000000002,w,2020-12-29 18:00:00,1,0,0,3,0.481253
h,0.648582,1.23996,0.648582,1.23996,"{'att': 273, 'def': 25}","{'att': 157, 'def': 18}",5,15,0,1,0.8648,l,2021-01-12 22:15:00,0,0,1,0,-0.591378
a,0.395668,1.73397,0.395668,1.73397,"{'att': 174, 'def': 19}","{'att': 202, 'def': 21}",5,4,0,1,0.3484,l,2021-01-16 15:00:00,0,0,1,0,-1.338302
a,1.08059,1.64907,0.319419,1.64907,"{'att': 318, 'def': 11}","{'att': 122, 'def': 14}",4,20,1,0,0.9483999999999999,w,2021-01-21 20:00:00,1,0,0,3,-1.3296510000000001
h,0.717681,2.70718,0.717681,2.70718,"{'att': 242, 'def': 30}","{'att': 97, 'def': 8}",2,7,3,2,0.2224,w,2021-01-27 18:00:00,1,0,0,3,-1.9894990000000001
