assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
7,18,0,0,0.0,0,12002,72,47,2,0.0,283,0.0,3038,0,0,0,0,0,1,2006/07,75,0.0,120,4
6,22,0,0,0.0,0,12002,71,53,9,0.0,1055,0.0,3415,0,0,0,0,0,2,2007/08,70,0.0,166,3
4,15,0,0,0.0,0,12002,68,54,0,0.0,1687,0.0,3254,0,2,0,0,0,3,2008/09,75,0.0,103,0
1,3,0,0,0.0,0,12002,69,20,2,0.0,2019,0.0,2070,0,0,0,0,0,4,2009/10,75,0.0,77,0
9,18,0,7,0.0,0,12002,71,59,7,0.0,2695,0.0,3385,0,0,0,0,0,5,2010/11,70,0.0,163,0
2,5,0,9,0.0,282,12002,77,27,0,0.0,3605,0.0,2473,0,1,0,0,0,6,2011/12,85,0.0,79,1
6,4,0,11,0.0,302,12002,57,27,3,0.0,4340,0.0,2191,0,0,0,0,0,7,2012/13,65,0.0,100,0
2,2,88,12,0.0,403,12002,58,31,1,0.0,5048,0.0,2507,0,0,0,0,0,8,2013/14,60,0.0,85,0
8,26,694,9,0.0,615,12002,59,45,6,0.0,5897,0.0,3312,0,0,0,0,0,9,2014/15,55,0.0,160,3
0,0,0,0,0.0,0,12002,60,0,0,0.0,6587,0.0,0,0,0,0,0,0,10,2015/16,60,0.0,0,0
3,3,364,7,566.9,0,12002,48,39,1,117.7,7227,324.6,2214,0,0,0,0,0,11,2016/17,55,283.0,77,1
