assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
0,5,0,0,0.0,0,18073,43,11,2,0.0,439,0.0,837,0,0,0,0,0,1,2006/07,45,0.0,37,2
3,5,0,0,0.0,0,18073,45,37,3,0.0,1256,0.0,2289,0,0,0,0,0,2,2007/08,45,0.0,86,6
5,10,0,0,0.0,0,18073,52,36,3,0.0,1929,0.0,2345,0,2,0,1,0,3,2008/09,55,0.0,87,7
5,7,0,0,0.0,0,18073,58,38,2,0.0,2551,0.0,2119,0,0,0,1,0,4,2009/10,60,0.0,79,5
3,3,0,4,0.0,0,18073,53,44,4,0.0,3226,0.0,2140,0,0,0,0,0,5,2010/11,55,0.0,78,7
4,13,0,7,0.0,345,18073,46,36,4,0.0,4485,0.0,2286,0,0,0,0,0,7,2012/13,50,0.0,98,7
6,12,198,14,0.0,486,18073,53,48,3,0.0,5172,0.0,3340,0,0,0,1,0,8,2013/14,55,0.0,125,6
5,12,483,7,0.0,351,18073,53,31,2,0.0,5898,0.0,2302,1,1,0,0,0,9,2014/15,55,0.0,89,4
4,11,716,11,0.0,581,18073,56,48,7,0.0,6588,0.0,3196,0,0,0,1,0,10,2015/16,55,0.0,133,7
0,5,389,8,384.8,0,18073,62,40,3,95.9,7302,342.0,2389,0,1,0,0,0,11,2016/17,65,233.0,71,10
