assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,threat,total_points,yellow_cards
0,0,0,0,0.0,40142,39,1,0,0.0,0.0,91,0,0,0,0,0,2006/07,39,0.0,4,0
1,0,0,0,0.0,40142,38,5,0,0.0,0.0,141,0,0,0,0,0,2007/08,40,0.0,6,0
1,1,0,0,0.0,40142,48,11,3,0.0,0.0,534,0,0,0,0,0,2008/09,50,0.0,33,2
6,21,0,7,0.0,40142,62,34,13,0.0,0.0,2071,0,0,0,0,0,2010/11,50,0.0,135,5
3,8,0,8,0.0,40142,91,26,4,0.0,0.0,2074,0,0,0,0,0,2011/12,100,0.0,84,5
5,9,0,7,0.0,40142,83,29,7,0.0,0.0,1953,0,0,0,0,0,2012/13,85,0.0,94,6
5,5,37,2,0.0,40142,71,18,2,0.0,0.0,1090,0,0,0,1,0,2013/14,75,0.0,52,0
2,7,169,3,0.0,40142,63,11,5,0.0,0.0,1024,0,0,0,0,0,2014/15,70,0.0,56,2
2,11,315,4,0.0,40142,65,23,9,0.0,0.0,1440,0,0,0,0,0,2015/16,65,0.0,90,2
2,6,256,3,220.8,40142,59,27,7,119.2,351.8,1312,0,0,0,0,0,2016/17,65,620.0,69,3
1,6,106,3,110.2,40142,57,13,3,58.8,145.4,742,0,0,0,1,0,2017/18,60,344.0,36,5
0,0,10,0,51.4,40142,54,7,0,25.8,41.8,454,0,0,0,0,0,2018/19,55,169.0,12,2
