assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
2,27,0,0,0.0,0,7551,61,36,2,0.0,149,0.0,3318,0,0,0,0,0,1,2006/07,50,0.0,164,2
2,21,0,0,0.0,0,7551,71,32,8,0.0,885,0.0,3375,0,0,0,0,0,2,2007/08,60,0.0,196,3
2,21,0,0,0.0,0,7551,73,34,4,0.0,1468,0.0,3195,0,0,0,0,0,3,2008/09,70,0.0,172,5
1,0,0,0,0.0,0,7551,68,31,1,0.0,2331,0.0,1656,0,0,0,0,0,4,2009/10,75,0.0,46,1
1,7,0,10,0.0,0,7551,64,18,3,0.0,2976,0.0,1883,0,0,0,0,0,5,2010/11,65,0.0,103,1
1,9,0,14,0.0,510,7551,63,22,2,0.0,3445,0.0,2686,1,0,0,0,0,6,2011/12,65,0.0,132,1
0,7,0,7,0.0,294,7551,58,16,1,0.0,4116,0.0,1551,0,0,0,0,0,7,2012/13,65,0.0,77,3
0,1,57,4,0.0,108,7551,47,6,0,0.0,4837,0.0,785,0,0,0,0,0,8,2013/14,55,0.0,34,0
2,8,584,15,0.0,377,7551,51,44,1,0.0,5608,0.0,3060,0,0,0,0,0,9,2014/15,50,0.0,127,3
0,9,550,5,0.0,265,7551,46,61,3,0.0,6319,0.0,2809,0,0,0,0,0,10,2015/16,50,0.0,85,2
0,0,14,0,0.3,0,7551,39,5,0,3.9,7094,39.0,124,0,0,0,0,0,11,2016/17,40,0.0,1,0
