assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
1,7,0,0,0.0,0,17476,54,39,1,0.0,1592,0.0,2991,0,0,0,0,0,3,2008/09,55,0.0,102,8
2,6,0,0,0.0,0,17476,48,19,2,0.0,2344,0.0,1915,0,0,0,0,0,4,2009/10,50,0.0,72,2
1,6,0,18,0.0,0,17476,52,32,0,0.0,2988,0.0,3330,0,0,0,0,0,5,2010/11,55,0.0,95,6
2,12,0,15,0.0,510,17476,70,22,3,0.0,3447,0.0,2773,0,0,0,1,0,6,2011/12,60,0.0,145,5
0,2,0,11,0.0,315,17476,70,21,1,0.0,4117,0.0,2236,1,0,0,1,0,7,2012/13,75,0.0,91,3
1,8,163,9,0.0,417,17476,64,30,4,0.0,4838,0.0,2363,1,0,0,1,0,8,2013/14,65,0.0,105,6
0,5,417,7,0.0,246,17476,64,23,0,0.0,5528,0.0,2034,0,0,0,0,0,9,2014/15,65,0.0,66,7
0,8,315,9,0.0,173,17476,63,7,2,0.0,6238,0.0,1179,0,0,0,0,0,10,2015/16,60,0.0,76,5
0,6,227,5,32.9,0,17476,60,6,3,40.6,6961,249.0,820,0,0,0,0,0,11,2016/17,60,123.0,57,5
1,2,326,6,76.5,0,17476,59,11,1,59.2,7650,399.6,1394,0,0,0,0,0,12,2017/18,60,116.0,60,6
