assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,starts,threat,total_points,yellow_cards
0,7,0,0,0.0,76359,40,0.00000,0.00000,0.00000,0.00000,6,0,0.0,0.0,664,0,0,0,0,0,2009/10,40,0,0.0,34,0
0,11,0,6,0.0,76359,42,0.00000,0.00000,0.00000,0.00000,33,0,0.0,0.0,2175,0,0,0,0,0,2010/11,45,0,0.0,70,4
3,6,0,12,0.0,76359,60,0.00000,0.00000,0.00000,0.00000,20,1,0.0,0.0,2125,1,0,0,0,0,2011/12,55,0,0.0,108,6
2,4,0,2,0.0,76359,57,0.00000,0.00000,0.00000,0.00000,17,0,0.0,0.0,1209,1,0,0,0,0,2012/13,60,0,0.0,37,4
2,5,144,8,0.0,76359,59,0.00000,0.00000,0.00000,0.00000,27,1,0.0,0.0,2171,0,0,0,0,0,2013/14,60,0,0.0,86,5
1,9,449,6,0.0,76359,50,0.00000,0.00000,0.00000,0.00000,18,0,0.0,0.0,1876,0,0,0,0,0,2014/15,55,0,0.0,73,3
0,6,139,3,0.0,76359,47,0.00000,0.00000,0.00000,0.00000,4,0,0.0,0.0,530,0,0,0,0,0,2015/16,55,0,0.0,31,0
0,4,362,5,35.2,76359,45,0.00000,0.00000,0.00000,0.00000,14,0,56.3,437.8,1584,0,0,0,0,0,2016/17,50,0,89.0,55,2
0,19,554,15,36.6,76359,55,0.00000,0.00000,0.00000,0.00000,11,0,53.6,486.4,1973,1,0,0,0,0,2017/18,50,0,12.0,116,2
1,3,273,3,44.8,76359,51,0.00000,0.00000,0.00000,0.00000,17,0,39.0,300.8,1261,0,0,0,0,0,2018/19,55,0,42.0,43,1
0,0,22,0,3.0,76359,47,0.00000,0.00000,0.00000,0.00000,3,0,4.7,21.4,135,0,0,0,0,0,2019/20,50,0,23.0,2,0
0,0,0,0,0.0,76359,48,0.00000,0.00000,0.00000,0.00000,0,0,0.0,0.0,0,0,0,0,0,0,2020/21,50,0,0.0,0,0
0,0,41,0,1.6,76359,45,0.00000,0.00000,0.00000,0.00000,3,0,5.5,53.0,161,0,0,0,0,0,2021/22,45,0,0.0,4,0
