assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,2,0,0.0,260,0.00,0.00,0.00,0.58,4,0,0,0.4,2.0,2024-08-17T11:30:00Z,16,0,0,0,0,0,0,0,False,12,0,0,0,0,1,0,32399,0,2,0,2.0,1,0,0,0,50,True,0
0,0,-2,0,0.0,260,0.00,0.00,0.00,0.04,17,1,0,0.0,0.0,2024-08-24T14:00:00Z,7,0,0,0,0,0,0,0,False,13,0,0,0,0,2,0,37937,0,1,4,0.0,0,-865,4845,5710,50,False,1
0,0,0,0,11.5,260,0.02,0.02,0.00,0.04,25,0,0,1.6,2.0,2024-08-31T14:00:00Z,9,0,0,0,0,0,0,0,False,9,0,0,0,0,3,0,39398,0,1,1,2.0,0,-1611,7048,8659,50,True,1
0,0,0,0,0.0,260,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,4,0,39644,0,0,0,0.0,0,-1817,7511,9328,50,False,0
0,0,0,0,0.0,260,0.00,0.00,0.00,0.00,48,0,0,0.0,0.0,2024-09-21T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,5,0,37601,0,1,1,0.0,0,-2800,2279,5079,50,False,0
0,0,0,0,0.0,260,0.00,0.00,0.00,0.00,56,0,0,0.0,0.0,2024-09-29T13:00:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,6,0,36468,0,2,2,0.0,0,-1785,3498,5283,49,True,0
0,0,0,0,0.0,260,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2024-10-05T14:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,7,0,37479,0,1,4,0.0,0,256,4470,4214,49,False,0
0,0,0,0,0.0,260,0.00,0.00,0.00,0.00,73,0,0,0.0,0.0,2024-10-19T14:15:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,8,0,33823,0,2,0,0.0,0,-3661,952,4613,49,True,0
0,0,0,0,0.0,260,0.00,0.00,0.00,0.00,83,0,0,0.0,0.0,2024-10-26T14:00:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,9,0,33334,0,3,4,0.0,0,-849,1295,2144,49,False,0
0,0,0,0,0.0,260,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,10,0,34458,0,1,1,0.0,0,584,3670,3086,48,True,0
0,0,0,0,0.0,260,0.00,0.00,0.00,0.00,108,0,0,0.0,0.0,2024-11-10T14:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,11,0,33194,0,2,1,0.0,0,-1485,2034,3519,48,False,0
0,0,3,0,0.4,260,0.00,0.00,0.00,0.08,116,0,0,0.0,0.0,2024-11-24T16:30:00Z,9,0,0,0,0,0,0,0,False,14,0,0,0,0,12,0,32760,0,1,1,0.0,1,-811,1681,2492,48,True,0
0,0,0,0,0.0,260,0.00,0.00,0.00,0.00,127,0,0,0.0,0.0,2024-11-30T15:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,13,0,33085,0,0,1,0.0,0,28,1909,1881,48,False,0
0,0,4,0,0.5,260,0.01,0.01,0.00,0.00,136,0,0,0.2,1.2,2024-12-03T19:30:00Z,11,0,0,0,0,0,0,0,False,7,0,0,0,0,14,0,33561,0,1,0,0.0,1,223,2021,1798,48,True,0
0,0,4,0,0.0,260,0.00,0.00,0.00,1.42,146,2,0,0.0,0.2,2024-12-08T14:00:00Z,9,0,0,0,0,0,0,0,False,3,0,0,0,0,15,0,33901,0,2,1,0.0,1,50,1856,1806,48,True,0
0,0,3,0,0.3,260,0.00,0.06,0.06,0.37,160,0,0,0.5,0.0,2024-12-14T15:00:00Z,6,0,0,0,0,0,0,0,False,20,0,0,0,0,16,0,34981,0,2,1,6.0,1,703,2767,2064,48,False,0
