assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,threat,total_points,yellow_cards
0,0,0,0,0.0,41823,50,6,0,0.0,0.0,291,0,0,0,0,0,2009/10,60,0.0,8,3
0,0,0,0,0.0,41823,50,7,0,0.0,0.0,414,0,0,0,0,0,2010/11,50,0.0,9,1
0,0,0,4,0.0,41823,50,11,0,0.0,0.0,848,0,0,0,0,0,2011/12,55,0.0,22,3
0,0,0,0,0.0,41823,46,30,0,0.0,0.0,1705,1,0,0,0,0,2012/13,50,0.0,33,7
3,8,146,7,0.0,41823,43,54,3,0.0,0.0,3004,1,0,0,0,0,2013/14,45,0.0,97,7
4,1,441,6,0.0,41823,48,46,0,0.0,0.0,2433,0,0,0,1,0,2014/15,50,0.0,69,1
0,4,170,1,0.0,41823,54,14,2,0.0,0.0,753,0,0,0,0,0,2015/16,55,0.0,37,0
0,0,62,0,42.3,41823,47,4,1,15.3,68.2,224,0,0,0,0,0,2016/17,50,43.0,13,1
2,0,398,6,263.7,41823,45,17,1,69.4,369.2,1740,0,0,0,0,0,2017/18,45,62.0,55,2
1,2,186,3,97.8,41823,53,9,0,27.5,153.8,722,0,0,0,1,0,2018/19,55,24.0,29,1
