assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
0,0,0,0,0.0,0,15749,36,0,0,0.0,220,0.0,90,0,0,0,0,3,1,2006/07,35,0.0,7,0
0,3,0,0,0.0,0,15749,42,34,0,0.0,974,0.0,2340,0,0,1,0,104,2,2007/08,40,0.0,103,0
0,0,0,0,0.0,0,15749,45,31,0,0.0,1590,0.0,1998,0,0,0,0,68,3,2008/09,50,0.0,75,0
0,9,0,0,0.0,0,15749,48,42,0,0.0,2027,0.0,3240,0,0,0,0,140,4,2009/10,40,0.0,140,3
1,4,0,18,0.0,0,15749,69,33,0,0.0,2967,0.0,3420,0,0,1,0,115,5,2010/11,60,0.0,175,1
0,4,0,17,0.0,525,15749,68,29,0,0.0,3329,0.0,3420,0,0,1,0,99,6,2011/12,70,0.0,166,0
0,1,0,18,0.0,482,15749,69,34,0,0.0,4002,0.0,3420,0,0,1,0,75,7,2012/13,70,0.0,158,1
0,2,140,13,0.0,381,15749,61,30,0,0.0,4714,0.0,2790,0,0,0,0,71,8,2013/14,65,0.0,117,1
0,3,558,14,0.0,414,15749,61,34,0,0.0,5401,0.0,3240,0,0,1,0,87,9,2014/15,60,0.0,142,1
0,3,612,15,0.0,360,15749,56,36,0,0.0,6111,0.0,3109,0,0,0,0,71,10,2015/16,55,0.0,134,0
0,0,0,0,0.0,0,15749,53,0,0,0.0,6837,0.0,0,0,0,0,0,0,11,2016/17,55,0.0,0,0
