assists,bonus,bps,clean_sheets,creativity,element_code,end_cost,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season_name,start_cost,threat,total_points,yellow_cards
8,8,0,0,0.0,17349,74,36,3,0.0,0.0,1974,0,0,0,0,0,2006/07,75,0.0,98,0
6,8,0,0,0.0,17349,74,32,2,0.0,0.0,2129,0,0,0,0,0,2007/08,75,0.0,95,1
6,16,0,0,0.0,17349,68,30,5,0.0,0.0,2522,0,0,0,0,0,2008/09,70,0.0,128,2
10,11,0,0,0.0,17349,79,25,3,0.0,0.0,1801,0,0,0,0,0,2009/10,75,0.0,103,1
3,10,0,8,0.0,17349,73,26,3,0.0,0.0,2361,0,0,0,0,0,2010/11,80,0.0,99,1
8,7,0,5,0.0,17349,72,21,3,0.0,0.0,1571,0,0,0,0,0,2011/12,75,0.0,89,1
8,10,0,11,0.0,17349,71,32,4,0.0,0.0,2823,0,0,0,0,0,2012/13,70,0.0,130,1
5,1,97,9,0.0,17349,73,40,1,0.0,0.0,2177,0,0,0,0,0,2013/14,75,0.0,81,1
3,4,210,6,0.0,17349,62,16,2,0.0,0.0,1347,0,0,0,0,0,2014/15,65,0.0,62,3
1,7,319,5,0.0,17349,54,25,5,0.0,0.0,1538,0,0,0,0,0,2015/16,60,0.0,80,1
1,0,104,2,93.4,17349,55,5,0,22.3,78.0,509,0,0,0,0,0,2016/17,60,54.0,22,0
4,0,204,6,203.2,17349,54,30,0,73.3,232.2,1906,0,0,0,0,0,2017/18,55,297.0,65,2
1,2,133,3,121.2,17349,49,22,1,38.0,151.6,1214,0,0,0,0,0,2018/19,50,108.0,41,1
