id,xP
1,3.3
2,0.0
3,0.0
4,0.0
5,4.3
6,1.0
7,3.0
8,3.7
9,0.0
10,0.3
11,0.0
13,0.0
14,0.0
15,0.0
16,0.1
17,0.3
18,2.0
19,3.7
20,2.0
21,2.7
22,2.3
23,0.0
24,0.0
25,1.3
26,6.3
28,0.0
29,0.0
30,0.0
31,0.0
266,3.7
662,3.3
666,3.0
700,0.3
711,0.0
725,0.0
32,3.5
33,0.5
34,0.0
35,0.0
36,5.5
37,2.8
38,3.5
39,0.8
40,5.2
41,0.8
42,0.0
43,0.0
44,4.2
45,0.5
46,0.5
47,2.8
48,0.0
49,0.0
50,1.8
51,0.5
53,1.8
54,2.8
55,0.0
56,0.0
57,0.0
58,2.5
59,0.0
60,0.5
61,0.0
62,0.5
63,0.5
64,2.5
65,0.0
389,1.2
456,0.8
677,2.2
688,0.5
701,0.5
702,0.8
703,0.5
710,0.5
719,0.8
183,-0.5
184,0.0
185,-0.5
186,-0.1
187,0.8
188,-0.5
189,0.0
190,2.5
191,2.5
192,1.8
193,-0.5
194,-0.1
195,-0.5
196,0.0
197,-0.2
198,-0.5
199,0.2
200,5.8
201,-0.5
202,0.9
203,-0.5
204,0.0
205,2.5
206,-0.5
207,0.8
208,0.0
209,0.8
210,2.2
211,0.0
212,0.0
213,-0.5
214,-0.5
215,-0.2
216,0.0
217,4.2
218,-0.5
219,0.0
470,2.5
676,0.0
680,-0.2
722,1.5
66,0.0
67,3.8
68,-0.5
69,-0.5
70,0.0
71,0.0
72,8.2
73,0.0
74,5.5
75,-0.5
76,-0.5
77,2.2
78,-0.5
79,0.0
80,-0.2
81,0.5
82,6.2
84,2.2
85,2.2
86,2.2
87,0.2
88,-0.2
89,0.0
90,4.5
91,0.0
92,0.0
93,0.0
94,-0.5
95,-0.5
96,0.0
97,4.5
98,0.0
99,-0.5
100,-0.2
391,-0.5
685,2.4
687,-0.5
697,0.5
713,-0.5
721,1.5
27,0.0
83,1.3
101,1.3
102,0.0
103,0.0
104,0.0
105,0.0
106,2.0
107,2.7
108,1.7
109,0.3
110,1.3
111,0.0
112,0.0
113,1.7
114,0.0
115,0.0
116,0.3
117,0.0
118,0.0
120,3.0
121,3.3
122,0.0
123,3.0
124,3.7
125,0.3
126,0.7
127,0.0
128,1.3
129,2.3
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
136,3.0
137,0.0
138,0.0
139,1.7
140,0.0
141,0.0
142,0.0
143,0.0
144,0.7
145,0.8
146,3.3
147,0.0
148,1.7
150,0.0
151,1.7
152,2.3
153,0.0
154,0.0
155,0.0
156,0.0
157,4.7
158,2.3
159,0.0
160,6.3
161,0.0
162,3.7
163,0.0
164,0.0
165,0.0
166,3.7
167,0.7
169,0.7
170,2.7
171,0.0
172,0.0
173,0.3
174,0.0
175,0.0
176,0.0
177,0.0
178,1.7
179,0.0
180,0.3
181,0.0
168,0.8
220,2.2
221,0.8
222,0.0
223,0.5
224,2.8
225,2.5
226,8.5
227,0.0
228,2.8
229,0.2
230,1.2
231,0.0
232,3.5
233,0.5
234,0.0
235,3.2
236,2.5
237,6.2
238,1.8
239,1.2
240,0.0
241,7.2
243,1.5
244,0.2
245,0.0
246,1.2
247,0.0
248,0.0
249,6.5
250,0.0
251,0.0
252,0.8
453,0.8
672,0.5
253,4.7
254,0.0
255,0.0
256,5.3
257,6.3
258,6.7
259,0.0
260,9.3
261,6.0
262,0.0
263,0.3
264,0.0
265,0.0
267,0.0
268,0.0
269,0.0
270,2.3
271,3.7
272,1.3
273,2.7
274,0.0
275,0.0
276,1.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,4.3
284,0.3
285,0.0
286,0.0
690,0.0
712,1.7
723,0.0
732,0.5
242,4.0
287,1.7
288,-1.0
289,-1.0
290,-0.5
291,3.7
292,-0.2
293,1.7
294,-0.7
295,2.3
296,-1.0
297,-1.0
298,-1.0
299,5.0
300,-1.0
301,-0.3
302,4.0
303,3.3
304,0.0
305,0.0
306,-1.0
307,-1.0
308,0.0
309,0.0
310,0.0
311,2.3
312,0.0
313,-1.0
419,3.3
630,-1.0
667,-1.0
704,0.0
705,-1.0
707,-0.7
728,-0.5
314,3.7
315,0.0
316,0.3
317,5.7
318,4.7
319,0.0
320,0.0
321,0.3
322,3.7
323,0.0
324,5.7
325,1.0
326,0.7
327,0.0
328,3.3
329,3.7
330,2.7
331,0.7
332,2.7
333,0.0
334,0.0
335,1.3
336,0.0
337,1.0
338,2.7
664,0.0
727,0.0
731,0.5
737,0.0
339,-0.5
340,-0.5
341,1.5
342,3.5
343,3.5
344,-0.5
345,-0.5
346,-0.5
347,3.8
348,3.8
349,0.0
350,2.2
351,-0.1
