name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Reinildo Mandava,DEF,Sunderland,0.0,0,0,0,0,0,0.0,0,541,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,669078,0,0,0,2,0.0,0,-107732,761,108493,40,False,0
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,57,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,3702,0,0,1,2,0.0,0,-145,0,145,50,True,0
Ryan Christie,MID,Bournemouth,0.0,0,0,3,0,0,4.6,2,87,0.00,0.00,0.00,0.28,63,0,0,0.9,4.2,2025-10-03T19:00:00Z,12,False,10,0,0,0,1,0,7,0,8534,0,1,1,3,0.0,1,242,733,491,50,True,0
Zeki Amdouni,FWD,Burnley,0.0,0,0,0,0,0,0.0,0,216,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,3156,0,0,1,2,0.0,0,26,199,173,49,False,0
Lucas Tolentino Coelho de Lima,MID,West Ham,0.0,0,0,19,0,3,31.8,11,612,0.34,0.35,0.01,2.77,61,2,0,5.7,21.6,2025-10-04T14:00:00Z,90,False,1,0,0,0,3,0,7,0,351154,1,5,0,2,4.0,1,-40550,14491,55041,59,False,1
Jorrel Hato,DEF,Chelsea,0.0,0,0,6,0,3,0.4,4,672,0.00,0.00,0.00,0.47,65,0,0,1.3,10.8,2025-10-04T16:30:00Z,22,False,12,0,0,0,0,0,7,0,23073,0,1,1,2,2.0,1,-636,753,1389,48,True,0
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,0,0,0.0,0,133,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,13,0,0,0,0,0,7,0,4486,0,0,1,0,0.0,0,-94,242,336,45,True,0
Bashir Humphreys,DEF,Burnley,0.0,0,0,0,0,0,0.0,0,193,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,7017,0,0,1,2,0.0,0,-101,214,315,40,False,0
Romain Faivre,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,92,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,False,10,0,0,0,0,0,7,0,11507,0,0,1,3,0.0,0,-1008,0,1008,45,True,0
Enock Agyei,MID,Burnley,0.0,0,0,0,0,0,0.0,0,203,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,5244,0,0,1,2,0.0,0,-148,151,299,48,False,0
Callum Bates,MID,Everton,0.0,0,0,0,0,0,0.0,0,306,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,8,0,0,0,0,0,7,0,9055,0,0,1,2,0.0,0,52,668,616,45,True,0
Harry Tyrer,GK,Everton,0.0,0,0,0,0,0,0.0,0,289,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,8,0,0,0,0,0,7,0,14042,0,0,1,2,0.0,0,-341,147,488,40,True,0
Etienne Green,GK,Burnley,0.0,0,0,0,0,0,0.0,0,184,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,33143,0,0,1,2,0.0,0,-2173,0,2173,40,False,0
Destiny Udogie,DEF,Spurs,0.0,0,0,12,0,3,13.0,4,574,0.07,0.07,0.00,1.68,67,1,0,3.7,16.0,2025-10-04T11:30:00Z,90,False,11,0,0,0,5,0,7,0,68539,1,1,2,1,8.0,2,1953,5734,3781,44,False,0
Simon Moore,GK,Sunderland,0.0,0,0,0,0,0,0.0,0,529,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,49735,0,0,0,2,0.0,0,-1320,637,1957,40,False,0
Ben Winterburn,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,96,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,False,10,0,0,0,0,0,7,0,5811,0,0,1,3,0.0,0,-479,0,479,45,True,0
Mikey Moore,MID,Spurs,0.0,0,0,0,0,0,0.0,0,592,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,11,0,0,0,0,0,7,0,486,0,0,2,1,0.0,0,-13,0,13,50,False,0
Pape Matar Sarr,MID,Spurs,0.0,0,0,5,0,1,0.7,4,593,0.00,0.00,0.00,0.27,67,0,0,0.7,6.4,2025-10-04T11:30:00Z,17,False,11,0,0,0,1,0,7,0,295127,0,2,2,1,0.0,1,-14249,15778,30027,50,False,0
Hákon Rafn Valdimarsson,GK,Brentford,0.0,0,0,0,0,0,0.0,0,105,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,13,0,0,0,0,0,7,0,79595,0,0,1,0,0.0,0,-3832,272,4104,40,True,0
Toby Collyer,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,460,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,4685,0,0,0,2,0.0,0,-303,0,303,45,True,0
Marcos Senesi Barón,DEF,Bournemouth,0.0,0,0,9,0,7,8.1,7,72,0.72,0.72,0.00,0.60,63,1,0,3.3,23.2,2025-10-03T19:00:00Z,77,False,10,0,0,0,2,0,7,0,2940581,1,0,1,3,2.0,2,705030,728338,23308,49,True,0
Tyler Morton,MID,Liverpool,0.0,0,0,0,0,0,0.0,0,395,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,319,0,0,1,2,0.0,0,-10,0,10,45,False,0
Alexis Mac Allister,MID,Liverpool,0.0,0,0,14,0,2,13.9,8,386,0.02,0.05,0.03,0.27,65,1,0,2.6,9.8,2025-10-04T16:30:00Z,85,False,7,0,0,0,4,0,7,0,159012,1,2,1,2,2.0,2,-7392,3643,11035,63,False,0
