name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Reinildo Mandava,DEF,Sunderland,0.0,0,0,-4,0,5,1.8,7,541,0.01,0.01,0.00,1.91,108,2,0,1.2,8.2,2025-11-08T17:30:00Z,90,False,1,0,0,0,3,0,11,0,535249,1,2,2,2,2.0,0,-14607,3913,18520,40,True,1
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,57,0.00,0.00,0.00,0.00,101,0,0,0.0,0.0,2025-11-09T14:00:00Z,0,False,4,0,0,0,0,0,11,0,3384,0,0,0,4,0.0,0,-48,0,48,50,True,0
Ryan Christie,MID,Bournemouth,0.0,0,0,5,0,0,1.3,4,87,0.01,0.01,0.00,0.84,101,2,0,0.6,4.4,2025-11-09T14:00:00Z,27,False,2,0,0,0,4,0,11,0,9414,0,0,0,4,0.0,1,-305,319,624,50,False,0
Zeki Amdouni,FWD,Burnley,0.0,0,0,0,0,0,0.0,0,216,0.00,0.00,0.00,0.00,110,0,0,0.0,0.0,2025-11-08T15:00:00Z,0,False,19,0,0,0,0,0,11,0,2839,0,0,2,3,0.0,0,-30,66,96,48,False,0
Lucas Tolentino Coelho de Lima,MID,West Ham,0.0,1,0,22,0,2,5.2,10,612,0.15,0.25,0.10,0.53,110,1,0,4.4,15.6,2025-11-08T15:00:00Z,82,False,3,0,0,0,5,0,11,0,371717,1,3,2,3,23.0,4,55349,68893,13544,59,True,1
Jorrel Hato,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,672,0.00,0.00,0.00,0.00,103,0,0,0.0,0.0,2025-11-08T20:00:00Z,0,False,20,0,0,0,0,0,11,0,21955,0,0,0,3,0.0,0,-591,306,897,47,True,0
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,0,0,0.0,0,133,0.00,0.00,0.00,0.00,102,0,0,0.0,0.0,2025-11-09T14:00:00Z,0,False,15,0,0,0,0,0,11,0,4904,0,0,1,3,0.0,0,-52,137,189,44,True,0
Bashir Humphreys,DEF,Burnley,0.0,0,0,0,0,0,0.0,0,193,0.00,0.00,0.00,0.00,110,0,0,0.0,0.0,2025-11-08T15:00:00Z,0,False,19,0,0,0,0,0,11,0,8134,0,0,2,3,0.0,0,-176,143,319,40,False,0
Romain Faivre,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,92,0.00,0.00,0.00,0.00,101,0,0,0.0,0.0,2025-11-09T14:00:00Z,0,False,2,0,0,0,0,0,11,0,9368,0,0,0,4,0.0,0,-291,0,291,45,False,0
Enock Agyei,MID,Burnley,0.0,0,0,0,0,0,0.0,0,203,0.00,0.00,0.00,0.00,110,0,0,0.0,0.0,2025-11-08T15:00:00Z,0,False,19,0,0,0,0,0,11,0,5192,0,0,2,3,0.0,0,-80,111,191,48,False,0
Callum Bates,MID,Everton,0.0,0,0,0,0,0,0.0,0,306,0.00,0.00,0.00,0.00,105,0,0,0.0,0.0,2025-11-08T15:00:00Z,0,False,10,0,0,0,0,0,11,0,8962,0,0,0,2,0.0,0,-142,232,374,44,True,0
