name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Aaron Hickey,DEF,Brentford,0.2,0,0,-1,0,0,0.3,0,116,0.00,0.00,0.00,0.16,33,1,0,0.1,0.2,2025-09-13T19:00:00Z,7,False,7,0,0,0,0,0,4,0,46557,0,0,2,2,0.0,1,-3059,1887,4946,40,True,0
Aaron Ramsdale,GK,Newcastle,0.5,0,0,0,0,0,0.0,0,674,0.00,0.00,0.00,0.00,39,0,0,0.0,0.0,2025-09-13T14:00:00Z,0,False,20,0,0,0,0,0,4,0,84892,0,0,0,1,0.0,0,-6615,2124,8739,49,True,0
Aaron Ramsey,MID,Burnley,0.0,0,0,0,0,0,0.0,0,211,0.00,0.00,0.00,0.00,34,0,0,0.0,0.0,2025-09-14T13:00:00Z,0,False,12,0,0,0,0,0,4,0,611455,0,0,1,0,0.0,0,-224486,6563,231049,44,True,0
Aaron Wan-Bissaka,DEF,West Ham,0.0,0,0,0,0,0,0.0,0,610,0.00,0.00,0.00,0.00,40,0,0,0.0,0.0,2025-09-13T16:30:00Z,0,False,18,0,0,0,0,0,4,0,1572972,0,0,3,0,0.0,0,-361364,12605,373969,44,True,0
Aarón Anselmino,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,234,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2025-09-13T19:00:00Z,0,False,5,0,0,0,0,0,4,0,10648,0,0,2,2,0.0,0,-2272,104,2376,40,False,0
Abdallah Sima,MID,Brighton,0.0,0,0,0,0,0,0.0,0,165,0.00,0.00,0.00,0.00,32,0,0,0.0,0.0,2025-09-13T14:00:00Z,0,False,4,0,0,0,0,0,4,0,2189,0,0,1,2,0.0,0,-489,41,530,54,False,0
Abdoullah Ba,MID,Sunderland,-0.5,0,0,0,0,0,0.0,0,554,0.00,0.00,0.00,0.00,35,0,0,0.0,0.0,2025-09-13T14:00:00Z,0,False,8,0,0,0,0,0,4,0,26572,0,0,0,0,0.0,0,460,4651,4191,44,False,0
Abdukodir Khusanov,DEF,Man City,3.5,0,0,27,1,10,2.1,12,406,0.01,0.01,0.00,1.51,38,0,0,2.2,20.0,2025-09-14T15:30:00Z,90,False,14,0,0,0,5,0,4,0,37626,1,2,0,3,0.0,8,-3359,2260,5619,54,True,0
Adama Traoré Diarra,MID,Fulham,1.2,0,0,0,0,0,0.6,1,326,0.01,0.05,0.04,0.05,37,0,0,0.4,0.0,2025-09-13T14:00:00Z,30,False,11,0,0,0,1,0,4,0,24093,0,0,0,1,6.0,1,-2717,1002,3719,54,True,0
Adam Aznou,DEF,Everton,0.0,0,0,0,0,0,0.0,0,667,0.00,0.00,0.00,0.00,36,0,0,0.0,0.0,2025-09-13T14:00:00Z,0,False,2,0,0,0,0,0,4,0,7825,0,0,0,0,0.0,0,-2292,31,2323,44,True,0
Adam Smith,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,73,0.00,0.00,0.00,0.00,32,0,0,0.0,0.0,2025-09-13T14:00:00Z,0,False,6,0,0,0,0,0,4,0,30413,0,0,1,2,0.0,0,-10461,241,10702,45,True,0
Adam Webster,DEF,Brighton,0.0,0,0,0,0,0,0.0,0,153,0.00,0.00,0.00,0.00,32,0,0,0.0,0.0,2025-09-13T14:00:00Z,0,False,4,0,0,0,0,0,4,0,949,0,0,1,2,0.0,0,-74,43,117,44,False,0
Adam Wharton,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,273,0.00,0.00,0.00,0.00,35,0,0,0.0,0.0,2025-09-13T14:00:00Z,0,False,17,0,0,0,0,0,4,0,52687,0,0,0,0,0.0,0,-15568,2472,18040,50,True,0
