name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Reinildo Mandava,DEF,Sunderland,0.0,0,0,0,0,0,0.0,0,541,0.00,0.00,0.00,0.00,272,0,0,0.0,0.0,2026-02-28T12:30:00Z,0,False,4,0,0,0,0,0,28,0,399469,0,0,1,1,0.0,0,-20139,1023,21162,38,False,0
Lorenzo Lucca,FWD,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,805,0.00,0.00,0.00,0.00,273,0,0,0.0,0.0,2026-03-01T14:00:00Z,0,False,6,0,0,0,0,0,28,0,3211,0,0,1,2,0.0,0,-337,351,688,55,False,0
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,57,0.00,0.00,0.00,0.00,280,0,0,0.0,0.0,2026-02-27T20:00:00Z,0,False,20,0,0,0,0,0,28,0,3136,0,0,0,2,0.0,0,-5,0,5,50,False,0
Ryan Christie,MID,Bournemouth,0.0,0,0,1,0,2,1.7,5,87,0.02,0.07,0.05,0.21,272,0,0,1.2,6.0,2026-02-28T12:30:00Z,28,False,17,0,0,0,2,0,28,0,7855,0,1,1,1,4.0,0,-4,181,185,49,True,1
Leo Shahar,DEF,Newcastle,0.0,0,0,0,0,0,0.0,0,765,0.00,0.00,0.00,0.00,279,0,0,0.0,0.0,2026-02-28T15:00:00Z,0,False,9,0,0,0,0,0,28,0,3407,0,0,3,2,0.0,0,25,175,150,40,True,0
Zeki Amdouni,FWD,Burnley,0.0,0,0,0,0,0,0.0,0,216,0.00,0.00,0.00,0.00,274,0,0,0.0,0.0,2026-02-28T15:00:00Z,0,False,5,0,0,0,0,0,28,0,2894,0,0,4,3,0.0,0,53,96,43,48,True,0
Lucas Tolentino Coelho de Lima,MID,West Ham,0.0,0,0,0,0,0,0.0,0,612,0.00,0.00,0.00,0.00,277,0,0,0.0,0.0,2026-02-28T15:00:00Z,0,False,12,0,0,0,0,0,28,0,143960,0,0,2,5,0.0,0,-2025,0,2025,59,False,0
Jorrel Hato,DEF,Chelsea,0.0,0,0,0,0,6,0.3,9,672,0.09,0.09,0.00,1.03,271,2,0,0.5,4.2,2026-03-01T16:30:00Z,74,False,1,0,0,0,4,0,28,0,22921,1,3,1,2,0.0,0,-958,214,1172,46,False,1
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,0,0,0.0,0,133,0.00,0.00,0.00,0.00,274,0,0,0.0,0.0,2026-02-28T15:00:00Z,0,False,3,0,0,0,0,0,28,0,4204,0,0,4,3,0.0,0,-42,0,42,44,False,0
Bashir Humphreys,DEF,Burnley,0.0,0,0,-1,0,8,15.8,10,193,0.11,0.11,0.00,2.25,274,4,0,4.0,24.4,2026-02-28T15:00:00Z,90,False,5,0,0,0,3,0,28,0,17547,1,2,4,3,0.0,1,461,984,523,39,True,1
