id,xP
1,5.2
2,0.5
3,0.0
4,0.5
5,11.8
6,4.8
7,4.8
8,6.8
9,0.0
10,1.2
11,0.5
13,0.5
14,0.0
15,0.5
16,6.2
17,0.0
18,0.0
19,1.5
20,5.5
21,8.2
22,3.2
23,0.0
24,0.8
25,0.8
26,3.2
28,0.0
29,0.0
30,0.0
31,0.0
266,4.2
662,0.8
666,2.5
700,0.5
711,0.5
725,0.5
32,2.0
33,0.0
34,0.0
35,0.0
36,2.0
37,3.7
38,2.0
39,0.7
40,0.2
41,2.3
42,0.0
43,0.0
44,1.3
45,0.0
46,0.0
47,5.7
48,0.0
49,0.0
50,6.3
51,0.0
53,6.0
54,3.7
55,0.7
56,0.0
57,0.0
58,2.7
59,1.7
60,0.0
61,0.0
62,0.0
63,0.0
64,3.7
65,0.0
389,0.3
456,0.0
677,1.7
688,0.0
701,0.0
702,0.0
703,0.0
710,0.0
719,0.7
183,0.0
184,0.0
185,0.0
186,0.0
187,4.7
188,0.0
189,0.0
190,0.0
191,2.3
192,4.3
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,3.0
199,0.3
200,2.2
201,0.0
202,1.0
203,0.0
204,0.0
205,4.3
206,0.0
207,0.3
208,0.0
209,1.7
210,3.0
211,0.0
212,0.0
213,0.0
214,0.0
215,1.0
216,0.0
217,0.8
218,0.3
219,0.0
470,4.0
676,6.0
680,0.7
722,5.3
66,0.0
67,2.7
68,0.0
69,0.0
70,0.0
71,0.0
72,3.7
73,0.0
74,3.0
75,0.0
76,0.0
77,2.3
78,0.0
79,0.0
80,0.0
81,3.3
82,9.7
84,3.0
85,2.3
86,0.0
87,3.3
88,0.3
89,0.0
90,2.3
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,1.3
98,0.0
99,0.0
100,6.0
391,2.0
685,2.7
687,0.0
697,0.7
713,0.7
721,0.3
27,0.0
83,1.7
101,5.7
102,0.0
103,0.0
104,0.0
105,0.0
106,4.0
107,1.7
108,2.7
109,0.3
110,4.3
111,0.0
112,0.0
113,3.3
114,0.0
115,0.0
116,1.0
117,0.0
118,0.0
120,3.7
121,2.3
122,0.0
123,0.3
124,3.0
125,1.0
126,4.3
127,0.0
128,0.7
129,4.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
136,7.7
137,0.0
138,-0.5
139,1.2
140,-0.5
141,0.0
142,0.0
143,-0.5
144,-0.2
145,2.8
146,0.8
147,0.0
148,1.5
150,0.0
151,5.5
152,-0.4
153,0.0
154,0.0
155,0.0
156,-0.5
157,0.1
158,2.8
159,0.0
160,2.5
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,1.5
167,1.2
169,0.9
170,0.2
171,0.0
172,-0.5
173,3.2
174,0.0
175,-0.5
176,0.0
177,0.0
178,7.8
179,0.0
180,1.5
181,-0.2
744,0.7
168,0.5
220,3.2
221,0.5
222,0.0
223,0.5
224,5.5
225,8.8
226,1.5
227,0.0
228,3.2
229,0.0
230,0.5
231,0.0
232,0.8
233,5.8
234,0.0
235,0.0
236,4.3
237,3.2
238,5.2
239,1.2
240,0.0
241,3.6
243,0.5
244,1.5
245,0.0
246,1.2
247,0.0
248,0.0
249,2.5
250,0.0
251,0.0
252,1.2
453,1.5
672,1.5
743,0.5
253,2.0
254,0.0
255,0.0
256,6.7
257,2.7
258,2.0
259,0.0
260,4.7
261,3.3
262,0.0
263,0.0
264,0.0
265,0.0
267,6.7
268,0.0
269,0.0
270,0.3
271,3.7
272,0.7
273,2.7
274,0.0
275,0.0
276,0.7
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,7.0
