name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Reinildo Mandava,DEF,Sunderland,0.7,0,0,7,0,5,0.6,6,541,0.00,0.00,0.00,0.90,85,1,0,1.2,11.0,2025-10-25T14:00:00Z,90,False,7,0,0,0,2,0,9,0,564764,1,1,2,1,0.0,2,-28903,2946,31849,40,False,0
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,57,0.00,0.00,0.00,0.00,82,0,0,0.0,0.0,2025-10-26T14:00:00Z,0,False,13,0,0,0,0,0,9,0,3496,0,0,0,1,0.0,0,-75,0,75,50,True,0
Ryan Christie,MID,Bournemouth,2.3,0,0,3,0,0,0.2,0,87,0.00,0.00,0.00,0.02,83,0,0,0.2,0.2,2025-10-26T14:00:00Z,10,False,16,0,0,0,0,0,9,0,9931,0,0,0,2,2.0,1,1113,1575,462,50,True,0
Zeki Amdouni,FWD,Burnley,0.0,0,0,0,0,0,0.0,0,216,0.00,0.00,0.00,0.00,90,0,0,0.0,0.0,2025-10-26T14:00:00Z,0,False,20,0,0,0,0,0,9,0,2906,0,0,3,2,0.0,0,-26,91,117,49,False,0
Lucas Tolentino Coelho de Lima,MID,West Ham,1.3,0,0,8,0,0,25.9,7,612,0.10,0.19,0.09,1.49,87,2,0,4.1,7.4,2025-10-24T19:00:00Z,90,False,11,0,0,0,6,0,9,0,365909,1,1,1,2,8.0,1,-7745,28054,35799,59,False,1
Jorrel Hato,DEF,Chelsea,0.3,0,0,0,0,0,0.0,0,672,0.00,0.00,0.00,0.00,85,0,0,0.0,0.0,2025-10-25T14:00:00Z,0,False,17,0,0,0,0,0,9,0,22759,0,0,2,1,0.0,0,-584,586,1170,48,True,0
Myles Peart-Harris,MID,Brentford,-0.5,0,0,0,0,0,0.0,0,133,0.00,0.00,0.00,0.00,84,0,0,0.0,0.0,2025-10-25T19:00:00Z,0,False,12,0,0,0,0,0,9,0,4902,0,0,2,3,0.0,0,1,223,222,44,True,0
Bashir Humphreys,DEF,Burnley,0.0,0,0,0,0,0,0.0,0,193,0.00,0.00,0.00,0.00,90,0,0,0.0,0.0,2025-10-26T14:00:00Z,0,False,20,0,0,0,0,0,9,0,7697,0,0,3,2,0.0,0,-176,171,347,40,False,0
Romain Faivre,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,92,0.00,0.00,0.00,0.00,83,0,0,0.0,0.0,2025-10-26T14:00:00Z,0,False,16,0,0,0,0,0,9,0,10105,0,0,0,2,0.0,0,-535,0,535,45,True,0
Enock Agyei,MID,Burnley,0.0,0,0,0,0,0,0.0,0,203,0.00,0.00,0.00,0.00,90,0,0,0.0,0.0,2025-10-26T14:00:00Z,0,False,20,0,0,0,0,0,9,0,5222,0,0,3,2,0.0,0,-109,70,179,48,False,0
Callum Bates,MID,Everton,0.0,0,0,0,0,0,0.0,0,306,0.00,0.00,0.00,0.00,86,0,0,0.0,0.0,2025-10-26T16:30:00Z,0,False,18,0,0,0,0,0,9,0,9088,0,0,3,0,0.0,0,-155,319,474,44,True,0
Harry Tyrer,GK,Everton,0.0,0,0,0,0,0,0.0,0,289,0.00,0.00,0.00,0.00,86,0,0,0.0,0.0,2025-10-26T16:30:00Z,0,False,18,0,0,0,0,0,9,0,13817,0,0,3,0,0.0,0,-249,84,333,40,True,0
Etienne Green,GK,Burnley,0.0,0,0,0,0,0,0.0,0,184,0.00,0.00,0.00,0.00,90,0,0,0.0,0.0,2025-10-26T14:00:00Z,0,False,20,0,0,0,0,0,9,0,29939,0,0,3,2,0.0,0,-1257,0,1257,40,False,0
Destiny Udogie,DEF,Spurs,0.0,0,0,0,0,0,0.0,0,574,0.00,0.00,0.00,0.00,86,0,0,0.0,0.0,2025-10-26T16:30:00Z,0,False,9,0,0,0,0,0,9,0,60904,0,0,3,0,0.0,0,-9559,566,10125,44,False,0
