name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Reinildo Mandava,DEF,Sunderland,0.0,0,0,-14,0,1,0.4,2,541,0.01,0.01,0.00,1.30,230,3,0,0.0,0.0,2026-01-24T12:30:00Z,45,False,19,0,0,0,4,0,23,0,355349,1,1,1,3,0.0,-1,15840,21222,5382,38,False,1
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,57,0.00,0.00,0.00,0.00,229,0,0,0.0,0.0,2026-01-25T14:00:00Z,0,False,15,0,0,0,0,0,23,0,3166,0,0,2,0,0.0,0,-6,0,6,50,False,0
Ryan Christie,MID,Bournemouth,0.0,0,0,10,0,0,31.8,1,87,0.11,0.14,0.03,0.19,222,1,0,5.7,12.2,2026-01-24T17:30:00Z,23,False,12,0,0,0,1,0,23,0,6633,0,0,2,3,13.0,1,75,164,89,49,True,0
Leo Shahar,DEF,Newcastle,0.0,0,0,0,0,0,0.0,0,765,0.00,0.00,0.00,0.00,229,0,0,0.0,0.0,2026-01-25T14:00:00Z,0,False,2,0,0,0,0,0,23,0,2223,0,0,2,0,0.0,0,21,191,170,40,True,0
Zeki Amdouni,FWD,Burnley,0.0,0,0,0,0,0,0.0,0,216,0.00,0.00,0.00,0.00,224,0,0,0.0,0.0,2026-01-24T15:00:00Z,0,False,18,0,0,0,0,0,23,0,2804,0,0,2,2,0.0,0,21,76,55,48,True,0
Lucas Tolentino Coelho de Lima,MID,West Ham,0.0,0,0,0,0,0,0.0,0,612,0.00,0.00,0.00,0.00,230,0,0,0.0,0.0,2026-01-24T12:30:00Z,0,False,17,0,0,0,0,0,23,0,197178,0,0,1,3,0.0,0,-37605,276,37881,59,True,0
Jorrel Hato,DEF,Chelsea,0.0,0,0,0,0,4,0.1,4,672,0.00,0.00,0.00,0.95,225,1,0,0.6,5.6,2026-01-25T14:00:00Z,9,False,8,0,0,0,0,0,23,0,21027,0,0,3,1,0.0,1,-20,319,339,46,False,0
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,0,0,0.0,0,133,0.00,0.00,0.00,0.00,223,0,0,0.0,0.0,2026-01-25T14:00:00Z,0,False,16,0,0,0,0,0,23,0,4644,0,0,2,0,0.0,0,-198,0,198,44,True,0
Bashir Humphreys,DEF,Burnley,0.0,0,0,6,0,3,1.1,6,193,0.00,0.03,0.03,2.05,224,2,0,2.0,14.6,2026-01-24T15:00:00Z,90,False,18,0,0,0,4,0,23,0,15811,1,3,2,2,4.0,1,5032,5797,765,39,True,0
Romain Faivre,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,92,0.00,0.00,0.00,0.00,222,0,0,0.0,0.0,2026-01-24T17:30:00Z,0,False,12,0,0,0,0,0,23,0,8011,0,0,2,3,0.0,0,115,159,44,45,True,0
Enock Agyei,MID,Burnley,0.0,0,0,0,0,0,0.0,0,203,0.00,0.00,0.00,0.00,224,0,0,0.0,0.0,2026-01-24T15:00:00Z,0,False,18,0,0,0,0,0,23,0,5834,0,0,2,2,0.0,0,-14,122,136,47,True,0
Callum Bates,MID,Everton,0.0,0,0,0,0,0,0.0,0,306,0.00,0.00,0.00,0.00,226,0,0,0.0,0.0,2026-01-26T20:00:00Z,0,False,11,0,0,0,0,0,23,0,9961,0,0,1,1,0.0,0,62,309,247,43,True,0
Harry Tyrer,GK,Everton,0.0,0,0,0,0,0,0.0,0,289,0.00,0.00,0.00,0.00,226,0,0,0.0,0.0,2026-01-26T20:00:00Z,0,False,11,0,0,0,0,0,23,0,13310,0,0,1,1,0.0,0,-331,16,347,39,True,0
Etienne Green,GK,Burnley,0.0,0,0,0,0,0,0.0,0,184,0.00,0.00,0.00,0.00,224,0,0,0.0,0.0,2026-01-24T15:00:00Z,0,False,18,0,0,0,0,0,23,0,21881,0,0,2,2,0.0,0,-192,0,192,40,True,0
