name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Diogo Dalot Teixeira,DEF,Man Utd,0.0,0,0,8,0,4,2.9,5,440,0.02,0.09,0.07,1.83,124,1,0,1.7,5.4,2025-11-30T12:00:00Z,90,False,8,0,0,0,6,0,13,0,116254,1,1,2,1,9.0,2,-4389,952,5341,44,False,0
Justin Kluivert,MID,Bournemouth,0.0,0,0,2,0,0,2.8,0,81,0.02,0.02,0.00,0.07,128,0,0,0.6,1.4,2025-11-29T15:00:00Z,19,False,17,0,0,0,0,0,13,0,94510,0,0,2,3,2.0,1,-17391,148,17539,70,False,0
Keane Lewis-Potter,DEF,Brentford,0.0,0,0,2,0,0,0.0,0,107,0.00,0.00,0.00,0.00,122,0,0,0.0,0.2,2025-11-29T15:00:00Z,1,False,3,0,0,0,0,0,13,0,37576,0,0,1,3,0.0,1,-405,894,1299,48,True,0
Kristoffer Ajer,DEF,Brentford,0.0,0,0,0,0,0,0.0,0,108,0.00,0.00,0.00,0.00,122,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,3,0,0,0,0,0,13,0,21943,0,0,1,3,0.0,0,891,1393,502,44,True,0
Georginio Rutter,MID,Brighton,0.0,1,0,13,0,2,4.1,6,158,0.07,0.48,0.41,0.45,127,0,0,2.9,4.6,2025-11-30T14:05:00Z,55,False,16,0,0,0,3,0,13,0,47233,1,1,2,0,20.0,4,-4622,1025,5647,57,False,0
Hwang Hee-chan,MID,Wolves,0.0,0,0,0,0,0,0.0,0,642,0.00,0.00,0.00,0.00,121,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,2,0,0,0,0,0,13,0,13220,0,0,0,1,0.0,0,-503,225,728,57,False,0
Ashley Phillips,DEF,Spurs,0.0,0,0,0,0,0,0.0,0,576,0.00,0.00,0.00,0.00,129,0,0,0.0,0.0,2025-11-29T20:00:00Z,0,False,10,0,0,0,0,0,13,0,1587,0,0,2,1,0.0,0,-13,0,13,40,True,0
Quilindschy Hartman,DEF,Burnley,0.0,0,0,8,0,7,11.3,12,192,0.01,0.03,0.02,3.06,122,3,0,3.7,24.2,2025-11-29T15:00:00Z,90,False,5,0,0,0,6,0,13,0,124874,1,5,1,3,1.0,3,-980,6063,7043,40,False,0
Bruno Guimarães Rodriguez Moura,MID,Newcastle,0.0,0,0,20,0,6,9.9,14,488,0.07,0.07,0.00,0.94,125,1,0,2.9,19.2,2025-11-29T17:30:00Z,89,False,9,0,0,0,6,0,13,0,540758,1,2,4,1,0.0,4,89512,101285,11773,66,False,0
Eiran Cashin,DEF,Brighton,0.0,0,0,0,0,0,0.0,0,154,0.00,0.00,0.00,0.00,127,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,16,0,0,0,0,0,13,0,677,0,0,2,0,0.0,0,-7,0,7,40,False,0
Nathan Patterson,DEF,Everton,0.0,0,0,0,0,0,0.0,0,296,0.00,0.00,0.00,0.00,125,0,0,0.0,0.0,2025-11-29T17:30:00Z,0,False,15,0,0,0,0,0,13,0,1945,0,0,4,1,0.0,0,-21,20,41,44,True,0
Tolu Arokodare,FWD,Wolves,0.0,0,0,3,0,1,0.0,1,720,0.00,0.00,0.00,0.03,121,0,0,0.2,2.0,2025-11-30T14:05:00Z,2,False,2,0,0,0,0,0,13,0,6144,0,0,0,1,0.0,1,-268,238,506,55,False,0
Andrew Moran,MID,Brighton,0.0,0,0,0,0,0,0.0,0,177,0.00,0.00,0.00,0.00,127,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,16,0,0,0,0,0,13,0,2251,0,0,2,0,0.0,0,-41,0,41,45,False,0
Adrien Truffert,DEF,Bournemouth,0.0,0,0,4,0,4,13.3,7,74,0.01,0.05,0.04,1.28,128,3,0,5.5,20.6,2025-11-29T15:00:00Z,90,False,17,0,0,0,10,0,13,0,295201,1,3,2,3,21.0,1,-15028,6495,21523,45,False,0
Enes Ünal,FWD,Bournemouth,0.0,0,0,3,0,0,1.3,0,98,0.04,0.09,0.05,0.07,128,0,0,0.3,0.0,2025-11-29T15:00:00Z,10,False,17,0,0,0,0,0,13,0,5014,0,0,2,3,3.0,1,1349,1656,307,54,False,0
Dário Luís Essugo,MID,Chelsea,0.0,0,0,0,0,0,0.0,0,247,0.00,0.00,0.00,0.00,123,0,0,0.0,0.0,2025-11-30T16:30:00Z,0,False,1,0,0,0,0,0,13,0,10402,0,0,1,1,0.0,0,-277,348,625,43,True,0
Aaron Ramsdale,GK,Newcastle,0.0,0,0,5,0,0,0.0,0,674,0.00,0.00,0.00,0.99,125,1,0,0.8,7.8,2025-11-29T17:30:00Z,90,False,9,0,0,0,5,0,13,1,72018,1,0,4,1,0.0,2,-472,653,1125,48,False,0
Moisés Caicedo Corozo,MID,Chelsea,0.0,0,0,-3,0,2,1.8,6,241,0.01,0.01,0.00,0.13,123,1,0,0.0,0.0,2025-11-30T16:30:00Z,37,False,1,0,0,0,4,1,13,0,2634610,1,0,1,1,0.0,-2,-251215,34252,285467,60,True,0
Taiwo Awoniyi,FWD,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,527,0.00,0.00,0.00,0.00,127,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,6,0,0,0,0,0,13,0,40256,0,0,2,0,0.0,0,-2960,25,2985,52,True,0
Niall Huggins,DEF,Sunderland,0.0,0,0,0,0,0,0.0,0,537,0.00,0.00,0.00,0.00,128,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,4,0,0,0,0,0,13,0,10159,0,0,2,3,0.0,0,-184,0,184,40,True,0
Konstantinos Tsimikas,DEF,Liverpool,0.0,0,0,0,0,0,0.0,0,377,0.00,0.00,0.00,0.00,130,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,19,0,0,0,0,0,13,0,6607,0,0,2,0,0.0,0,-86,0,86,48,False,0
Adam Smith,DEF,Bournemouth,0.0,0,0,-1,0,2,2.5,3,73,0.01,0.01,0.00,1.20,128,3,0,1.0,5.8,2025-11-29T15:00:00Z,79,False,17,0,0,0,0,0,13,0,20598,1,1,2,3,2.0,1,-49,335,384,44,False,0
Tyrone Mings,DEF,Aston Villa,0.0,0,0,0,0,0,0.0,0,40,0.00,0.00,0.00,0.00,121,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,20,0,0,0,0,0,13,0,87886,0,0,0,1,0.0,0,-5258,35,5293,44,True,0
Luke Shaw,DEF,Man Utd,0.0,0,0,6,0,7,2.0,8,443,0.01,0.01,0.00,1.72,124,1,0,1.9,16.8,2025-11-30T12:00:00Z,81,False,8,0,0,0,3,0,13,0,62175,1,1,2,1,0.0,1,-1465,2311,3776,45,False,1
James Rowswell,DEF,Spurs,0.0,0,0,0,0,0,0.0,0,750,0.00,0.00,0.00,0.00,129,0,0,0.0,0.0,2025-11-29T20:00:00Z,0,False,10,0,0,0,0,0,13,0,874,0,0,2,1,0.0,0,35,88,53,40,True,0
Aaron Hickey,DEF,Brentford,0.0,0,0,17,1,8,2.3,10,116,0.04,0.25,0.21,0.14,122,0,0,2.5,16.4,2025-11-29T15:00:00Z,73,False,3,0,0,0,4,0,13,0,40615,1,2,1,3,6.0,8,-121,849,970,40,True,0
Sékou Koné,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,463,0.00,0.00,0.00,0.00,124,0,0,0.0,0.0,2025-11-30T12:00:00Z,0,False,8,0,0,0,0,0,13,0,9978,0,0,2,1,0.0,0,-191,86,277,44,False,0
Ryan McAidoo,MID,Man City,0.0,0,0,0,0,0,0.0,0,742,0.00,0.00,0.00,0.00,126,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,11,0,0,0,0,0,13,0,1007,0,0,2,3,0.0,0,-33,37,70,45,True,0
Jordan Pickford,GK,Everton,0.0,0,0,-2,0,2,0.0,0,287,0.00,0.00,0.00,1.91,125,4,0,2.0,20.4,2025-11-29T17:30:00Z,90,False,15,0,0,0,5,0,13,3,1201630,1,0,4,1,0.0,1,22351,36161,13810,55,True,0
Enzo Barrenechea,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,56,0.00,0.00,0.00,0.00,121,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,20,0,0,0,0,0,13,0,48,0,0,0,1,0.0,0,0,0,0,50,True,0
Pau Torres,DEF,Aston Villa,0.0,0,0,24,1,4,3.1,5,41,0.02,0.14,0.12,0.49,121,0,0,2.5,14.4,2025-11-30T14:05:00Z,90,False,20,0,0,0,5,0,13,0,66011,1,1,0,1,7.0,6,6719,8368,1649,43,True,0
Bart Verbruggen,GK,Brighton,0.0,0,0,33,1,1,0.0,0,139,0.00,0.00,0.00,0.71,127,0,0,3.1,31.2,2025-11-30T14:05:00Z,90,False,16,0,0,0,12,0,13,3,512399,1,0,2,0,0.0,7,8871,19081,10210,44,False,0
Tariq Lamptey,DEF,Brighton,0.0,0,0,0,0,0,0.0,0,150,0.00,0.00,0.00,0.00,127,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,16,0,0,0,0,0,13,0,12207,0,0,2,0,0.0,0,-259,0,259,44,False,0
Ashley Barnes,FWD,Burnley,0.0,0,0,0,0,0,0.0,0,218,0.00,0.00,0.00,0.00,122,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,5,0,0,0,0,0,13,0,155567,0,0,1,3,0.0,0,-3333,2920,6253,43,False,0
Travis Patterson,DEF,Aston Villa,0.0,0,0,0,0,0,0.0,0,710,0.00,0.00,0.00,0.00,121,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,20,0,0,0,0,0,13,0,30080,0,0,0,1,0.0,0,-1280,260,1540,39,True,0
George Hemmings,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,754,0.00,0.00,0.00,0.00,121,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,20,0,0,0,0,0,13,0,86,0,0,0,1,0.0,0,40,47,7,45,True,0
Sverre Nypan,MID,Man City,0.0,0,0,0,0,0,0.0,0,428,0.00,0.00,0.00,0.00,126,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,11,0,0,0,0,0,13,0,1539,0,0,2,3,0.0,0,-10,0,10,50,True,0
Josh Acheampong,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,233,0.00,0.00,0.00,0.00,123,0,0,0.0,0.0,2025-11-30T16:30:00Z,0,False,1,0,0,0,0,0,13,0,232457,0,0,1,1,0.0,0,-19909,1965,21874,39,True,0
Igor Jesus Maciel da Cruz,FWD,Nott'm Forest,0.0,0,0,11,0,1,14.7,4,526,0.02,0.21,0.19,1.44,127,1,0,8.0,14.0,2025-11-30T14:05:00Z,74,False,6,0,0,0,3,0,13,0,100151,1,0,2,0,51.0,2,10493,15760,5267,58,True,0
Illia Zabarnyi,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,71,0.00,0.00,0.00,0.00,128,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,17,0,0,0,0,0,13,0,3091,0,0,2,3,0.0,0,-16,0,16,50,False,0
Julián Araujo Zúñiga,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,78,0.00,0.00,0.00,0.00,128,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,17,0,0,0,0,0,13,0,83157,0,0,2,3,0.0,0,-1560,374,1934,39,False,0
Milos Kerkez,DEF,Liverpool,0.0,0,0,24,1,3,12.2,5,371,0.01,0.01,0.00,0.15,130,0,0,2.8,13.4,2025-11-30T14:05:00Z,84,False,19,0,0,0,3,0,13,0,394411,1,2,2,0,2.0,6,-13753,2840,16593,57,False,0
Lamare Bogarde,DEF,Aston Villa,0.0,0,0,3,0,1,0.2,1,44,0.00,0.00,0.00,0.20,121,0,0,0.3,2.4,2025-11-30T14:05:00Z,2,False,20,0,0,0,1,0,13,0,73224,0,0,0,1,0.0,1,-2367,869,3236,40,True,0
Dermot Mee,GK,Man Utd,0.0,0,0,0,0,0,0.0,0,435,0.00,0.00,0.00,0.00,124,0,0,0.0,0.0,2025-11-30T12:00:00Z,0,False,8,0,0,0,0,0,13,0,13630,0,0,2,1,0.0,0,-60,159,219,39,False,0
Alisson Becker,GK,Liverpool,0.0,0,0,20,1,1,0.0,0,366,0.00,0.00,0.00,0.29,130,0,0,0.4,4.4,2025-11-30T14:05:00Z,90,False,19,0,0,0,6,0,13,0,674286,1,0,2,0,0.0,6,-6403,5657,12060,54,False,0
Fabian Schär,DEF,Newcastle,0.0,0,0,3,0,0,0.0,0,474,0.00,0.00,0.00,0.05,125,0,0,0.0,0.2,2025-11-29T17:30:00Z,1,False,9,0,0,0,0,0,13,0,219611,0,0,4,1,0.0,1,3721,8316,4595,53,False,0
Marc Cucurella Saseta,DEF,Chelsea,0.0,0,0,1,0,7,24.5,8,224,0.20,0.20,0.00,1.26,123,1,0,4.7,18.6,2025-11-30T16:30:00Z,90,False,1,0,0,0,0,0,13,0,2823266,1,1,1,1,4.0,1,11900,83110,71210,61,True,1
Norberto Murara Neto,GK,Bournemouth,0.0,0,0,0,0,0,0.0,0,66,0.00,0.00,0.00,0.00,128,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,17,0,0,0,0,0,13,0,8505,0,0,2,3,0.0,0,-140,0,140,45,False,0
Max Weiß,GK,Burnley,0.0,0,0,0,0,0,0.0,0,183,0.00,0.00,0.00,0.00,122,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,5,0,0,0,0,0,13,0,14720,0,0,1,3,0.0,0,-166,128,294,43,False,0
Amad Diallo,MID,Man Utd,0.0,0,0,7,0,1,24.2,4,452,0.04,0.07,0.03,1.72,124,1,0,3.4,6.6,2025-11-30T12:00:00Z,90,False,8,0,0,0,1,0,13,0,235336,1,2,2,1,3.0,2,-4245,12341,16586,63,False,0
Jorge Cuenca Barreno,DEF,Fulham,0.0,0,0,0,0,0,0.0,0,321,0.00,0.00,0.00,0.00,129,0,0,0.0,0.0,2025-11-29T20:00:00Z,0,False,18,0,0,0,0,0,13,0,4825,0,0,2,1,0.0,0,-76,38,114,43,False,0
Oliver Sonne,DEF,Burnley,0.0,0,0,0,0,0,0.0,0,197,0.00,0.00,0.00,0.00,122,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,5,0,0,0,0,0,13,0,16806,0,0,1,3,0.0,0,-262,67,329,39,False,0
Edson Álvarez Velázquez,MID,West Ham,0.0,0,0,0,0,0,0.0,0,616,0.00,0.00,0.00,0.00,130,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,12,0,0,0,0,0,13,0,6383,0,0,2,0,0.0,0,-69,0,69,49,True,0
Yankuba Minteh,MID,Brighton,0.0,0,0,7,1,1,32.1,7,160,0.12,0.13,0.01,0.70,127,0,0,6.1,12.0,2025-11-30T14:05:00Z,83,False,16,0,0,0,5,0,13,0,983581,1,1,2,0,17.0,3,296807,322549,25742,62,False,0
Eberechi Eze,MID,Arsenal,0.0,0,0,14,0,2,12.4,6,266,0.03,0.03,0.00,0.62,123,1,0,1.9,6.6,2025-11-30T16:30:00Z,71,False,7,0,0,0,3,0,13,0,2321961,1,1,1,1,0.0,2,640470,665258,24788,77,False,0
Lewis Orford,MID,West Ham,0.0,0,0,0,0,0,0.0,0,622,0.00,0.00,0.00,0.00,130,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,12,0,0,0,0,0,13,0,7868,0,0,2,0,0.0,0,-138,0,138,44,True,0
Simon Adingra,MID,Sunderland,0.0,0,0,0,0,0,0.0,0,543,0.00,0.00,0.00,0.00,128,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,4,0,0,0,0,0,13,0,58046,0,0,2,3,0.0,0,-2237,316,2553,50,True,0
Alexander Isak,FWD,Liverpool,0.0,0,1,36,1,1,0.5,4,499,0.02,0.75,0.73,0.15,130,0,1,9.3,39.2,2025-11-30T14:05:00Z,67,False,19,0,0,0,1,0,13,0,590261,1,2,2,0,53.0,7,4908,24241,19333,104,False,0
Dominic Solanke-Mitchell,FWD,Spurs,0.0,0,0,0,0,0,0.0,0,596,0.00,0.00,0.00,0.00,129,0,0,0.0,0.0,2025-11-29T20:00:00Z,0,False,10,0,0,0,0,0,13,0,113586,0,0,2,1,0.0,0,-1083,86,1169,72,True,0
Rodrigo Bentancur,MID,Spurs,0.0,0,0,2,0,0,26.2,2,585,0.14,0.14,0.00,0.13,129,0,0,3.5,4.8,2025-11-29T20:00:00Z,30,False,10,0,0,0,2,0,13,0,39051,0,0,2,1,4.0,1,-4330,526,4856,53,True,0
Patrick Dorgu,DEF,Man Utd,0.0,0,0,4,0,0,0.3,0,441,0.00,0.00,0.00,0.11,124,0,0,0.0,0.0,2025-11-30T12:00:00Z,1,False,8,0,0,0,0,0,13,0,331277,0,0,2,1,0.0,1,-13009,2747,15756,42,False,0
Ayden Heaven,DEF,Man Utd,0.0,0,0,0,0,0,0.0,0,447,0.00,0.00,0.00,0.00,124,0,0,0.0,0.0,2025-11-30T12:00:00Z,0,False,8,0,0,0,0,0,13,0,189997,0,0,2,1,0.0,0,-224,6250,6474,38,False,0
James Tarkowski,DEF,Everton,0.0,1,0,25,0,5,23.2,7,291,0.16,0.16,0.00,1.91,125,4,0,6.9,39.6,2025-11-29T17:30:00Z,90,False,15,0,0,0,3,0,13,0,687584,1,2,4,1,6.0,3,-841,19357,20198,54,True,0
Facundo Buonanotte,MID,Chelsea,0.0,0,0,0,0,0,0.0,0,168,0.00,0.00,0.00,0.00,123,0,0,0.0,0.0,2025-11-30T16:30:00Z,0,False,1,0,0,0,0,0,13,0,10382,0,0,1,1,0.0,0,-379,82,461,47,True,0
Jack Moorhouse,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,464,0.00,0.00,0.00,0.00,124,0,0,0.0,0.0,2025-11-30T12:00:00Z,0,False,8,0,0,0,0,0,13,0,2393,0,0,2,1,0.0,0,-31,0,31,45,False,0
Carlos Henrique Casimiro,MID,Man Utd,0.0,0,0,15,0,6,2.2,16,457,0.02,0.67,0.65,1.83,124,1,0,6.8,20.0,2025-11-30T12:00:00Z,90,False,8,0,0,0,7,0,13,0,167233,1,3,2,1,46.0,4,-9172,14998,24170,55,False,0
José Malheiro de Sá,GK,Wolves,0.0,0,0,0,0,0,0.0,0,628,0.00,0.00,0.00,0.00,121,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,2,0,0,0,0,0,13,0,137095,0,0,0,1,0.0,0,-3142,310,3452,43,False,0
Callan McKenna,GK,Bournemouth,0.0,0,0,0,0,0,0.0,0,69,0.00,0.00,0.00,0.00,128,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,17,0,0,0,0,0,13,0,24413,0,0,2,3,0.0,0,-178,122,300,40,False,0
Fábio Freitas Gouveia Carvalho,MID,Brentford,0.0,0,0,0,0,0,0.0,0,123,0.00,0.00,0.00,0.00,122,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,3,0,0,0,0,0,13,0,21613,0,0,1,3,0.0,0,-1580,117,1697,48,True,0
Sean Neave,FWD,Newcastle,0.0,0,0,0,0,0,0.0,0,501,0.00,0.00,0.00,0.00,125,0,0,0.0,0.0,2025-11-29T17:30:00Z,0,False,9,0,0,0,0,0,13,0,28952,0,0,4,1,0.0,0,-321,419,740,44,False,0
Luis Díaz Marulanda,MID,Liverpool,0.0,0,0,0,0,0,0.0,0,383,0.00,0.00,0.00,0.00,130,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,19,0,0,0,0,0,13,0,5700,0,0,2,0,0.0,0,-21,0,21,80,False,0
Joe Hodge,MID,Wolves,0.0,0,0,0,0,0,0.0,0,653,0.00,0.00,0.00,0.00,121,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,2,0,0,0,0,0,13,0,3937,0,0,0,1,0.0,0,-69,0,69,45,False,0
Sander Berge,MID,Fulham,0.0,0,0,9,0,4,1.4,9,330,0.00,0.00,0.00,0.86,129,1,0,1.0,8.8,2025-11-29T20:00:00Z,90,False,18,0,0,0,4,0,13,0,8431,1,1,2,1,0.0,2,-282,148,430,49,False,0
Tanaka Ao,MID,Leeds,0.0,0,0,13,0,3,5.4,13,358,0.26,0.26,0.00,3.10,126,3,0,2.3,13.4,2025-11-29T15:00:00Z,90,False,13,0,0,0,5,0,13,0,14237,1,5,2,3,4.0,4,-279,261,540,48,False,0
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,503,0.00,0.00,0.00,0.00,127,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,6,0,0,0,0,0,13,0,9854,0,0,2,0,0.0,0,-189,0,189,40,True,0
Matty Cash,DEF,Aston Villa,0.0,0,0,28,1,3,6.0,5,36,0.03,0.06,0.03,0.49,121,0,0,4.1,14.0,2025-11-30T14:05:00Z,90,False,20,0,0,0,2,0,13,0,1131281,1,2,0,1,21.0,6,96505,115420,18915,46,True,0
Bruno Borges Fernandes,MID,Man Utd,0.0,2,3,37,0,7,52.2,11,449,0.43,0.44,0.01,1.83,124,1,0,11.7,64.0,2025-11-30T12:00:00Z,90,False,8,0,0,0,2,0,13,0,1983312,1,2,2,1,1.0,11,-39158,45640,84798,89,False,0
Stefanos Tzimas,FWD,Brighton,0.0,0,0,27,0,1,0.0,4,180,0.00,0.09,0.09,0.22,127,0,1,5.7,38.2,2025-11-30T14:05:00Z,25,False,16,0,0,0,3,0,13,0,13268,0,0,2,0,19.0,5,-334,298,632,53,False,0
Daniel Bentley,GK,Wolves,0.0,0,0,0,0,0,0.0,0,629,0.00,0.00,0.00,0.00,121,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,2,0,0,0,0,0,13,0,71393,0,0,0,1,0.0,0,-2130,109,2239,40,False,0
Marcus Rashford,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,451,0.00,0.00,0.00,0.00,124,0,0,0.0,0.0,2025-11-30T12:00:00Z,0,False,8,0,0,0,0,0,13,0,2059,0,0,2,1,0.0,0,-13,0,13,70,False,0
Rico Henry,DEF,Brentford,0.0,0,0,-1,0,1,0.6,1,109,0.00,0.00,0.00,0.80,122,1,0,0.4,1.0,2025-11-29T15:00:00Z,16,False,3,0,0,0,0,0,13,0,13653,0,0,1,3,2.0,1,-148,223,371,43,True,0
Samuel Iling-Junior,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,51,0.00,0.00,0.00,0.00,121,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,20,0,0,0,0,0,13,0,2596,0,0,0,1,0.0,0,-25,0,25,55,True,0
Abdallah Sima,MID,Brighton,0.0,0,0,0,0,0,0.0,0,165,0.00,0.00,0.00,0.00,127,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,16,0,0,0,0,0,13,0,1515,0,0,2,0,0.0,0,-15,0,15,54,False,0
Tosin Adarabioyo,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,232,0.00,0.00,0.00,0.00,123,0,0,0.0,0.0,2025-11-30T16:30:00Z,0,False,1,0,0,0,0,0,13,0,44452,0,0,1,1,0.0,0,83,1652,1569,42,True,0
Sam Greenwood,MID,Leeds,0.0,0,0,0,0,0,0.0,0,355,0.00,0.00,0.00,0.00,126,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,13,0,0,0,0,0,13,0,4521,0,0,2,3,0.0,0,-36,0,36,49,False,0
Jarrad Branthwaite,DEF,Everton,0.0,0,0,0,0,0,0.0,0,290,0.00,0.00,0.00,0.00,125,0,0,0.0,0.0,2025-11-29T17:30:00Z,0,False,15,0,0,0,0,0,13,0,19291,0,0,4,1,0.0,0,-261,73,334,53,True,0
Ethan Pinnock,DEF,Brentford,0.0,0,0,0,0,0,0.0,0,111,0.00,0.00,0.00,0.00,122,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,3,0,0,0,0,0,13,0,14236,0,0,1,3,0.0,0,-212,266,478,43,True,0
Alex Cairns,GK,Leeds,0.0,0,0,0,0,0,0.0,0,340,0.00,0.00,0.00,0.00,126,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,13,0,0,0,0,0,13,0,21085,0,0,2,3,0.0,0,51,334,283,39,False,0
Mateo Joseph Fernández-Regatillo,FWD,Leeds,0.0,0,0,0,0,0,0.0,0,364,0.00,0.00,0.00,0.00,126,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,13,0,0,0,0,0,13,0,1303,0,0,2,3,0.0,0,-5,0,5,50,False,0
Kai Havertz,FWD,Arsenal,0.0,0,0,0,0,0,0.0,0,30,0.00,0.00,0.00,0.00,123,0,0,0.0,0.0,2025-11-30T16:30:00Z,0,False,7,0,0,0,0,0,13,0,41495,0,0,1,1,0.0,0,-125,164,289,73,False,0
Raúl Jiménez Rodríguez,FWD,Fulham,0.0,0,0,10,0,3,2.3,7,337,0.01,0.01,0.00,0.86,129,1,0,1.2,9.4,2025-11-29T20:00:00Z,90,False,18,0,0,0,3,0,13,0,108629,1,1,2,1,0.0,1,-3543,4891,8434,62,False,1
Brian Brobbey,FWD,Sunderland,0.0,0,1,31,0,0,0.3,2,730,0.00,0.13,0.13,0.17,128,0,1,7.1,36.2,2025-11-29T15:00:00Z,27,False,4,0,0,0,2,0,13,0,18772,0,0,2,3,34.0,6,623,2623,2000,55,True,0
Evann Guessand,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,677,0.00,0.00,0.00,0.00,121,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,20,0,0,0,0,0,13,0,5145,0,0,0,1,0.0,0,62,370,308,62,True,0
Antony dos Santos,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,454,0.00,0.00,0.00,0.00,124,0,0,0.0,0.0,2025-11-30T12:00:00Z,0,False,8,0,0,0,0,0,13,0,7643,0,0,2,1,0.0,0,-35,0,35,59,False,0
Tyler Onyango,MID,Everton,0.0,0,0,0,0,0,0.0,0,704,0.00,0.00,0.00,0.00,125,0,0,0.0,0.0,2025-11-29T17:30:00Z,0,False,15,0,0,0,0,0,13,0,7267,0,0,4,1,0.0,0,-107,0,107,45,True,0
