name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Reinildo Mandava,DEF,Sunderland,2.8,0,0,8,0,6,2.9,9,541,0.01,0.03,0.02,1.20,28,1,0,1.9,9.8,2025-08-30T14:00:00Z,90,False,5,0,0,0,3,0,3,0,970540,1,3,1,2,6.0,1,46706,110399,63693,40,True,1
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,57,0.00,0.00,0.00,0.00,21,0,0,0.0,0.0,2025-08-31T18:00:00Z,0,False,8,0,0,0,0,0,3,0,5609,0,0,3,0,0.0,0,-1383,334,1717,50,True,0
Ryan Christie,MID,Bournemouth,0.7,0,0,10,0,2,0.3,9,87,0.00,0.00,0.00,0.18,29,0,0,1.3,10.4,2025-08-30T14:00:00Z,27,False,18,0,0,0,3,0,3,0,8328,0,4,1,0,2.0,1,-530,499,1029,50,False,0
Zeki Amdouni,FWD,Burnley,0.0,0,0,0,0,0,0.0,0,216,0.00,0.00,0.00,0.00,26,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,14,0,0,0,0,0,3,0,3839,0,0,2,3,0.0,0,-1005,69,1074,49,False,0
Lucas Tolentino Coelho de Lima,MID,West Ham,7.0,0,0,24,1,5,27.4,15,612,0.05,1.16,1.11,0.73,27,0,1,13.0,62.2,2025-08-31T13:00:00Z,90,False,16,0,0,0,8,0,3,0,131016,1,2,3,0,40.0,10,16394,33215,16821,59,False,0
Jorrel Hato,DEF,Chelsea,0.5,0,0,0,0,0,0.0,0,672,0.00,0.00,0.00,0.00,23,0,0,0.0,0.0,2025-08-30T11:30:00Z,0,False,10,0,0,0,0,0,3,0,28735,0,0,0,2,0.0,0,-5805,1880,7685,49,True,0
Myles Peart-Harris,MID,Brentford,0.5,0,0,0,0,0,0.0,0,133,0.00,0.00,0.00,0.00,28,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,17,0,0,0,0,0,3,0,4450,0,0,1,2,0.0,0,-471,245,716,45,False,0
Bashir Humphreys,DEF,Burnley,-0.5,0,0,0,0,0,0.0,0,193,0.00,0.00,0.00,0.00,26,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,14,0,0,0,0,0,3,0,5190,0,0,2,3,0.0,0,-437,218,655,40,False,0
Romain Faivre,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,92,0.00,0.00,0.00,0.00,29,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,18,0,0,0,0,0,3,0,18908,0,0,1,0,0.0,0,-2201,1081,3282,45,False,0
Enock Agyei,MID,Burnley,-0.5,0,0,0,0,0,0.0,0,203,0.00,0.00,0.00,0.00,26,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,14,0,0,0,0,0,3,0,5742,0,0,2,3,0.0,0,-830,204,1034,49,False,0
