name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Reinildo Mandava,DEF,Sunderland,0.0,0,0,13,0,8,16.8,8,541,0.14,0.14,0.00,2.53,258,1,0,5.0,30.8,2026-02-11T20:15:00Z,90,False,12,0,0,0,7,0,26,0,427562,1,0,1,0,2.0,1,25189,32331,7142,38,True,1
Lorenzo Lucca,FWD,Nott'm Forest,0.0,0,0,2,1,2,1.0,3,805,0.00,0.56,0.56,0.22,257,0,0,0.7,0.0,2026-02-11T19:30:00Z,70,False,20,0,0,0,1,0,26,0,4463,1,0,0,0,8.0,2,2810,3105,295,55,True,0
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,57,0.00,0.00,0.00,0.00,251,0,0,0.0,0.0,2026-02-11T19:30:00Z,0,False,6,0,0,0,0,0,26,0,3147,0,0,0,1,0.0,0,-7,0,7,50,True,0
Ryan Christie,MID,Bournemouth,0.0,0,0,12,0,0,18.4,3,87,0.05,0.08,0.03,2.13,255,1,0,2.3,1.0,2026-02-10T19:30:00Z,79,False,9,0,0,0,3,0,26,0,7610,1,0,2,1,4.0,2,279,453,174,49,False,0
Leo Shahar,DEF,Newcastle,0.0,0,0,0,0,0,0.0,0,765,0.00,0.00,0.00,0.00,259,0,0,0.0,0.0,2026-02-10T19:30:00Z,0,False,18,0,0,0,0,0,26,0,3035,0,0,2,1,0.0,0,178,372,194,40,False,0
Zeki Amdouni,FWD,Burnley,0.0,0,0,0,0,0,0.0,0,216,0.00,0.00,0.00,0.00,254,0,0,0.0,0.0,2026-02-11T19:40:00Z,0,False,8,0,0,0,0,0,26,0,2809,0,0,3,2,0.0,0,-15,44,59,48,False,0
Lucas Tolentino Coelho de Lima,MID,West Ham,0.0,0,0,0,0,0,0.0,0,612,0.00,0.00,0.00,0.00,260,0,0,0.0,0.0,2026-02-10T20:15:00Z,0,False,14,0,0,0,0,0,26,0,149837,0,0,1,1,0.0,0,-7452,0,7452,59,True,0
Jorrel Hato,DEF,Chelsea,0.0,0,0,-1,0,2,20.8,2,672,0.21,0.21,0.00,1.43,253,2,0,3.4,10.8,2026-02-10T19:30:00Z,45,False,11,0,0,0,1,0,26,0,21563,0,0,2,2,2.0,0,-37,364,401,46,True,0
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,0,0,0.0,0,133,0.00,0.00,0.00,0.00,252,0,0,0.0,0.0,2026-02-12T20:00:00Z,0,False,1,0,0,0,0,0,26,0,4311,0,0,1,1,0.0,0,-70,0,70,44,True,0
Bashir Humphreys,DEF,Burnley,0.0,1,0,14,0,5,1.7,6,193,0.01,0.05,0.04,1.80,254,2,0,4.0,19.6,2026-02-11T19:40:00Z,90,False,8,0,0,0,8,0,26,0,16578,1,1,3,2,19.0,4,-738,289,1027,39,False,0
