name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Reinildo Mandava,DEF,Sunderland,0.0,0,0,0,0,0,0.0,0,541,0.00,0.00,0.00,0.00,268,0,0,0.0,0.0,2026-02-22T14:00:00Z,0,False,10,0,0,0,0,0,27,0,420978,0,0,3,1,0.0,0,1592,17996,16404,38,True,0
Lorenzo Lucca,FWD,Nott'm Forest,0.0,0,0,5,0,2,10.6,2,805,0.01,0.01,0.00,1.20,267,1,0,2.0,5.2,2026-02-22T14:00:00Z,13,False,12,0,0,0,0,0,27,0,3472,0,0,1,0,4.0,1,-421,620,1041,55,True,0
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,57,0.00,0.00,0.00,0.00,261,0,0,0.0,0.0,2026-02-21T15:00:00Z,0,False,11,0,0,0,0,0,27,0,3143,0,0,1,1,0.0,0,-4,0,4,50,True,0
Ryan Christie,MID,Bournemouth,0.0,0,0,6,0,0,1.7,5,87,0.00,0.00,0.00,1.80,270,0,0,0.7,4.8,2026-02-21T17:30:00Z,24,False,19,0,0,0,3,0,27,0,7839,0,2,0,0,0.0,1,211,408,197,49,False,0
Leo Shahar,DEF,Newcastle,0.0,0,0,0,0,0,0.0,0,765,0.00,0.00,0.00,0.00,266,0,0,0.0,0.0,2026-02-21T20:00:00Z,0,False,13,0,0,0,0,0,27,0,3245,0,0,1,2,0.0,0,45,249,204,40,False,0
Zeki Amdouni,FWD,Burnley,0.0,0,0,0,0,0,0.0,0,216,0.00,0.00,0.00,0.00,263,0,0,0.0,0.0,2026-02-21T15:00:00Z,0,False,7,0,0,0,0,0,27,0,2839,0,0,1,1,0.0,0,28,72,44,48,False,0
Lucas Tolentino Coelho de Lima,MID,West Ham,0.0,0,0,0,0,0,0.0,0,612,0.00,0.00,0.00,0.00,270,0,0,0.0,0.0,2026-02-21T17:30:00Z,0,False,4,0,0,0,0,0,27,0,145886,0,0,0,0,0.0,0,-4246,0,4246,59,True,0
Jorrel Hato,DEF,Chelsea,0.0,0,0,-3,0,0,4.3,2,672,0.02,0.06,0.04,0.44,263,1,0,0.7,2.0,2026-02-21T15:00:00Z,10,False,3,0,0,0,0,0,27,0,23959,0,2,1,1,1.0,0,2145,2649,504,46,True,1
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,0,0,0.0,0,133,0.00,0.00,0.00,0.00,262,0,0,0.0,0.0,2026-02-21T15:00:00Z,0,False,6,0,0,0,0,0,27,0,4247,0,0,2,0,0.0,0,-71,0,71,44,True,0
Bashir Humphreys,DEF,Burnley,0.0,0,0,6,0,4,2.0,6,193,0.00,0.00,0.00,1.92,263,1,0,1.2,9.8,2026-02-21T15:00:00Z,82,False,7,0,0,0,2,0,27,0,16974,1,2,1,1,0.0,2,187,784,597,39,False,0
Romain Faivre,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,92,0.00,0.00,0.00,0.00,270,0,0,0.0,0.0,2026-02-21T17:30:00Z,0,False,19,0,0,0,0,0,27,0,7980,0,0,0,0,0.0,0,-119,0,119,45,False,0
