name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Reinildo Mandava,DEF,Sunderland,0.0,0,0,9,0,2,11.0,3,541,0.00,0.00,0.00,1.28,350,1,0,2.0,9.2,2026-05-02T14:00:00Z,71,False,20,0,0,0,3,0,35,0,374800,1,1,1,1,0.0,2,-556,5476,6032,38,False,0
Lorenzo Lucca,FWD,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,805,0.00,0.00,0.00,0.00,345,0,0,0.0,0.0,2026-05-04T14:00:00Z,0,False,7,0,0,0,0,0,35,0,1903,0,0,3,1,0.0,0,-75,65,140,54,False,0
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,57,0.00,0.00,0.00,0.00,342,0,0,0.0,0.0,2026-05-03T18:00:00Z,0,False,18,0,0,0,0,0,35,0,3116,0,0,2,1,0.0,0,0,0,0,50,True,0
Ryan Christie,MID,Bournemouth,0.0,0,0,7,0,0,0.8,4,87,0.00,0.00,0.00,0.64,343,0,0,0.6,5.6,2026-05-03T13:00:00Z,21,False,8,0,0,0,2,0,35,0,20898,0,2,0,3,0.0,1,-1597,314,1911,49,True,0
Leo Shahar,DEF,Newcastle,0.0,0,0,0,0,0,0.0,0,765,0.00,0.00,0.00,0.00,349,0,0,0.0,0.0,2026-05-02T14:00:00Z,0,False,6,0,0,0,0,0,35,0,4206,0,0,1,3,0.0,0,33,104,71,40,True,0
Zeki Amdouni,FWD,Burnley,0.0,0,0,4,0,0,1.9,0,216,0.01,0.08,0.07,0.17,347,0,0,0.8,1.4,2026-05-01T19:00:00Z,14,False,11,0,0,0,0,0,35,0,2842,0,0,1,3,5.0,1,-6,23,29,48,False,0
Lucas Tolentino Coelho de Lima,MID,West Ham,0.0,0,0,0,0,0,0.0,0,612,0.00,0.00,0.00,0.00,344,0,0,0.0,0.0,2026-05-02T14:00:00Z,0,False,5,0,0,0,0,0,35,0,137809,0,0,0,3,0.0,0,-422,0,422,59,False,0
Jorrel Hato,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,672,0.00,0.00,0.00,0.00,345,0,0,0.0,0.0,2026-05-04T14:00:00Z,0,False,16,0,0,0,0,0,35,0,24539,0,0,3,1,0.0,0,-72,257,329,46,True,0
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,0,0,0.0,0,133,0.00,0.00,0.00,0.00,344,0,0,0.0,0.0,2026-05-02T14:00:00Z,0,False,19,0,0,0,0,0,35,0,4010,0,0,0,3,0.0,0,-16,0,16,44,True,0
Bashir Humphreys,DEF,Burnley,0.0,0,0,3,0,8,1.8,9,193,0.01,0.06,0.05,1.47,347,3,0,3.8,17.2,2026-05-01T19:00:00Z,75,False,11,0,0,0,4,0,35,0,16143,1,1,1,3,19.0,0,-366,94,460,39,False,1
