name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Reinildo Mandava,DEF,Sunderland,0.0,0,0,10,0,4,5.3,6,541,0.01,0.06,0.05,0.86,98,1,0,3.1,15.0,2025-11-03T20:00:00Z,90,False,9,0,0,0,4,0,10,0,550561,1,2,1,1,11.0,2,-15668,7749,23417,40,True,0
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,57,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2025-11-01T20:00:00Z,0,False,12,0,0,0,0,0,10,0,3430,0,0,0,2,0.0,0,-65,0,65,50,False,0
Ryan Christie,MID,Bournemouth,0.0,0,0,4,0,0,3.5,1,87,0.00,0.00,0.00,0.26,96,0,0,0.8,4.2,2025-11-02T16:30:00Z,17,False,13,0,0,0,0,0,10,0,9559,0,1,1,3,0.0,1,-444,424,868,50,False,0
Zeki Amdouni,FWD,Burnley,0.0,0,0,0,0,0,0.0,0,216,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2025-11-01T15:00:00Z,0,False,1,0,0,0,0,0,10,0,2852,0,0,2,0,0.0,0,-68,77,145,48,True,0
Lucas Tolentino Coelho de Lima,MID,West Ham,0.0,0,3,42,0,3,22.0,10,612,0.06,0.14,0.08,0.52,100,1,1,9.5,57.2,2025-11-02T14:00:00Z,90,False,15,0,0,0,4,0,10,0,296898,1,3,1,3,16.0,9,-65991,5398,71389,59,True,1
Jorrel Hato,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,672,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2025-11-01T17:30:00Z,0,False,18,0,0,0,0,0,10,0,22319,0,0,1,0,0.0,0,-740,448,1188,47,False,0
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,0,0,0.0,0,133,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2025-11-01T15:00:00Z,0,False,8,0,0,0,0,0,10,0,4889,0,0,0,2,0.0,0,-88,156,244,44,False,0
Bashir Humphreys,DEF,Burnley,0.0,0,0,0,0,0,0.0,0,193,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2025-11-01T15:00:00Z,0,False,1,0,0,0,0,0,10,0,8005,0,0,2,0,0.0,0,-99,224,323,40,True,0
Romain Faivre,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,92,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2025-11-02T16:30:00Z,0,False,13,0,0,0,0,0,10,0,9652,0,0,1,3,0.0,0,-437,0,437,45,False,0
Enock Agyei,MID,Burnley,0.0,0,0,0,0,0,0.0,0,203,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2025-11-01T15:00:00Z,0,False,1,0,0,0,0,0,10,0,5203,0,0,2,0,0.0,0,-98,95,193,48,True,0
Callum Bates,MID,Everton,0.0,0,0,0,0,0,0.0,0,306,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2025-11-03T20:00:00Z,0,False,17,0,0,0,0,0,10,0,9003,0,0,1,1,0.0,0,-206,249,455,44,False,0
Harry Tyrer,GK,Everton,0.0,0,0,0,0,0,0.0,0,289,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2025-11-03T20:00:00Z,0,False,17,0,0,0,0,0,10,0,13760,0,0,1,1,0.0,0,-192,94,286,40,False,0
Etienne Green,GK,Burnley,0.0,0,0,0,0,0,0.0,0,184,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2025-11-01T15:00:00Z,0,False,1,0,0,0,0,0,10,0,28859,0,0,2,0,0.0,0,-1078,0,1078,40,True,0
Destiny Udogie,DEF,Spurs,0.0,0,0,5,0,1,0.3,2,574,0.00,0.00,0.00,1.42,99,0,0,0.4,4.0,2025-11-01T17:30:00Z,17,False,7,0,0,0,1,0,10,0,52270,0,1,1,0,0.0,1,-8825,214,9039,44,True,0
Simon Moore,GK,Sunderland,0.0,0,0,0,0,0,0.0,0,529,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2025-11-03T20:00:00Z,0,False,9,0,0,0,0,0,10,0,47471,0,0,1,1,0.0,0,-837,357,1194,40,True,0
Ben Winterburn,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,96,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2025-11-02T16:30:00Z,0,False,13,0,0,0,0,0,10,0,4897,0,0,1,3,0.0,0,-209,0,209,45,False,0
Mikey Moore,MID,Spurs,0.0,0,0,0,0,0,0.0,0,592,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2025-11-01T17:30:00Z,0,False,7,0,0,0,0,0,10,0,460,0,0,1,0,0.0,0,-10,0,10,50,True,0
Pape Matar Sarr,MID,Spurs,0.0,0,0,15,0,7,23.3,15,593,0.03,0.03,0.00,3.68,99,1,0,5.0,23.0,2025-11-01T17:30:00Z,90,False,7,0,0,0,5,0,10,0,206093,1,3,1,0,4.0,4,-16481,6466,22947,49,True,0
Hákon Rafn Valdimarsson,GK,Brentford,0.0,0,0,0,0,0,0.0,0,105,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2025-11-01T15:00:00Z,0,False,8,0,0,0,0,0,10,0,93596,0,0,0,2,0.0,0,4113,6838,2725,39,False,0
Toby Collyer,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,460,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2025-11-01T15:00:00Z,0,False,16,0,0,0,0,0,10,0,4038,0,0,2,2,0.0,0,-172,0,172,45,False,0
Marcos Senesi Barón,DEF,Bournemouth,0.0,0,0,7,0,12,18.3,14,72,0.18,0.18,0.00,2.22,96,3,0,5.8,37.4,2025-11-02T16:30:00Z,90,False,13,0,0,0,10,0,10,0,3213848,1,2,1,3,2.0,3,-72064,79878,151942,50,False,0
Tyler Morton,MID,Liverpool,0.0,0,0,0,0,0,0.0,0,395,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2025-11-01T20:00:00Z,0,False,2,0,0,0,0,0,10,0,298,0,0,0,2,0.0,0,-4,0,4,45,True,0
Alexis Mac Allister,MID,Liverpool,0.0,1,0,23,1,2,35.8,5,386,0.07,0.21,0.14,0.41,95,0,0,7.1,29.8,2025-11-01T20:00:00Z,90,False,2,0,0,0,1,0,10,0,147708,1,2,0,2,5.0,6,-7523,2354,9877,63,True,0
André Trindade da Costa Neto,MID,Wolves,0.0,0,0,6,0,0,1.3,2,643,0.00,0.00,0.00,0.66,94,0,0,0.4,2.6,2025-11-01T15:00:00Z,14,False,10,0,0,0,1,0,10,0,9416,0,1,0,3,0.0,1,-10,627,637,54,False,0
Harrison Ashby,DEF,Newcastle,0.0,0,0,0,0,0,0.0,0,482,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2025-11-02T14:00:00Z,0,False,19,0,0,0,0,0,10,0,17050,0,0,1,3,0.0,0,-1089,50,1139,39,False,0
Samuel Amissah,DEF,Fulham,0.0,0,0,0,0,0,0.0,0,323,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2025-11-01T15:00:00Z,0,False,20,0,0,0,0,0,10,0,17624,0,0,0,3,0.0,0,-428,245,673,39,True,0
Luís Hemir Silva Semedo,FWD,Sunderland,0.0,0,0,0,0,0,0.0,0,563,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2025-11-03T20:00:00Z,0,False,9,0,0,0,0,0,10,0,13332,0,0,1,1,0.0,0,-658,0,658,44,True,0
