name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Reinildo Mandava,DEF,Sunderland,0.0,0,0,0,0,0,0.0,0,541,0.00,0.00,0.00,0.00,78,0,0,0.0,0.0,2025-10-18T14:00:00Z,0,False,20,0,0,0,0,0,8,0,590646,0,0,0,2,0.0,0,-83340,668,84008,40,True,0
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,57,0.00,0.00,0.00,0.00,79,0,0,0.0,0.0,2025-10-19T13:00:00Z,0,False,18,0,0,0,0,0,8,0,3566,0,0,2,1,0.0,0,-137,0,137,50,False,0
Ryan Christie,MID,Bournemouth,3.3,0,0,19,0,3,0.1,5,87,0.00,0.63,0.63,2.68,73,2,1,7.3,38.2,2025-10-18T14:00:00Z,23,False,8,0,0,0,2,0,8,0,8483,0,0,3,3,35.0,5,-345,497,842,50,False,1
Zeki Amdouni,FWD,Burnley,0.0,0,0,0,0,0,0.0,0,216,0.00,0.00,0.00,0.00,72,0,0,0.0,0.0,2025-10-18T14:00:00Z,0,False,11,0,0,0,0,0,8,0,2903,0,0,0,2,0.0,0,-265,84,349,49,True,0
Lucas Tolentino Coelho de Lima,MID,West Ham,2.3,0,0,6,0,3,6.6,9,612,0.08,0.12,0.04,2.31,80,2,0,1.8,8.0,2025-10-20T19:00:00Z,90,False,5,0,0,0,4,0,8,0,372394,1,2,2,0,3.0,2,13215,65129,51914,59,True,0
Jorrel Hato,DEF,Chelsea,1.5,0,0,0,0,0,0.0,0,672,0.00,0.00,0.00,0.00,77,0,0,0.0,0.0,2025-10-18T11:30:00Z,0,False,16,0,0,0,0,0,8,0,23034,0,0,3,0,0.0,0,-650,869,1519,48,False,0
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,0,0,0.0,0,133,0.00,0.00,0.00,0.00,80,0,0,0.0,0.0,2025-10-20T19:00:00Z,0,False,19,0,0,0,0,0,8,0,4857,0,0,2,0,0.0,0,102,451,349,44,False,0
Bashir Humphreys,DEF,Burnley,0.0,0,0,0,0,0,0.0,0,193,0.00,0.00,0.00,0.00,72,0,0,0.0,0.0,2025-10-18T14:00:00Z,0,False,11,0,0,0,0,0,8,0,7528,0,0,0,2,0.0,0,-156,228,384,40,True,0
Romain Faivre,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,92,0.00,0.00,0.00,0.00,73,0,0,0.0,0.0,2025-10-18T14:00:00Z,0,False,8,0,0,0,0,0,8,0,10611,0,0,3,3,0.0,0,-924,0,924,45,False,0
Enock Agyei,MID,Burnley,0.0,0,0,0,0,0,0.0,0,203,0.00,0.00,0.00,0.00,72,0,0,0.0,0.0,2025-10-18T14:00:00Z,0,False,11,0,0,0,0,0,8,0,5260,0,0,0,2,0.0,0,-132,158,290,48,True,0
Callum Bates,MID,Everton,-0.5,0,0,0,0,0,0.0,0,306,0.00,0.00,0.00,0.00,76,0,0,0.0,0.0,2025-10-18T14:00:00Z,0,False,13,0,0,0,0,0,8,0,9128,0,0,0,2,0.0,0,-179,588,767,45,False,0
Harry Tyrer,GK,Everton,-0.5,0,0,0,0,0,0.0,0,289,0.00,0.00,0.00,0.00,76,0,0,0.0,0.0,2025-10-18T14:00:00Z,0,False,13,0,0,0,0,0,8,0,13924,0,0,0,2,0.0,0,-368,122,490,40,False,0
Etienne Green,GK,Burnley,0.0,0,0,0,0,0,0.0,0,184,0.00,0.00,0.00,0.00,72,0,0,0.0,0.0,2025-10-18T14:00:00Z,0,False,11,0,0,0,0,0,8,0,31175,0,0,0,2,0.0,0,-2025,0,2025,40,True,0
Destiny Udogie,DEF,Spurs,1.3,0,0,0,0,0,0.0,0,574,0.00,0.00,0.00,0.00,79,0,0,0.0,0.0,2025-10-19T13:00:00Z,0,False,2,0,0,0,0,0,8,0,70627,0,0,2,1,0.0,0,765,5704,4939,44,True,0
Simon Moore,GK,Sunderland,-0.5,0,0,0,0,0,0.0,0,529,0.00,0.00,0.00,0.00,78,0,0,0.0,0.0,2025-10-18T14:00:00Z,0,False,20,0,0,0,0,0,8,0,48848,0,0,0,2,0.0,0,-1323,483,1806,40,True,0
Ben Winterburn,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,96,0.00,0.00,0.00,0.00,73,0,0,0.0,0.0,2025-10-18T14:00:00Z,0,False,8,0,0,0,0,0,8,0,5318,0,0,3,3,0.0,0,-510,0,510,45,False,0
Mikey Moore,MID,Spurs,0.0,0,0,0,0,0,0.0,0,592,0.00,0.00,0.00,0.00,79,0,0,0.0,0.0,2025-10-19T13:00:00Z,0,False,2,0,0,0,0,0,8,0,478,0,0,2,1,0.0,0,-9,0,9,50,True,0
Pape Matar Sarr,MID,Spurs,2.0,0,0,1,0,0,0.0,1,593,0.00,0.00,0.00,0.12,79,0,0,0.0,0.0,2025-10-19T13:00:00Z,4,False,2,0,0,0,1,0,8,0,251918,0,0,2,1,0.0,1,-44850,6918,51768,50,True,0
Hákon Rafn Valdimarsson,GK,Brentford,0.0,0,0,0,0,0,0.0,0,105,0.00,0.00,0.00,0.00,80,0,0,0.0,0.0,2025-10-20T19:00:00Z,0,False,19,0,0,0,0,0,8,0,76680,0,0,2,0,0.0,0,-3313,295,3608,40,False,0
Toby Collyer,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,460,0.00,0.00,0.00,0.00,75,0,0,0.0,0.0,2025-10-19T15:30:00Z,0,False,12,0,0,0,0,0,8,0,4368,0,0,2,1,0.0,0,-328,0,328,45,False,0
Marcos Senesi Barón,DEF,Bournemouth,3.7,0,0,6,0,18,0.3,20,72,0.01,0.03,0.02,4.44,73,3,0,5.5,45.2,2025-10-18T14:00:00Z,90,False,8,0,0,0,4,0,8,0,3183963,1,2,3,3,9.0,2,252436,324745,72309,50,False,1
Tyler Morton,MID,Liverpool,0.0,0,0,0,0,0,0.0,0,395,0.00,0.00,0.00,0.00,75,0,0,0.0,0.0,2025-10-19T15:30:00Z,0,False,14,0,0,0,0,0,8,0,304,0,0,2,1,0.0,0,-14,0,14,45,True,0
Alexis Mac Allister,MID,Liverpool,3.0,0,0,5,0,0,2.0,1,386,0.02,0.11,0.09,0.70,75,1,0,1.5,2.4,2025-10-19T15:30:00Z,61,False,14,0,0,0,1,0,8,0,156518,1,0,2,1,11.0,2,-5303,6570,11873,63,True,0
André Trindade da Costa Neto,MID,Wolves,4.5,0,0,16,0,5,6.2,14,643,0.02,0.04,0.02,0.65,78,2,0,2.5,18.0,2025-10-18T14:00:00Z,90,False,17,0,0,0,8,0,8,0,8801,1,1,0,2,1.0,4,-38,483,521,54,False,0
Harrison Ashby,DEF,Newcastle,0.0,0,0,0,0,0,0.0,0,482,0.00,0.00,0.00,0.00,71,0,0,0.0,0.0,2025-10-18T14:00:00Z,0,False,6,0,0,0,0,0,8,0,19485,0,0,1,2,0.0,0,-1004,303,1307,39,False,0
Samuel Amissah,DEF,Fulham,-0.5,0,0,0,0,0,0.0,0,323,0.00,0.00,0.00,0.00,74,0,0,0.0,0.0,2025-10-18T16:30:00Z,0,False,1,0,0,0,0,0,8,0,17636,0,0,1,0,0.0,0,-402,334,736,39,True,0
Luís Hemir Silva Semedo,FWD,Sunderland,0.0,0,0,0,0,0,0.0,0,563,0.00,0.00,0.00,0.00,78,0,0,0.0,0.0,2025-10-18T14:00:00Z,0,False,20,0,0,0,0,0,8,0,14792,0,0,0,2,0.0,0,-1448,0,1448,44,True,0
Adama Traoré Diarra,MID,Fulham,0.8,0,0,3,0,0,1.8,1,326,0.01,0.05,0.04,0.57,74,0,0,1.0,1.2,2025-10-18T16:30:00Z,8,False,1,0,0,0,1,0,8,0,19836,0,0,1,0,7.0,1,-1224,549,1773,52,True,0
Yasin Ayari,MID,Brighton,1.5,0,0,15,0,1,34.3,5,166,0.02,0.10,0.08,1.45,71,1,0,5.9,13.6,2025-10-18T14:00:00Z,90,False,15,0,0,0,2,0,8,0,41983,1,2,1,2,11.0,2,923,6162,5239,49,True,0
Mateo Kovačić,MID,Man City,0.8,0,0,3,0,0,0.8,0,422,0.00,0.00,0.00,0.00,76,0,0,0.3,2.6,2025-10-18T14:00:00Z,4,False,9,0,0,0,0,0,8,0,2882,0,0,0,2,0.0,1,374,680,306,59,True,0
Thierno Barry,FWD,Everton,0.5,0,0,3,0,1,0.5,1,310,0.00,0.00,0.00,1.05,76,0,0,0.3,2.0,2025-10-18T14:00:00Z,15,False,13,0,0,0,0,0,8,0,41925,0,0,0,2,0.0,1,-2779,1732,4511,57,False,0
Ollie Scarles,DEF,West Ham,0.3,0,0,4,0,4,1.0,5,608,0.01,0.01,0.00,1.46,80,1,0,0.9,8.0,2025-10-20T19:00:00Z,45,False,5,0,0,0,0,0,8,0,4187,1,1,2,0,0.0,1,-160,93,253,44,True,0
