name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Aaron Hickey,DEF,Brentford,1.0,0,0,9,0,1,1.8,1,116,0.03,0.03,0.00,1.02,52,1,0,0.5,3.0,2025-09-27T11:30:00Z,74,False,14,0,0,0,5,0,6,0,45737,1,0,1,3,0.0,2,-1322,1828,3150,40,True,0
Aaron Ramsdale,GK,Newcastle,0.0,0,0,0,0,0,0.0,0,674,0.00,0.00,0.00,0.00,58,0,0,0.0,0.0,2025-09-28T15:30:00Z,0,False,1,0,0,0,0,0,6,0,79518,0,0,2,1,0.0,0,-4007,1408,5415,49,True,0
Aaron Ramsey,MID,Burnley,0.0,0,0,0,0,0,0.0,0,211,0.00,0.00,0.00,0.00,57,0,0,0.0,0.0,2025-09-27T14:00:00Z,0,False,13,0,0,0,0,0,6,0,408351,0,0,1,5,0.0,0,-95243,0,95243,44,False,0
Aaron Wan-Bissaka,DEF,West Ham,0.0,0,0,0,0,0,0.0,0,610,0.00,0.00,0.00,0.00,55,0,0,0.0,0.0,2025-09-29T19:00:00Z,0,False,9,0,0,0,0,0,6,0,972280,0,0,1,1,0.0,0,-299810,1614,301424,43,False,0
Aarón Anselmino,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,234,0.00,0.00,0.00,0.00,53,0,0,0.0,0.0,2025-09-27T14:00:00Z,0,False,6,0,0,0,0,0,6,0,8789,0,0,3,1,0.0,0,-709,0,709,40,True,0
Abdallah Sima,MID,Brighton,0.0,0,0,0,0,0,0.0,0,165,0.00,0.00,0.00,0.00,53,0,0,0.0,0.0,2025-09-27T14:00:00Z,0,False,7,0,0,0,0,0,6,0,1808,0,0,3,1,0.0,0,-157,0,157,54,False,0
Abdoullah Ba,MID,Sunderland,-0.5,0,0,0,0,0,0.0,0,554,0.00,0.00,0.00,0.00,59,0,0,0.0,0.0,2025-09-27T16:30:00Z,0,False,16,0,0,0,0,0,6,0,25286,0,0,1,0,0.0,0,-994,1490,2484,44,False,0
Abdukodir Khusanov,DEF,Man City,0.0,0,0,0,0,0,0.0,0,406,0.00,0.00,0.00,0.00,57,0,0,0.0,0.0,2025-09-27T14:00:00Z,0,False,3,0,0,0,0,0,6,0,46707,0,0,1,5,0.0,0,-6035,5541,11576,54,True,0
Adama Traoré Diarra,MID,Fulham,1.0,0,0,8,0,0,33.3,3,326,0.41,0.41,0.00,1.11,51,3,0,4.5,7.6,2025-09-28T13:00:00Z,79,False,2,0,0,0,3,0,6,0,21210,0,0,1,3,4.0,2,-1658,787,2445,53,False,0
Adam Aznou,DEF,Everton,0.0,0,0,0,0,0,0.0,0,667,0.00,0.00,0.00,0.00,55,0,0,0.0,0.0,2025-09-29T19:00:00Z,0,False,19,0,0,0,0,0,6,0,7319,0,0,1,1,0.0,0,-504,157,661,44,True,0
Adam Smith,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,73,0.00,0.00,0.00,0.00,56,0,0,0.0,0.0,2025-09-27T14:00:00Z,0,False,11,0,0,0,0,0,6,0,22515,0,0,2,2,0.0,0,-2992,59,3051,44,False,0
Adam Webster,DEF,Brighton,0.0,0,0,0,0,0,0.0,0,153,0.00,0.00,0.00,0.00,53,0,0,0.0,0.0,2025-09-27T14:00:00Z,0,False,7,0,0,0,0,0,6,0,900,0,0,3,1,0.0,0,-19,66,85,44,False,0
Adam Wharton,MID,Crystal Palace,1.8,0,0,21,1,1,48.3,6,273,0.44,0.48,0.04,1.03,54,0,0,6.6,13.0,2025-09-27T14:00:00Z,61,False,12,0,0,0,4,0,6,0,49122,1,1,1,2,5.0,3,1313,4578,3265,50,True,0
Adrian Mazilu,MID,Brighton,0.0,0,0,0,0,0,0.0,0,176,0.00,0.00,0.00,0.00,53,0,0,0.0,0.0,2025-09-27T14:00:00Z,0,False,7,0,0,0,0,0,6,0,4026,0,0,3,1,0.0,0,-579,139,718,45,False,0
Adrien Truffert,DEF,Bournemouth,5.2,0,0,15,0,8,5.0,13,74,0.02,0.02,0.00,1.84,56,2,0,3.6,29.0,2025-09-27T14:00:00Z,90,False,11,0,0,0,7,0,6,0,231856,1,5,2,2,2.0,3,73628,90069,16441,45,False,0
Ahmed Abdullahi,FWD,Sunderland,-0.5,0,0,0,0,0,0.0,0,562,0.00,0.00,0.00,0.00,59,0,0,0.0,0.0,2025-09-27T16:30:00Z,0,False,16,0,0,0,0,0,6,0,49291,0,0,1,0,0.0,0,-1712,3020,4732,44,False,0
Aji Alese,DEF,Sunderland,-0.1,0,0,0,0,0,0.0,0,533,0.00,0.00,0.00,0.00,59,0,0,0.0,0.0,2025-09-27T16:30:00Z,0,False,16,0,0,0,0,0,6,0,489,0,0,1,0,0.0,0,-19,25,44,40,False,0
Alan Browne,MID,Sunderland,0.0,0,0,0,0,0,0.0,0,555,0.00,0.00,0.00,0.00,59,0,0,0.0,0.0,2025-09-27T16:30:00Z,0,False,16,0,0,0,0,0,6,0,6183,0,0,1,0,0.0,0,-789,0,789,45,False,0
