name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Reinildo Mandava,DEF,Sunderland,0.0,0,0,3,0,6,2.6,8,541,0.00,0.00,0.00,2.16,115,1,0,2.1,18.4,2025-11-22T15:00:00Z,90,False,10,0,0,0,5,0,12,0,529957,1,2,0,1,0.0,1,-7762,8474,16236,40,False,1
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,57,0.00,0.00,0.00,0.00,116,0,0,0.0,0.0,2025-11-23T14:00:00Z,0,False,11,0,0,0,0,0,12,0,3346,0,0,2,1,0.0,0,-37,0,37,50,False,0
Ryan Christie,MID,Bournemouth,0.0,0,0,11,0,0,24.1,0,87,0.08,0.37,0.29,0.12,112,0,0,6.5,9.4,2025-11-22T15:00:00Z,45,False,19,0,0,0,0,0,12,0,9614,0,0,2,2,31.0,1,-43,474,517,50,True,0
Zeki Amdouni,FWD,Burnley,0.0,0,0,0,0,0,0.0,0,216,0.00,0.00,0.00,0.00,114,0,0,0.0,0.0,2025-11-22T12:30:00Z,0,False,7,0,0,0,0,0,12,0,2819,0,0,2,0,0.0,0,-38,70,108,48,True,0
Lucas Tolentino Coelho de Lima,MID,West Ham,0.0,0,0,0,0,0,0.0,0,612,0.00,0.00,0.00,0.00,112,0,0,0.0,0.0,2025-11-22T15:00:00Z,0,False,4,0,0,0,0,0,12,0,238650,0,0,2,2,0.0,0,-112729,1349,114078,59,False,0
Jorrel Hato,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,672,0.00,0.00,0.00,0.00,114,0,0,0.0,0.0,2025-11-22T12:30:00Z,0,False,3,0,0,0,0,0,12,0,21868,0,0,2,0,0.0,0,-428,377,805,47,False,0
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,0,0,0.0,0,133,0.00,0.00,0.00,0.00,113,0,0,0.0,0.0,2025-11-22T15:00:00Z,0,False,6,0,0,0,0,0,12,0,4971,0,0,1,2,0.0,0,-37,133,170,44,False,0
Bashir Humphreys,DEF,Burnley,0.0,0,0,0,0,0,0.0,0,193,0.00,0.00,0.00,0.00,114,0,0,0.0,0.0,2025-11-22T12:30:00Z,0,False,7,0,0,0,0,0,12,0,8478,0,0,2,0,0.0,0,-95,185,280,40,True,0
Romain Faivre,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,92,0.00,0.00,0.00,0.00,112,0,0,0.0,0.0,2025-11-22T15:00:00Z,0,False,19,0,0,0,0,0,12,0,9096,0,0,2,2,0.0,0,-275,0,275,45,True,0
Enock Agyei,MID,Burnley,0.0,0,0,0,0,0,0.0,0,203,0.00,0.00,0.00,0.00,114,0,0,0.0,0.0,2025-11-22T12:30:00Z,0,False,7,0,0,0,0,0,12,0,5183,0,0,2,0,0.0,0,-95,76,171,48,True,0
Callum Bates,MID,Everton,0.0,0,0,0,0,0,0.0,0,306,0.00,0.00,0.00,0.00,118,0,0,0.0,0.0,2025-11-24T20:00:00Z,0,False,14,0,0,0,0,0,12,0,8932,0,0,1,0,0.0,0,-149,221,370,44,False,0
Harry Tyrer,GK,Everton,0.0,0,0,0,0,0,0.0,0,289,0.00,0.00,0.00,0.00,118,0,0,0.0,0.0,2025-11-24T20:00:00Z,0,False,14,0,0,0,0,0,12,0,14457,0,0,1,0,0.0,0,161,402,241,39,False,0
Etienne Green,GK,Burnley,0.0,0,0,0,0,0,0.0,0,184,0.00,0.00,0.00,0.00,114,0,0,0.0,0.0,2025-11-22T12:30:00Z,0,False,7,0,0,0,0,0,12,0,27262,0,0,2,0,0.0,0,-794,0,794,40,True,0
Destiny Udogie,DEF,Spurs,0.0,0,0,-2,0,2,1.2,6,574,0.00,0.00,0.00,1.93,111,4,0,1.4,13.2,2025-11-23T16:30:00Z,90,False,1,0,0,0,8,0,12,0,51418,1,4,1,4,0.0,0,-400,1205,1605,44,False,0
Simon Moore,GK,Sunderland,0.0,0,0,0,0,0,0.0,0,529,0.00,0.00,0.00,0.00,115,0,0,0.0,0.0,2025-11-22T15:00:00Z,0,False,10,0,0,0,0,0,12,0,48831,0,0,0,1,0.0,0,396,1216,820,39,False,0
Ben Winterburn,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,96,0.00,0.00,0.00,0.00,112,0,0,0.0,0.0,2025-11-22T15:00:00Z,0,False,19,0,0,0,0,0,12,0,4641,0,0,2,2,0.0,0,-144,0,144,45,True,0
Mikey Moore,MID,Spurs,0.0,0,0,0,0,0,0.0,0,592,0.00,0.00,0.00,0.00,111,0,0,0.0,0.0,2025-11-23T16:30:00Z,0,False,1,0,0,0,0,0,12,0,447,0,0,1,4,0.0,0,-6,0,6,50,False,0
Pape Matar Sarr,MID,Spurs,0.0,0,0,2,0,1,1.1,3,593,0.00,0.00,0.00,0.81,111,1,0,0.3,1.8,2025-11-23T16:30:00Z,24,False,1,0,0,0,2,0,12,0,192216,0,0,1,4,0.0,1,-10731,8178,18909,48,False,0
Hákon Rafn Valdimarsson,GK,Brentford,0.0,0,0,0,0,0,0.0,0,105,0.00,0.00,0.00,0.00,113,0,0,0.0,0.0,2025-11-22T15:00:00Z,0,False,6,0,0,0,0,0,12,0,96155,0,0,1,2,0.0,0,1348,3694,2346,39,False,0
Toby Collyer,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,460,0.00,0.00,0.00,0.00,118,0,0,0.0,0.0,2025-11-24T20:00:00Z,0,False,9,0,0,0,0,0,12,0,3821,0,0,1,0,0.0,0,-118,0,118,45,True,0
Marcos Senesi Barón,DEF,Bournemouth,0.0,1,0,23,0,3,43.2,5,72,0.41,0.43,0.02,0.65,112,2,0,9.0,41.2,2025-11-22T15:00:00Z,90,False,19,0,0,0,5,0,12,0,3389770,1,2,2,2,6.0,3,135796,196410,60614,50,True,1
Tyler Morton,MID,Liverpool,0.0,0,0,0,0,0,0.0,0,395,0.00,0.00,0.00,0.00,117,0,0,0.0,0.0,2025-11-22T15:00:00Z,0,False,16,0,0,0,0,0,12,0,289,0,0,3,0,0.0,0,-6,0,6,45,True,0
Alexis Mac Allister,MID,Liverpool,0.0,0,0,9,0,1,20.7,5,386,0.17,0.75,0.58,1.58,117,3,0,7.5,16.0,2025-11-22T15:00:00Z,90,False,16,0,0,0,3,0,12,0,155903,1,1,3,0,38.0,2,3292,8154,4862,63,True,0
André Trindade da Costa Neto,MID,Wolves,0.0,0,0,20,0,3,4.3,17,643,0.01,0.01,0.00,1.27,120,2,0,2.2,18.0,2025-11-22T15:00:00Z,90,False,8,0,0,0,9,0,12,0,8768,1,5,2,0,0.0,4,-199,177,376,53,True,0
Harrison Ashby,DEF,Newcastle,0.0,0,0,0,0,0,0.0,0,482,0.00,0.00,0.00,0.00,119,0,0,0.0,0.0,2025-11-22T17:30:00Z,0,False,13,0,0,0,0,0,12,0,15984,0,0,1,2,0.0,0,-524,51,575,39,True,0
Samuel Amissah,DEF,Fulham,0.0,0,0,0,0,0,0.0,0,323,0.00,0.00,0.00,0.00,115,0,0,0.0,0.0,2025-11-22T15:00:00Z,0,False,17,0,0,0,0,0,12,0,17533,0,0,0,1,0.0,0,-339,159,498,39,True,0
Luís Hemir Silva Semedo,FWD,Sunderland,0.0,0,0,0,0,0,0.0,0,563,0.00,0.00,0.00,0.00,115,0,0,0.0,0.0,2025-11-22T15:00:00Z,0,False,10,0,0,0,0,0,12,0,12533,0,0,0,1,0.0,0,-363,0,363,44,False,0
Adama Traoré Diarra,MID,Fulham,0.0,0,0,0,0,0,0.0,0,326,0.00,0.00,0.00,0.00,115,0,0,0.0,0.0,2025-11-22T15:00:00Z,0,False,17,0,0,0,0,0,12,0,19236,0,0,0,1,0.0,0,-467,416,883,52,True,0
Yasin Ayari,MID,Brighton,0.0,0,0,16,0,0,14.2,14,166,0.08,0.08,0.00,1.91,113,1,0,3.6,19.4,2025-11-22T15:00:00Z,90,False,5,0,0,0,8,0,12,0,34237,1,6,1,2,2.0,4,-2175,1013,3188,49,True,0
Mateo Kovačić,MID,Man City,0.0,0,0,0,0,0,0.0,0,422,0.00,0.00,0.00,0.00,119,0,0,0.0,0.0,2025-11-22T17:30:00Z,0,False,15,0,0,0,0,0,12,0,2812,0,0,1,2,0.0,0,-323,20,343,59,False,0
Thierno Barry,FWD,Everton,0.0,0,0,5,1,2,6.6,5,310,0.01,0.01,0.00,1.18,118,0,0,1.4,3.6,2025-11-24T20:00:00Z,80,False,14,0,0,0,3,0,12,0,40071,1,0,1,0,4.0,2,-684,1410,2094,57,False,0
Ollie Scarles,DEF,West Ham,0.0,0,0,0,0,0,0.0,0,608,0.00,0.00,0.00,0.00,112,0,0,0.0,0.0,2025-11-22T15:00:00Z,0,False,4,0,0,0,0,0,12,0,3645,0,0,2,2,0.0,0,-129,24,153,44,False,0
Rico Lewis,DEF,Man City,0.0,0,0,0,0,0,0.0,0,410,0.00,0.00,0.00,0.00,119,0,0,0.0,0.0,2025-11-22T17:30:00Z,0,False,15,0,0,0,0,0,12,0,193424,0,0,1,2,0.0,0,-7856,1513,9369,48,False,0
Brenden Aaronson,MID,Leeds,0.0,0,0,6,0,0,3.8,8,350,0.01,0.32,0.31,1.08,116,2,0,4.0,6.6,2025-11-23T14:00:00Z,79,False,2,0,0,0,5,0,12,0,23136,1,3,2,1,30.0,2,1219,3413,2194,54,True,0
Eliezer Mayenda Dossou,FWD,Sunderland,0.0,0,0,2,0,0,0.0,0,561,0.00,0.00,0.00,0.11,115,0,0,0.0,0.0,2025-11-22T15:00:00Z,1,False,10,0,0,0,0,0,12,0,79611,0,0,0,1,0.0,1,-3397,1329,4726,54,False,0
Steven Benda,GK,Fulham,0.0,0,0,0,0,0,0.0,0,315,0.00,0.00,0.00,0.00,115,0,0,0.0,0.0,2025-11-22T15:00:00Z,0,False,17,0,0,0,0,0,12,0,582,0,0,0,1,0.0,0,-10,0,10,40,True,0
Myles Lewis-Skelly,DEF,Arsenal,0.0,0,0,3,0,0,0.0,0,10,0.00,0.00,0.00,0.00,111,0,0,0.0,0.2,2025-11-23T16:30:00Z,1,False,18,0,0,0,0,0,12,0,198178,0,0,1,4,0.0,1,-3884,3120,7004,51,True,0
Hugo Bueno López,DEF,Wolves,0.0,0,0,4,0,0,1.3,0,633,0.00,0.00,0.00,0.07,120,0,0,0.3,1.6,2025-11-22T15:00:00Z,2,False,8,0,0,0,0,0,12,0,10881,0,0,2,0,0.0,1,-528,250,778,44,True,0
Milan Aleksić,MID,Sunderland,0.0,0,0,0,0,0,0.0,0,546,0.00,0.00,0.00,0.00,115,0,0,0.0,0.0,2025-11-22T15:00:00Z,0,False,10,0,0,0,0,0,12,0,2104,0,0,0,1,0.0,0,-42,0,42,49,False,0
Toti Gomes,DEF,Wolves,0.0,0,0,6,0,10,1.0,11,637,0.01,0.01,0.00,1.27,120,2,0,2.0,18.8,2025-11-22T15:00:00Z,90,False,8,0,0,0,4,0,12,0,12603,1,1,2,0,0.0,3,-180,202,382,43,True,0
