name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Reinildo Mandava,DEF,Sunderland,0.0,0,0,11,0,6,15.9,8,541,0.07,0.07,0.00,0.61,218,1,0,3.8,22.0,2026-01-17T15:00:00Z,90,False,8,0,0,0,4,0,22,0,339141,1,2,1,2,0.0,2,7839,16272,8433,38,True,0
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,57,0.00,0.00,0.00,0.00,211,0,0,0.0,0.0,2026-01-18T16:30:00Z,0,False,9,0,0,0,0,0,22,0,3172,0,0,1,0,0.0,0,-14,0,14,50,True,0
Ryan Christie,MID,Bournemouth,0.0,0,0,0,0,1,0.6,1,87,0.00,0.00,0.00,0.50,212,1,0,0.3,2.2,2026-01-19T20:00:00Z,18,False,6,0,0,0,0,0,22,0,6519,0,0,1,1,0.0,1,-246,10,256,49,False,0
Leo Shahar,DEF,Newcastle,0.0,0,0,0,0,0,0.0,0,765,0.00,0.00,0.00,0.00,220,0,0,0.0,0.0,2026-01-18T14:00:00Z,0,False,20,0,0,0,0,0,22,0,2071,0,0,0,0,0.0,0,134,364,230,40,False,0
Zeki Amdouni,FWD,Burnley,0.0,0,0,0,0,0,0.0,0,216,0.00,0.00,0.00,0.00,215,0,0,0.0,0.0,2026-01-17T15:00:00Z,0,False,12,0,0,0,0,0,22,0,2783,0,0,1,1,0.0,0,29,81,52,48,False,0
Lucas Tolentino Coelho de Lima,MID,West Ham,0.0,0,0,0,0,0,0.0,0,612,0.00,0.00,0.00,0.00,219,0,0,0.0,0.0,2026-01-17T15:00:00Z,0,False,18,0,0,0,0,0,22,0,233216,0,0,2,1,0.0,0,-59769,3209,62978,59,False,0
Jorrel Hato,DEF,Chelsea,0.0,0,0,1,0,1,0.0,1,672,0.00,0.00,0.00,0.15,213,0,0,0.1,1.0,2026-01-17T15:00:00Z,5,False,5,0,0,0,0,0,22,0,21009,0,0,0,2,0.0,1,625,960,335,46,True,0
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,0,0,0.0,0,133,0.00,0.00,0.00,0.00,213,0,0,0.0,0.0,2026-01-17T15:00:00Z,0,False,7,0,0,0,0,0,22,0,4839,0,0,0,2,0.0,0,-115,98,213,44,False,0
Bashir Humphreys,DEF,Burnley,0.0,0,1,25,0,10,1.2,12,193,0.00,0.00,0.00,3.18,215,1,0,3.5,32.0,2026-01-17T15:00:00Z,90,False,12,0,0,0,2,0,22,0,10386,1,2,1,1,2.0,4,1576,1952,376,39,False,1
Romain Faivre,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,92,0.00,0.00,0.00,0.00,212,0,0,0.0,0.0,2026-01-19T20:00:00Z,0,False,6,0,0,0,0,0,22,0,7870,0,0,1,1,0.0,0,16,88,72,45,False,0
