name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Reinildo Mandava,DEF,Sunderland,3.5,0,0,12,0,4,1.9,8,541,0.01,0.01,0.00,0.89,378,1,0,1.6,14.0,2026-05-24T15:00:00Z,90,False,7,0,0,0,6,0,38,0,388757,1,4,1,2,0.0,2,3806,9340,5534,38,True,0
Lorenzo Lucca,FWD,Nott'm Forest,0.2,0,0,0,0,0,0.0,0,805,0.00,0.00,0.00,0.00,377,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,4,0,0,0,0,0,38,0,1964,0,0,1,1,0.0,0,19,136,117,53,True,0
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,57,0.00,0.00,0.00,0.00,376,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,13,0,0,0,0,0,38,0,3112,0,0,2,1,0.0,0,0,0,0,50,False,0
Ryan Christie,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,87,0.00,0.00,0.00,0.00,377,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,16,0,0,0,0,0,38,0,13154,0,0,1,1,0.0,0,-2224,44,2268,49,False,0
Leo Shahar,DEF,Newcastle,0.0,0,0,0,0,0,0.0,0,765,0.00,0.00,0.00,0.00,374,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,10,0,0,0,0,0,38,0,4490,0,0,0,2,0.0,0,28,125,97,40,False,0
Zeki Amdouni,FWD,Burnley,1.0,0,0,0,0,0,1.9,0,216,0.01,0.01,0.00,0.49,372,0,0,0.5,0.0,2026-05-24T15:00:00Z,24,False,20,0,0,0,0,0,38,0,3346,0,0,1,1,4.0,1,179,242,63,48,True,0
Lucas Tolentino Coelho de Lima,MID,West Ham,0.0,0,0,0,0,0,0.0,0,612,0.00,0.00,0.00,0.00,380,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,11,0,0,0,0,0,38,0,136786,0,0,0,3,0.0,0,-319,0,319,59,True,0
Jorrel Hato,DEF,Chelsea,1.0,0,0,0,0,4,1.8,4,672,0.06,0.06,0.00,1.38,378,2,0,1.2,7.8,2026-05-24T15:00:00Z,51,False,17,0,0,0,0,0,38,0,25932,1,0,1,2,2.0,0,1345,1574,229,46,False,0
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,0,0,0.0,0,133,0.00,0.00,0.00,0.00,375,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,12,0,0,0,0,0,38,0,3977,0,0,1,1,0.0,0,-9,0,9,44,False,0
Bashir Humphreys,DEF,Burnley,0.8,0,0,10,0,3,3.1,3,193,0.01,0.01,0.00,2.09,372,1,0,2.4,18.4,2026-05-24T15:00:00Z,90,False,20,0,0,0,5,0,38,0,15670,1,0,1,1,2.0,2,11,416,405,39,True,0
Romain Faivre,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,92,0.00,0.00,0.00,0.00,377,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,16,0,0,0,0,0,38,0,7658,0,0,1,1,0.0,0,-20,0,20,45,False,0
Enock Agyei,MID,Burnley,0.0,0,0,0,0,0,0.0,0,203,0.00,0.00,0.00,0.00,372,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,20,0,0,0,0,0,38,0,6320,0,0,1,1,0.0,0,36,111,75,47,True,0
Callum Bates,MID,Everton,0.0,0,0,0,0,0,0.0,0,306,0.00,0.00,0.00,0.00,379,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,18,0,0,0,0,0,38,0,12330,0,0,0,1,0.0,0,-1,261,262,43,False,0
Harry Tyrer,GK,Everton,0.0,0,0,0,0,0,0.0,0,289,0.00,0.00,0.00,0.00,379,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,18,0,0,0,0,0,38,0,11207,0,0,0,1,0.0,0,-63,0,63,39,False,0
Etienne Green,GK,Burnley,0.0,0,0,0,0,0,0.0,0,184,0.00,0.00,0.00,0.00,372,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,20,0,0,0,0,0,38,0,20058,0,0,1,1,0.0,0,-121,0,121,40,True,0
Destiny Udogie,DEF,Spurs,2.8,0,1,32,1,1,2.5,3,574,0.02,0.04,0.02,0.16,379,0,0,2.3,13.4,2026-05-24T15:00:00Z,89,False,9,0,0,0,3,0,38,0,41421,1,2,0,1,7.0,7,813,1056,243,43,True,0
Simon Moore,GK,Sunderland,0.0,0,0,0,0,0,0.0,0,529,0.00,0.00,0.00,0.00,378,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,7,0,0,0,0,0,38,0,43057,0,0,1,2,0.0,0,-286,188,474,39,True,0
Ben Winterburn,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,96,0.00,0.00,0.00,0.00,377,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,16,0,0,0,0,0,38,0,3837,0,0,1,1,0.0,0,-3,0,3,45,False,0
Mikey Moore,MID,Spurs,0.0,0,0,0,0,0,0.0,0,592,0.00,0.00,0.00,0.00,379,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,9,0,0,0,0,0,38,0,417,0,0,0,1,0.0,0,0,0,0,50,True,0
Jesse Derry,MID,Chelsea,0.2,0,0,0,0,0,0.0,0,829,0.00,0.00,0.00,0.00,378,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,17,0,0,0,0,0,38,0,141,0,0,1,2,0.0,0,41,59,18,45,False,0
Pape Matar Sarr,MID,Spurs,1.2,0,0,1,0,2,11.5,2,593,0.00,0.00,0.00,0.25,379,0,0,1.5,3.2,2026-05-24T15:00:00Z,17,False,9,0,0,0,0,0,38,0,129728,0,0,0,1,0.0,0,2413,5081,2668,45,True,1
Hákon Rafn Valdimarsson,GK,Brentford,-0.5,0,0,0,0,0,0.0,0,105,0.00,0.00,0.00,0.00,375,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,12,0,0,0,0,0,38,0,132058,0,0,1,1,0.0,0,10970,15792,4822,38,False,0
Toby Collyer,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,460,0.00,0.00,0.00,0.00,371,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,6,0,0,0,0,0,38,0,3219,0,0,3,0,0.0,0,-5,0,5,45,False,0
Jaydon Jones,MID,Sunderland,0.0,0,0,0,0,0,0.0,0,822,0.00,0.00,0.00,0.00,378,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,7,0,0,0,0,0,38,0,407,0,0,1,2,0.0,0,24,51,27,45,True,0
Marcos Senesi Barón,DEF,Bournemouth,7.0,0,0,11,0,5,2.3,7,72,0.02,0.02,0.00,1.73,377,1,0,3.0,25.6,2026-05-24T15:00:00Z,90,False,16,0,0,0,5,0,38,0,2904597,1,2,1,1,2.0,2,155046,186166,31120,52,False,0
Adam Armstrong,FWD,Wolves,3.2,0,1,19,0,0,0.0,1,817,0.00,0.79,0.79,0.56,372,1,1,5.9,32.0,2026-05-24T15:00:00Z,73,False,3,0,0,0,1,0,38,0,7475,1,0,1,1,27.0,7,522,1431,909,51,False,0
Tyler Morton,MID,Liverpool,0.0,0,0,0,0,0,0.0,0,395,0.00,0.00,0.00,0.00,375,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,5,0,0,0,0,0,38,0,265,0,0,1,1,0.0,0,0,0,0,45,True,0
Alexis Mac Allister,MID,Liverpool,2.5,0,0,11,0,1,34.8,4,386,0.09,0.43,0.34,1.56,375,1,0,8.3,15.0,2026-05-24T15:00:00Z,90,False,5,0,0,0,0,0,38,0,231747,1,3,1,1,33.0,1,-2687,5257,7944,61,True,1
André Trindade da Costa Neto,MID,Wolves,2.5,0,0,14,0,3,0.8,13,643,0.00,0.02,0.02,0.98,372,1,0,2.0,15.6,2026-05-24T15:00:00Z,90,False,3,0,0,0,6,0,38,0,13847,1,4,1,1,4.0,4,286,958,672,52,False,0
Harrison Ashby,DEF,Newcastle,0.0,0,0,0,0,0,0.0,0,482,0.00,0.00,0.00,0.00,374,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,10,0,0,0,0,0,38,0,13947,0,0,0,2,0.0,0,-35,0,35,39,False,0
Samuel Amissah,DEF,Fulham,0.0,0,0,0,0,0,0.0,0,323,0.00,0.00,0.00,0.00,374,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,15,0,0,0,0,0,38,0,18802,0,0,0,2,0.0,0,-6,151,157,38,True,0
Luís Hemir Silva Semedo,FWD,Sunderland,0.0,0,0,0,0,0,0.0,0,563,0.00,0.00,0.00,0.00,378,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,7,0,0,0,0,0,38,0,10436,0,0,1,2,0.0,0,-16,0,16,44,True,0
Adama Traoré Diarra,MID,West Ham,0.1,0,0,0,0,0,0.0,0,326,0.00,0.00,0.00,0.00,380,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,11,0,0,0,0,0,38,0,19373,0,0,0,3,0.0,0,-288,17,305,51,True,0
Yasin Ayari,MID,Brighton,0.5,0,0,0,0,0,0.0,0,166,0.00,0.00,0.00,0.00,371,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,14,0,0,0,0,0,38,0,46825,0,0,3,0,0.0,0,-1917,763,2680,48,True,0
Mateo Kovačić,MID,Man City,1.9,0,0,5,0,2,12.2,4,422,0.04,0.11,0.07,1.32,376,1,0,1.9,5.2,2026-05-24T15:00:00Z,31,False,2,0,0,0,2,0,38,0,3232,0,0,2,1,2.0,1,86,150,64,58,True,0
Thierno Barry,FWD,Everton,3.8,0,0,0,0,2,1.4,4,310,0.00,0.03,0.03,1.15,379,1,0,0.8,0.2,2026-05-24T15:00:00Z,83,False,18,0,0,0,2,0,38,0,100345,1,0,0,1,6.0,2,-840,6091,6931,57,False,0
Ollie Scarles,DEF,West Ham,0.0,0,0,0,0,0,0.0,0,608,0.00,0.00,0.00,0.00,380,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,11,0,0,0,0,0,38,0,4904,0,0,0,3,0.0,0,18,51,33,43,True,0
Rico Lewis,DEF,Man City,0.5,0,0,-3,0,0,15.2,0,410,0.08,0.16,0.08,1.77,376,2,0,3.1,3.4,2026-05-24T15:00:00Z,90,False,2,0,0,0,5,0,38,0,153830,1,0,2,1,12.0,0,-2,369,371,46,True,1
Jimmy Sinclair,MID,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,836,0.00,0.00,0.00,0.00,377,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,4,0,0,0,0,0,38,0,74,0,0,1,1,0.0,0,21,38,17,45,True,0
Brenden Aaronson,MID,Leeds,0.9,0,0,4,0,1,16.8,6,350,0.29,0.57,0.28,2.07,380,2,0,4.7,9.0,2026-05-24T15:00:00Z,90,False,19,0,0,0,4,0,38,0,96887,1,1,0,3,21.0,1,-27182,489,27671,54,False,1
Eliezer Mayenda Dossou,FWD,Sunderland,0.2,0,0,0,0,0,0.0,0,561,0.00,0.00,0.00,0.00,378,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,7,0,0,0,0,0,38,0,64894,0,0,1,2,0.0,0,-364,136,500,51,True,0
Seth Ridgeon,MID,Fulham,0.0,0,0,0,0,0,0.0,0,770,0.00,0.00,0.00,0.00,374,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,15,0,0,0,0,0,38,0,788,0,0,0,2,0.0,0,11,40,29,45,True,0
Steven Benda,GK,Fulham,0.0,0,0,0,0,0,0.0,0,315,0.00,0.00,0.00,0.00,374,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,15,0,0,0,0,0,38,0,872,0,0,0,2,0.0,0,-10,0,10,40,True,0
Myles Lewis-Skelly,DEF,Arsenal,4.8,0,0,12,0,1,5.3,1,10,0.02,0.02,0.00,0.98,373,1,0,1.0,4.6,2026-05-24T15:00:00Z,90,False,8,0,0,0,5,0,38,0,254436,1,0,2,1,0.0,2,4888,11434,6546,50,False,0
Rhys Chadwick,MID,Leeds,0.0,0,0,0,0,0,0.0,0,838,0.00,0.00,0.00,0.00,380,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,19,0,0,0,0,0,38,0,145,0,0,0,3,0.0,0,16,60,44,45,False,0
Hugo Bueno López,DEF,Wolves,1.8,0,0,3,0,0,0.3,0,633,0.00,0.08,0.08,0.42,372,0,0,0.6,0.4,2026-05-24T15:00:00Z,16,False,3,0,0,0,0,0,38,0,22885,0,0,1,1,5.0,1,527,1710,1183,43,False,0
Milan Aleksić,MID,Sunderland,0.0,0,0,0,0,0,0.0,0,546,0.00,0.00,0.00,0.00,378,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,7,0,0,0,0,0,38,0,2361,0,0,1,2,0.0,0,-1,26,27,49,True,0
Toti Gomes,DEF,Wolves,2.0,0,0,3,0,1,0.1,1,637,0.00,0.00,0.00,0.42,372,0,0,0.4,1.8,2026-05-24T15:00:00Z,24,False,3,0,0,0,1,0,38,0,11165,0,0,1,1,2.0,1,35,233,198,42,False,0
Ismaïla Sarr,MID,Crystal Palace,2.4,0,0,4,0,1,2.0,3,267,0.02,0.02,0.00,1.17,373,1,0,0.9,3.2,2026-05-24T15:00:00Z,45,False,1,0,0,0,2,0,38,0,723488,1,0,2,1,4.0,1,-92355,10376,102731,64,True,0
Abdukodir Khusanov,DEF,Man City,2.7,0,0,0,0,0,0.0,0,406,0.00,0.00,0.00,0.00,376,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,2,0,0,0,0,0,38,0,96393,0,0,2,1,0.0,0,311,4086,3775,54,True,0
André Onana,GK,Man Utd,0.0,0,0,0,0,0,0.0,0,432,0.00,0.00,0.00,0.00,371,0,0,0.0,0.0,2026-05-24T15:00:00Z,0,False,6,0,0,0,0,0,38,0,18153,0,0,3,0,0.0,0,-12,0,12,49,False,0
Rio Cardines,MID,Crystal Palace,-0.6,0,0,21,0,2,30.0,7,690,0.16,0.18,0.02,2.53,373,2,0,4.9,15.2,2026-05-24T15:00:00Z,90,False,1,0,0,0,4,0,38,0,33437,1,1,2,1,4.0,2,-87,45,132,44,True,0
