name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Reinildo Mandava,DEF,Sunderland,0.0,0,0,0,0,0,0.0,0,541,0.00,0.00,0.00,0.00,286,0,0,0.0,0.0,2026-03-03T19:30:00Z,0,False,11,0,0,0,0,0,29,0,384728,0,0,1,0,0.0,0,-14842,1187,16029,38,False,0
Lorenzo Lucca,FWD,Nott'm Forest,0.3,0,0,0,0,0,0.0,0,805,0.00,0.00,0.00,0.00,287,0,0,0.0,0.0,2026-03-04T19:30:00Z,0,False,13,0,0,0,0,0,29,0,2594,0,0,2,2,0.0,0,-614,139,753,55,False,0
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,57,0.00,0.00,0.00,0.00,281,0,0,0.0,0.0,2026-03-04T19:30:00Z,0,False,7,0,0,0,0,0,29,0,3136,0,0,4,1,0.0,0,-2,0,2,50,True,0
Ryan Christie,MID,Bournemouth,1.3,0,0,16,1,3,14.5,11,87,0.10,0.12,0.02,0.17,282,0,0,3.1,11.0,2026-03-03T19:30:00Z,73,False,5,0,0,0,6,0,29,0,7797,1,2,0,0,5.0,3,-76,131,207,49,True,0
Leo Shahar,DEF,Newcastle,-0.5,0,0,0,0,0,0.0,0,765,0.00,0.00,0.00,0.00,288,0,0,0.0,0.0,2026-03-04T20:15:00Z,0,False,14,0,0,0,0,0,29,0,3457,0,0,1,2,0.0,0,-28,134,162,40,True,0
Zeki Amdouni,FWD,Burnley,0.0,0,0,0,0,0,0.0,0,216,0.00,0.00,0.00,0.00,284,0,0,0.0,0.0,2026-03-03T19:30:00Z,0,False,9,0,0,0,0,0,29,0,2879,0,0,0,2,0.0,0,-19,48,67,48,False,0
Lucas Tolentino Coelho de Lima,MID,West Ham,0.0,0,0,0,0,0,0.0,0,612,0.00,0.00,0.00,0.00,285,0,0,0.0,0.0,2026-03-04T19:30:00Z,0,False,10,0,0,0,0,0,29,0,142401,0,0,1,0,0.0,0,-1575,0,1575,59,False,0
Jorrel Hato,DEF,Chelsea,1.2,0,0,11,0,2,0.8,4,672,0.00,0.04,0.04,0.78,281,1,0,1.6,11.4,2026-03-04T19:30:00Z,90,False,2,0,0,0,2,0,29,0,23045,1,2,4,1,4.0,2,-10,456,466,46,False,0
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,0,0,0.0,0,133,0.00,0.00,0.00,0.00,282,0,0,0.0,0.0,2026-03-03T19:30:00Z,0,False,4,0,0,0,0,0,29,0,4166,0,0,0,0,0.0,0,-38,0,38,44,False,0
Bashir Humphreys,DEF,Burnley,1.3,0,0,5,0,6,1.8,8,193,0.01,0.01,0.00,1.30,284,2,0,1.6,14.6,2026-03-03T19:30:00Z,90,False,9,0,0,0,3,0,29,0,18132,1,2,0,2,0.0,0,489,1300,811,39,False,1
Romain Faivre,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,92,0.00,0.00,0.00,0.00,282,0,0,0.0,0.0,2026-03-03T19:30:00Z,0,False,5,0,0,0,0,0,29,0,7893,0,0,0,0,0.0,0,-42,0,42,45,True,0
Enock Agyei,MID,Burnley,-0.5,0,0,0,0,0,0.0,0,203,0.00,0.00,0.00,0.00,284,0,0,0.0,0.0,2026-03-03T19:30:00Z,0,False,9,0,0,0,0,0,29,0,6013,0,0,0,2,0.0,0,-54,74,128,47,False,0
Callum Bates,MID,Everton,0.5,0,0,0,0,0,0.0,0,306,0.00,0.00,0.00,0.00,284,0,0,0.0,0.0,2026-03-03T19:30:00Z,0,False,3,0,0,0,0,0,29,0,12863,0,0,0,2,0.0,0,-48,427,475,43,True,0
