name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Reinildo Mandava,DEF,Sunderland,4.5,0,0,14,0,7,10.4,12,541,0.02,0.02,0.00,1.00,14,2,0,4.0,29.4,2025-08-23T14:00:00Z,90,False,3,0,0,0,3,0,2,0,917180,1,5,0,2,0.0,3,134563,177090,42527,40,False,0
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,57,0.00,0.00,0.00,0.00,13,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,5,0,0,0,0,0,2,0,6465,0,0,0,1,0.0,0,-562,555,1117,50,False,0
Ryan Christie,MID,Bournemouth,0.4,0,0,3,0,1,13.1,2,87,0.02,0.08,0.06,0.06,12,0,0,2.3,4.4,2025-08-23T14:00:00Z,24,False,20,0,0,0,1,0,2,0,8285,0,0,0,1,5.0,1,-2349,82,2431,50,True,0
Zeki Amdouni,FWD,Burnley,0.0,0,0,0,0,0,0.0,0,216,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,17,0,0,0,0,0,2,0,4775,0,0,0,2,0.0,0,-1822,140,1962,50,True,0
Lucas Tolentino Coelho de Lima,MID,West Ham,5.0,0,2,39,0,1,18.3,11,612,0.09,0.16,0.07,2.74,20,5,1,8.7,54.4,2025-08-22T19:00:00Z,90,False,7,0,0,0,5,0,2,0,91594,1,5,5,1,14.0,9,-28045,3894,31939,59,True,0
Jorrel Hato,DEF,Chelsea,0.5,0,0,-2,0,1,1.0,1,672,0.00,0.00,0.00,0.44,20,0,0,0.2,1.2,2025-08-22T19:00:00Z,21,False,19,0,0,0,1,0,2,0,32123,0,0,5,1,0.0,0,-4824,2024,6848,50,False,1
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,0,0,0.0,0,133,0.00,0.00,0.00,0.00,13,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,2,0,0,0,0,0,2,0,4654,0,0,0,1,0.0,0,-236,349,585,45,True,0
Bashir Humphreys,DEF,Burnley,0.0,0,0,0,0,0,0.0,0,193,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,17,0,0,0,0,0,2,0,5317,0,0,0,2,0.0,0,-949,122,1071,40,True,0
Romain Faivre,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,92,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,20,0,0,0,0,0,2,0,20436,0,0,0,1,0.0,0,-1174,1715,2889,45,True,0
Enock Agyei,MID,Burnley,0.0,0,0,0,0,0,0.0,0,203,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,17,0,0,0,0,0,2,0,6007,0,0,0,2,0.0,0,-744,245,989,50,True,0
Callum Bates,MID,Everton,0.0,0,0,0,0,0,0.0,0,306,0.00,0.00,0.00,0.00,16,0,0,0.0,0.0,2025-08-24T13:00:00Z,0,False,6,0,0,0,0,0,2,0,9346,0,0,0,2,0.0,0,-491,775,1266,45,True,0
Harry Tyrer,GK,Everton,0.0,0,0,0,0,0,0.0,0,289,0.00,0.00,0.00,0.00,16,0,0,0.0,0.0,2025-08-24T13:00:00Z,0,False,6,0,0,0,0,0,2,0,13983,0,0,0,2,0.0,0,-326,511,837,40,True,0
Etienne Green,GK,Burnley,0.0,0,0,0,0,0,0.0,0,184,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,17,0,0,0,0,0,2,0,47974,0,0,0,2,0.0,0,-70,2535,2605,40,True,0
Destiny Udogie,DEF,Spurs,0.0,0,0,0,0,0,0.0,0,574,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2025-08-23T11:30:00Z,0,False,13,0,0,0,0,0,2,0,57426,0,0,2,0,0.0,0,-29999,352,30351,45,False,0
Simon Moore,GK,Sunderland,0.0,0,0,0,0,0,0.0,0,529,0.00,0.00,0.00,0.00,14,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,3,0,0,0,0,0,2,0,53868,0,0,0,2,0.0,0,-1015,2053,3068,40,False,0
Ben Winterburn,MID,Bournemouth,0.5,0,0,0,0,0,0.0,0,96,0.00,0.00,0.00,0.00,12,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,20,0,0,0,0,0,2,0,11048,0,0,0,1,0.0,0,750,2001,1251,45,True,0
