name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Reinildo Mandava,DEF,Sunderland,0.0,0,0,0,0,0,0.0,0,541,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2026-03-14T15:00:00Z,0,False,6,0,0,0,0,0,30,0,373623,0,0,1,0,0.0,0,-11922,1022,12944,38,True,0
Lorenzo Lucca,FWD,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,805,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2026-03-15T14:00:00Z,0,False,10,0,0,0,0,0,30,0,2374,0,0,0,0,0.0,0,-310,225,535,55,True,0
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,57,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2026-03-15T14:00:00Z,0,False,14,0,0,0,0,0,30,0,3128,0,0,1,3,0.0,0,-8,0,8,50,False,0
Ryan Christie,MID,Bournemouth,0.0,0,0,12,1,3,4.8,12,87,0.02,0.05,0.03,1.35,293,0,0,2.3,16.0,2026-03-14T15:00:00Z,60,False,3,0,0,0,6,0,30,0,7967,1,3,0,0,2.0,5,131,339,208,49,False,0
Leo Shahar,DEF,Newcastle,0.0,0,0,0,0,0,0.0,0,765,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2026-03-14T17:30:00Z,0,False,7,0,0,0,0,0,30,0,3752,0,0,1,0,0.0,0,84,234,150,40,False,0
Zeki Amdouni,FWD,Burnley,0.0,0,0,0,0,0,0.0,0,216,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2026-03-14T15:00:00Z,0,False,4,0,0,0,0,0,30,0,2928,0,0,0,0,0.0,0,47,117,70,48,True,0
Lucas Tolentino Coelho de Lima,MID,West Ham,0.0,0,0,0,0,0,0.0,0,612,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2026-03-14T20:00:00Z,0,False,13,0,0,0,0,0,30,0,140780,0,0,1,1,0.0,0,-1645,0,1645,59,True,0
Jorrel Hato,DEF,Chelsea,0.0,0,0,2,0,0,1.7,0,672,0.01,0.01,0.00,0.00,294,0,0,0.4,2.4,2026-03-14T17:30:00Z,8,False,15,0,0,0,0,0,30,0,23430,0,0,1,0,0.0,1,262,765,503,46,True,0
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,0,0,0.0,0,133,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2026-03-16T20:00:00Z,0,False,20,0,0,0,0,0,30,0,4127,0,0,2,2,0.0,0,-39,0,39,44,True,0
Bashir Humphreys,DEF,Burnley,0.0,0,0,28,1,8,10.6,8,193,0.03,0.13,0.10,2.55,293,0,0,5.4,28.6,2026-03-14T15:00:00Z,90,False,4,0,0,0,5,0,30,0,17880,1,0,0,0,15.0,6,-337,749,1086,39,True,0
Romain Faivre,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,92,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2026-03-14T15:00:00Z,0,False,3,0,0,0,0,0,30,0,7833,0,0,0,0,0.0,0,-62,0,62,45,False,0
Enock Agyei,MID,Burnley,0.0,0,0,0,0,0,0.0,0,203,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2026-03-14T15:00:00Z,0,False,4,0,0,0,0,0,30,0,6071,0,0,0,0,0.0,0,18,135,117,47,True,0
Callum Bates,MID,Everton,0.0,0,0,0,0,0,0.0,0,306,0.00,0.00,0.00,0.00,291,0,0,0.0,0.0,2026-03-14T17:30:00Z,0,False,1,0,0,0,0,0,30,0,12958,0,0,0,2,0.0,0,27,451,424,43,False,0
Harry Tyrer,GK,Everton,0.0,0,0,0,0,0,0.0,0,289,0.00,0.00,0.00,0.00,291,0,0,0.0,0.0,2026-03-14T17:30:00Z,0,False,1,0,0,0,0,0,30,0,11956,0,0,0,2,0.0,0,-134,0,134,39,False,0
Etienne Green,GK,Burnley,0.0,0,0,0,0,0,0.0,0,184,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2026-03-14T15:00:00Z,0,False,4,0,0,0,0,0,30,0,20845,0,0,0,0,0.0,0,-119,0,119,40,True,0
