name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Reinildo Mandava,DEF,Sunderland,0.0,0,1,32,1,4,2.4,8,541,0.02,0.02,0.00,0.84,319,0,0,2.1,18.6,2026-04-12T13:00:00Z,90,False,18,0,0,0,3,0,32,0,362124,1,4,0,1,0.0,7,-3153,4571,7724,38,True,0
Lorenzo Lucca,FWD,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,805,0.00,0.00,0.00,0.00,318,0,0,0.0,0.0,2026-04-12T13:00:00Z,0,False,2,0,0,0,0,0,32,0,2092,0,0,1,1,0.0,0,-187,104,291,55,True,0
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,57,0.00,0.00,0.00,0.00,318,0,0,0.0,0.0,2026-04-12T13:00:00Z,0,False,16,0,0,0,0,0,32,0,3121,0,0,1,1,0.0,0,-3,0,3,50,False,0
Ryan Christie,MID,Bournemouth,0.0,0,0,11,0,3,3.3,6,87,0.02,0.06,0.04,1.91,311,1,0,1.3,6.4,2026-04-11T11:30:00Z,69,False,1,0,0,0,1,0,32,0,19710,1,2,2,1,3.0,2,11297,13859,2562,49,False,0
Leo Shahar,DEF,Newcastle,0.0,0,0,0,0,0,0.0,0,765,0.00,0.00,0.00,0.00,315,0,0,0.0,0.0,2026-04-12T13:00:00Z,0,False,8,0,0,0,0,0,32,0,3996,0,0,1,2,0.0,0,2,122,120,40,False,0
Zeki Amdouni,FWD,Burnley,0.0,0,0,0,0,0,0.0,0,216,0.00,0.00,0.00,0.00,313,0,0,0.0,0.0,2026-04-11T14:00:00Z,0,False,6,0,0,0,0,0,32,0,2979,0,0,2,0,0.0,0,-3,96,99,48,True,0
Lucas Tolentino Coelho de Lima,MID,West Ham,0.0,0,0,0,0,0,0.0,0,612,0.00,0.00,0.00,0.00,320,0,0,0.0,0.0,2026-04-10T19:00:00Z,0,False,20,0,0,0,0,0,32,0,139149,0,0,0,4,0.0,0,-919,0,919,59,True,0
Jorrel Hato,DEF,Chelsea,0.0,0,0,7,0,3,1.2,7,672,0.01,0.01,0.00,2.29,314,3,0,2.5,22.0,2026-04-12T15:30:00Z,90,False,13,0,0,0,3,0,32,0,23919,1,4,3,0,2.0,1,26,788,762,46,True,0
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,0,0,0.0,0,133,0.00,0.00,0.00,0.00,312,0,0,0.0,0.0,2026-04-11T14:00:00Z,0,False,9,0,0,0,0,0,32,0,4073,0,0,2,2,0.0,0,-30,0,30,44,True,0
Bashir Humphreys,DEF,Burnley,0.0,0,0,14,0,5,21.5,7,193,0.03,0.08,0.05,1.81,313,1,0,5.9,24.4,2026-04-11T14:00:00Z,81,False,6,0,0,0,4,0,32,0,18084,1,2,2,0,13.0,2,-148,785,933,39,True,0
Romain Faivre,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,92,0.00,0.00,0.00,0.00,311,0,0,0.0,0.0,2026-04-11T11:30:00Z,0,False,1,0,0,0,0,0,32,0,7779,0,0,2,1,0.0,0,-30,0,30,45,False,0
Enock Agyei,MID,Burnley,0.0,0,0,0,0,0,0.0,0,203,0.00,0.00,0.00,0.00,313,0,0,0.0,0.0,2026-04-11T14:00:00Z,0,False,6,0,0,0,0,0,32,0,6124,0,0,2,0,0.0,0,10,114,104,47,True,0
Callum Bates,MID,Everton,0.0,0,0,0,0,0,0.0,0,306,0.00,0.00,0.00,0.00,312,0,0,0.0,0.0,2026-04-11T14:00:00Z,0,False,5,0,0,0,0,0,32,0,12611,0,0,2,2,0.0,0,-114,224,338,43,False,0
Harry Tyrer,GK,Everton,0.0,0,0,0,0,0,0.0,0,289,0.00,0.00,0.00,0.00,312,0,0,0.0,0.0,2026-04-11T14:00:00Z,0,False,5,0,0,0,0,0,32,0,11715,0,0,2,2,0.0,0,-133,0,133,39,False,0
Etienne Green,GK,Burnley,0.0,0,0,0,0,0,0.0,0,184,0.00,0.00,0.00,0.00,313,0,0,0.0,0.0,2026-04-11T14:00:00Z,0,False,6,0,0,0,0,0,32,0,20613,0,0,2,0,0.0,0,-93,0,93,40,True,0
Destiny Udogie,DEF,Spurs,0.0,0,0,12,0,4,18.4,5,574,0.04,0.04,0.00,1.33,319,1,0,3.2,11.8,2026-04-12T13:00:00Z,90,False,17,0,0,0,4,0,32,0,38806,1,1,0,1,2.0,2,254,422,168,43,False,0
Simon Moore,GK,Sunderland,0.0,0,0,0,0,0,0.0,0,529,0.00,0.00,0.00,0.00,319,0,0,0.0,0.0,2026-04-12T13:00:00Z,0,False,18,0,0,0,0,0,32,0,45762,0,0,0,1,0.0,0,-305,99,404,39,True,0
Ben Winterburn,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,96,0.00,0.00,0.00,0.00,311,0,0,0.0,0.0,2026-04-11T11:30:00Z,0,False,1,0,0,0,0,0,32,0,3866,0,0,2,1,0.0,0,-10,0,10,45,False,0
Mikey Moore,MID,Spurs,0.0,0,0,0,0,0,0.0,0,592,0.00,0.00,0.00,0.00,319,0,0,0.0,0.0,2026-04-12T13:00:00Z,0,False,17,0,0,0,0,0,32,0,419,0,0,0,1,0.0,0,0,0,0,50,False,0
Pape Matar Sarr,MID,Spurs,0.0,0,0,4,0,0,0.9,2,593,0.01,0.01,0.00,0.26,319,0,0,0.4,3.4,2026-04-12T13:00:00Z,29,False,17,0,0,0,2,0,32,0,144507,0,0,0,1,0.0,1,-4001,3745,7746,45,False,0
Hákon Rafn Valdimarsson,GK,Brentford,0.0,0,0,0,0,0,0.0,0,105,0.00,0.00,0.00,0.00,312,0,0,0.0,0.0,2026-04-11T14:00:00Z,0,False,9,0,0,0,0,0,32,0,81035,0,0,2,2,0.0,0,3055,4516,1461,38,True,0
Toby Collyer,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,460,0.00,0.00,0.00,0.00,317,0,0,0.0,0.0,2026-04-13T19:00:00Z,0,False,11,0,0,0,0,0,32,0,3260,0,0,2,1,0.0,0,-17,0,17,45,True,0
Jaydon Jones,MID,Sunderland,0.0,0,0,0,0,0,0.0,0,822,0.00,0.00,0.00,0.00,319,0,0,0.0,0.0,2026-04-12T13:00:00Z,0,False,18,0,0,0,0,0,32,0,158,0,0,0,1,0.0,0,63,75,12,45,True,0
Marcos Senesi Barón,DEF,Bournemouth,0.0,0,0,11,0,6,1.3,10,72,0.02,0.02,0.00,2.32,311,1,0,2.6,24.8,2026-04-11T11:30:00Z,90,False,1,0,0,0,5,0,32,0,2732880,1,4,2,1,0.0,4,170089,279110,109021,51,False,0
Adam Armstrong,FWD,Wolves,0.0,0,0,4,0,0,0.8,0,817,0.01,0.17,0.16,1.66,320,3,0,2.9,0.0,2026-04-10T19:00:00Z,70,False,19,0,0,0,0,0,32,0,7615,1,0,0,4,30.0,2,1085,1935,850,52,False,0
Tyler Morton,MID,Liverpool,0.0,0,0,0,0,0,0.0,0,395,0.00,0.00,0.00,0.00,316,0,0,0.0,0.0,2026-04-11T16:30:00Z,0,False,10,0,0,0,0,0,32,0,266,0,0,0,2,0.0,0,0,0,0,45,True,0
Alexis Mac Allister,MID,Liverpool,0.0,0,0,2,0,0,10.3,1,386,0.02,0.12,0.10,0.45,316,0,0,1.2,0.8,2026-04-11T16:30:00Z,22,False,10,0,0,0,1,0,32,0,304712,0,0,0,2,1.0,1,-16329,11156,27485,63,True,0
André Trindade da Costa Neto,MID,Wolves,0.0,0,0,19,0,2,17.0,12,643,0.06,0.08,0.02,2.35,320,4,0,3.5,17.4,2026-04-10T19:00:00Z,90,False,19,0,0,0,6,0,32,0,14650,1,4,0,4,1.0,4,1613,2326,713,52,False,0
Harrison Ashby,DEF,Newcastle,0.0,0,0,0,0,0,0.0,0,482,0.00,0.00,0.00,0.00,315,0,0,0.0,0.0,2026-04-12T13:00:00Z,0,False,8,0,0,0,0,0,32,0,14227,0,0,1,2,0.0,0,-74,0,74,39,False,0
Samuel Amissah,DEF,Fulham,0.0,0,0,0,0,0,0.0,0,323,0.00,0.00,0.00,0.00,316,0,0,0.0,0.0,2026-04-11T16:30:00Z,0,False,12,0,0,0,0,0,32,0,18705,0,0,0,2,0.0,0,-61,116,177,38,False,0
Luís Hemir Silva Semedo,FWD,Sunderland,0.0,0,0,0,0,0,0.0,0,563,0.00,0.00,0.00,0.00,319,0,0,0.0,0.0,2026-04-12T13:00:00Z,0,False,18,0,0,0,0,0,32,0,10543,0,0,0,1,0.0,0,-34,0,34,44,True,0
Adama Traoré Diarra,MID,West Ham,0.0,0,0,-1,0,0,0.2,0,326,0.00,0.35,0.35,0.12,320,0,0,0.2,0.0,2026-04-10T19:00:00Z,12,False,20,0,0,0,0,0,32,0,20398,0,0,0,4,4.0,1,436,728,292,51,True,0
Yasin Ayari,MID,Brighton,0.0,1,0,30,1,4,22.9,17,166,0.02,0.02,0.00,0.88,313,0,0,7.0,40.6,2026-04-11T14:00:00Z,90,False,3,0,0,0,9,0,32,0,50975,1,4,2,0,6.0,8,-88,2824,2912,48,False,0
Mateo Kovačić,MID,Man City,0.0,0,0,4,0,0,2.8,0,422,0.03,0.03,0.00,0.62,314,0,0,0.5,1.8,2026-04-12T15:30:00Z,9,False,7,0,0,0,0,0,32,0,2673,0,0,3,0,0.0,1,52,68,16,58,False,0
Thierno Barry,FWD,Everton,0.0,0,0,3,0,0,10.3,0,310,0.01,0.01,0.00,0.97,312,1,0,1.3,1.0,2026-04-11T14:00:00Z,16,False,5,0,0,0,0,0,32,0,104614,0,0,2,2,2.0,1,-11055,1662,12717,57,False,0
Ollie Scarles,DEF,West Ham,0.0,0,0,0,0,0,0.0,0,608,0.00,0.00,0.00,0.00,320,0,0,0.0,0.0,2026-04-10T19:00:00Z,0,False,20,0,0,0,0,0,32,0,4817,0,0,0,4,0.0,0,4,56,52,43,True,0
Rico Lewis,DEF,Man City,0.0,0,0,0,0,0,0.0,0,410,0.00,0.00,0.00,0.00,314,0,0,0.0,0.0,2026-04-12T15:30:00Z,0,False,7,0,0,0,0,0,32,0,154680,0,0,3,0,0.0,0,-97,568,665,46,False,0
