assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
1,1,0,0,0.0,0,20481,46,19,1,0.0,232,0.0,1338,0,0,0,0,0,1,2006/07,50,0.0,52,0
4,8,0,0,0.0,0,20481,48,39,4,0.0,989,0.0,2547,0,0,0,1,0,2,2007/08,50,0.0,106,1
10,16,0,0,0.0,0,20481,71,44,9,0.0,1611,0.0,3030,0,0,0,0,0,3,2008/09,55,0.0,160,8
2,5,0,0,0.0,0,20481,83,23,2,0.0,2349,0.0,1453,0,0,0,0,0,4,2009/10,90,0.0,63,0
0,0,0,1,0.0,0,20481,58,16,0,0.0,3050,0.0,555,0,0,0,0,0,5,2010/11,65,0.0,17,1
3,6,0,2,0.0,177,20481,51,29,1,0.0,3606,0.0,1590,0,0,0,0,0,6,2011/12,60,0.0,59,2
1,0,0,3,0.0,75,20481,50,18,0,0.0,4298,0.0,780,0,0,0,0,0,7,2012/13,55,0.0,26,1
3,0,65,5,0.0,222,20481,44,14,2,0.0,4989,0.0,1391,0,0,0,0,0,8,2013/14,50,0.0,59,3
3,1,146,0,0.0,149,20481,47,15,0,0.0,5853,0.0,933,0,0,0,0,0,9,2014/15,50,0.0,33,3
1,0,67,0,0.0,18,20481,46,3,0,0.0,6544,0.0,243,0,0,0,0,0,10,2015/16,50,0.0,14,2
0,0,0,0,0.0,0,20481,44,0,0,0.0,7245,0.0,0,0,0,0,0,0,11,2016/17,45,0.0,0,0
