h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.541983,1.92315,0.541983,1.16198,"{'att': 264, 'def': 22}","{'att': 161, 'def': 26}",3,7,0,1,0.3517,l,2022-08-06 16:30:00,0,0,1,0,-0.619997
a,1.37507,2.66696,1.37507,2.66696,"{'att': 242, 'def': 13}","{'att': 214, 'def': 23}",4,13,1,2,0.4885,l,2022-08-13 11:30:00,0,0,1,0,-1.29189
h,1.43408,0.918315,1.43408,0.918315,"{'att': 242, 'def': 13}","{'att': 221, 'def': 14}",8,1,1,1,1.7744,d,2022-08-20 14:00:00,0,1,0,1,0.515765
a,1.65465,2.28391,1.65465,2.28391,"{'att': 261, 'def': 15}","{'att': 207, 'def': 18}",7,9,1,1,0.911,d,2022-08-27 14:00:00,0,1,0,1,-0.6292600000000002
a,1.17189,1.04551,1.17189,1.04551,"{'att': 341, 'def': 25}","{'att': 164, 'def': 28}",3,9,1,1,1.4663,d,2022-08-30 19:00:00,0,1,0,1,0.12638000000000016
h,1.39169,1.38617,1.39169,1.38617,"{'att': 254, 'def': 11}","{'att': 146, 'def': 24}",10,12,0,0,1.3898,d,2022-09-03 11:30:00,0,1,0,1,0.005520000000000191
h,0.39773,0.655351,0.39773,0.655351,"{'att': 201, 'def': 13}","{'att': 239, 'def': 21}",3,2,1,0,1.0071,w,2022-09-18 13:15:00,1,0,0,3,-0.25762100000000004
a,1.99979,1.95961,1.99979,1.95961,"{'att': 231, 'def': 16}","{'att': 194, 'def': 21}",4,12,2,1,1.4327,w,2022-10-01 14:00:00,1,0,0,3,0.04017999999999988
h,0.365844,1.82612,0.365844,1.82612,"{'att': 338, 'def': 17}","{'att': 202, 'def': 23}",7,8,1,2,0.3113,l,2022-10-09 18:00:00,0,0,1,0,-1.460276
a,0.560039,2.49409,0.560039,1.73292,"{'att': 351, 'def': 14}","{'att': 250, 'def': 20}",0,8,0,2,0.2183,l,2022-10-15 16:30:00,0,0,1,0,-1.172881
a,0.0609567,1.13393,0.0609567,1.13393,"{'att': 218, 'def': 20}","{'att': 249, 'def': 26}",5,8,0,1,0.3695,l,2022-10-19 18:30:00,0,0,1,0,-1.0729733000000001
h,1.93396,0.597167,1.93396,0.597167,"{'att': 280, 'def': 29}","{'att': 206, 'def': 24}",5,4,3,0,2.4649,w,2022-10-22 14:00:00,1,0,0,3,1.336793
a,1.19166,1.76438,1.19166,1.76438,"{'att': 249, 'def': 11}","{'att': 223, 'def': 20}",2,11,0,0,0.9375,d,2022-10-29 16:30:00,0,1,0,1,-0.5727200000000001
h,1.3729,2.2679,1.3729,2.2679,"{'att': 338, 'def': 15}","{'att': 236, 'def': 15}",12,11,0,2,0.8298,l,2022-11-05 17:30:00,0,0,1,0,-0.895
a,0.768756,2.45642,0.768756,2.45642,"{'att': 143, 'def': 26}","{'att': 314, 'def': 14}",7,8,0,3,0.3039,l,2022-11-12 15:00:00,0,0,1,0,-1.687664
h,1.22653,1.22076,1.22653,1.22076,"{'att': 189, 'def': 22}","{'att': 329, 'def': 35}",4,6,1,2,1.3318,l,2022-12-26 15:00:00,0,0,1,0,0.005769999999999831
a,0.0760019,2.36333,0.0760019,2.36333,"{'att': 339, 'def': 10}","{'att': 145, 'def': 29}",2,13,1,1,0.076,d,2022-12-31 15:00:00,0,1,0,1,-2.2873281
h,1.16896,2.50731,0.407788,2.50731,"{'att': 335, 'def': 15}","{'att': 318, 'def': 15}",4,4,1,4,0.4971,l,2023-01-03 19:45:00,0,0,1,0,-2.099522
h,1.18191,1.08412,1.18191,1.08412,"{'att': 183, 'def': 14}","{'att': 171, 'def': 25}",4,8,1,2,1.4442,l,2023-01-14 15:00:00,0,0,1,0,0.09779000000000004
