h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.386546,1.6172,0.386546,1.6172,"{'att': 342, 'def': 22}","{'att': 171, 'def': 30}",7,12,1,4,0.4576,l,2022-08-06 14:00:00,0,0,1,0,-1.230654
h,1.40906,1.99694,1.40906,1.99694,"{'att': 252, 'def': 19}","{'att': 165, 'def': 34}",4,9,2,2,0.9052,d,2022-08-13 14:00:00,0,1,0,1,-0.58788
a,1.24155,0.242948,1.24155,0.242948,"{'att': 331, 'def': 21}","{'att': 149, 'def': 31}",4,5,2,1,2.282,w,2022-08-20 14:00:00,1,0,0,3,0.998602
h,1.35887,1.34359,1.35887,1.34359,"{'att': 201, 'def': 16}","{'att': 150, 'def': 18}",11,11,0,1,1.3067,l,2022-08-27 11:30:00,0,0,1,0,0.01527999999999996
h,1.44086,1.5047,1.44086,1.5047,"{'att': 291, 'def': 24}","{'att': 92, 'def': 27}",3,7,2,1,1.2903,w,2022-08-30 18:45:00,1,0,0,3,-0.0638399999999999
a,1.20838,1.10039,1.20838,1.10039,"{'att': 218, 'def': 29}","{'att': 178, 'def': 19}",12,8,0,1,1.4135,l,2022-09-03 14:00:00,0,0,1,0,0.10799000000000003
a,0.218302,1.34365,0.218302,1.34365,"{'att': 201, 'def': 25}","{'att': 232, 'def': 39}",2,6,0,1,0.31379999999999997,l,2022-09-16 19:00:00,0,0,1,0,-1.125348
h,1.95961,1.99979,1.95961,1.99979,"{'att': 194, 'def': 21}","{'att': 231, 'def': 16}",12,4,1,2,1.3222999999999998,l,2022-10-01 14:00:00,0,0,1,0,-0.04017999999999988
a,0.101148,2.73536,0.101148,2.73536,"{'att': 508, 'def': 19}","{'att': 227, 'def': 15}",0,12,0,4,0.0678,l,2022-10-08 14:00:00,0,0,1,0,-2.634212
h,0.524479,1.70727,0.524479,1.70727,"{'att': 234, 'def': 13}","{'att': 146, 'def': 13}",2,8,1,1,0.5014,d,2022-10-16 13:00:00,0,1,0,1,-1.182791
a,1.23878,0.810452,1.23878,0.810452,"{'att': 273, 'def': 20}","{'att': 247, 'def': 21}",6,8,1,0,1.7622,w,2022-10-19 18:30:00,1,0,0,3,0.42832800000000004
h,0.622653,1.57897,0.622653,1.57897,"{'att': 316, 'def': 15}","{'att': 220, 'def': 23}",7,8,1,1,0.5932,d,2022-10-23 13:00:00,0,1,0,1,-0.956317
a,1.35803,1.00384,1.35803,1.00384,"{'att': 146, 'def': 20}","{'att': 267, 'def': 23}",8,7,0,1,1.6206,l,2022-10-29 14:00:00,0,0,1,0,0.35419
h,1.65228,1.42101,1.65228,1.42101,"{'att': 199, 'def': 22}","{'att': 214, 'def': 15}",6,4,1,4,1.5574999999999999,l,2022-11-06 14:00:00,0,0,1,0,0.23126999999999986
a,1.43427,2.74418,1.43427,2.74418,"{'att': 436, 'def': 20}","{'att': 240, 'def': 12}",9,10,1,3,0.5758,l,2022-11-12 15:00:00,0,0,1,0,-1.3099100000000001
h,1.70709,1.00714,0.857921,1.00714,"{'att': 445, 'def': 22}","{'att': 177, 'def': 16}",5,10,1,3,1.9778000000000002,l,2022-12-26 15:00:00,0,0,1,0,-0.14921899999999988
a,0.698711,1.49305,0.698711,0.731881,"{'att': 299, 'def': 22}","{'att': 158, 'def': 21}",2,6,1,2,0.6106,l,2022-12-31 15:00:00,0,0,1,0,-0.03317000000000003
h,0.62937,1.22324,0.62937,1.22324,"{'att': 128, 'def': 23}","{'att': 237, 'def': 20}",4,4,0,1,0.7590999999999999,l,2023-01-04 19:30:00,0,0,1,0,-0.5938700000000001
a,1.08412,1.18191,1.08412,1.18191,"{'att': 171, 'def': 25}","{'att': 183, 'def': 14}",8,4,2,1,1.2537,w,2023-01-14 15:00:00,1,0,0,3,-0.09779000000000004
h,0.672444,1.16432,0.672444,1.16432,"{'att': 337, 'def': 28}","{'att': 159, 'def': 21}",4,8,0,1,0.9340999999999999,l,2023-01-21 15:00:00,0,0,1,0,-0.491876
a,0.644385,2.36747,0.644385,2.36747,"{'att': 163, 'def': 19}","{'att': 205, 'def': 17}",5,12,0,3,0.2808,l,2023-02-04 15:00:00,0,0,1,0,-1.723085
h,1.30203,0.615651,1.30203,0.615651,"{'att': 288, 'def': 34}","{'att': 113, 'def': 19}",7,2,1,2,1.9829999999999999,l,2023-02-11 15:00:00,0,0,1,0,0.6863790000000001
a,0.619532,1.61723,0.619532,1.61723,"{'att': 299, 'def': 42}","{'att': 170, 'def': 29}",3,11,1,0,0.5426,w,2023-02-18 15:00:00,1,0,0,3,-0.997698
a,0.391128,0.720048,0.391128,0.720048,"{'att': 285, 'def': 26}","{'att': 196, 'def': 36}",2,10,0,1,0.9448,l,2023-02-25 15:00:00,0,0,1,0,-0.32892000000000005
h,1.34332,1.67051,0.582156,1.67051,"{'att': 341, 'def': 26}","{'att': 167, 'def': 28}",1,12,1,0,1.0948,w,2023-03-04 17:30:00,1,0,0,3,-1.0883539999999998
a,1.18053,0.910911,1.18053,0.910911,"{'att': 223, 'def': 25}","{'att': 238, 'def': 26}",4,8,0,0,1.5585,d,2023-03-12 14:00:00,0,1,0,1,0.26961900000000005
h,0.358977,1.66591,0.358977,1.66591,"{'att': 135, 'def': 25}","{'att': 307, 'def': 26}",6,4,0,2,0.2338,l,2023-03-15 19:30:00,0,0,1,0,-1.306933
h,2.52077,1.88473,1.7596,1.88473,"{'att': 282, 'def': 27}","{'att': 197, 'def': 26}",12,6,3,3,1.8373,d,2023-03-18 15:00:00,0,1,0,1,-0.12512999999999996
a,0.318261,1.40363,0.318261,1.40363,"{'att': 225, 'def': 29}","{'att': 332, 'def': 37}",3,3,0,1,0.4503,l,2023-04-02 13:00:00,0,0,1,0,-1.085369
h,0.492801,3.05999,0.492801,2.29883,"{'att': 494, 'def': 9}","{'att': 160, 'def': 18}",1,11,1,4,0.0771,l,2023-04-08 16:30:00,0,0,1,0,-1.806029
h,0.678449,0.86306,0.678449,0.86306,"{'att': 195, 'def': 23}","{'att': 300, 'def': 33}",9,8,0,2,1.0869,l,2023-04-15 14:00:00,0,0,1,0,-0.18461100000000008
a,1.43063,2.39609,1.43063,2.39609,"{'att': 265, 'def': 14}","{'att': 104, 'def': 25}",3,23,3,3,0.7431,d,2023-04-21 19:00:00,0,1,0,1,-0.96546
h,0.477034,0.988554,0.477034,0.988554,"{'att': 205, 'def': 26}","{'att': 276, 'def': 27}",5,5,0,1,0.859,l,2023-04-27 18:45:00,0,0,1,0,-0.51152
a,0.897175,3.91457,0.897175,3.91457,"{'att': 261, 'def': 17}","{'att': 152, 'def': 25}",4,12,1,3,0.035500000000000004,l,2023-04-30 13:00:00,0,0,1,0,-3.017395
a,3.31096,1.91326,2.54979,1.1521,"{'att': 152, 'def': 14}","{'att': 299, 'def': 23}",12,8,3,4,2.2749,l,2023-05-08 19:00:00,0,0,1,0,1.3976899999999999
h,0.149649,1.27085,0.149649,1.27085,"{'att': 345, 'def': 27}","{'att': 181, 'def': 23}",0,11,0,2,0.33399999999999996,l,2023-05-13 14:00:00,0,0,1,0,-1.1212010000000001
