h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.43601,1.20637,1.43601,1.20637,"{'att': 355, 'def': 28}","{'att': 246, 'def': 24}",13,8,2,0,1.5583999999999998,w,2022-08-05 19:00:00,1,0,0,3,0.22964000000000007
h,3.0107,0.690679,3.0107,0.690679,"{'att': 279, 'def': 27}","{'att': 196, 'def': 14}",10,5,4,2,2.7487000000000004,w,2022-08-13 14:00:00,1,0,0,3,2.3200209999999997
a,1.71081,0.211335,1.71081,0.211335,"{'att': 218, 'def': 25}","{'att': 360, 'def': 23}",8,1,3,0,2.6008999999999998,w,2022-08-20 16:30:00,1,0,0,3,1.499475
h,2.47427,0.926007,2.47427,0.926007,"{'att': 103, 'def': 19}","{'att': 327, 'def': 22}",17,1,2,1,2.4378,w,2022-08-27 16:30:00,1,0,0,3,1.5482630000000002
h,2.79971,0.297168,2.79971,0.297168,"{'att': 168, 'def': 17}","{'att': 278, 'def': 19}",18,3,2,1,2.8527,w,2022-08-31 18:30:00,1,0,0,3,2.502542
a,1.42238,2.02904,1.42238,2.02904,"{'att': 152, 'def': 18}","{'att': 241, 'def': 15}",16,5,1,3,0.9433,l,2022-09-04 15:30:00,0,0,1,0,-0.6066600000000002
a,1.32021,0.54011,1.32021,0.54011,"{'att': 181, 'def': 18}","{'att': 277, 'def': 24}",9,3,3,0,2.0088,w,2022-09-18 11:00:00,1,0,0,3,0.7801000000000001
h,2.48403,1.5027,2.48403,0.741526,"{'att': 187, 'def': 18}","{'att': 240, 'def': 13}",12,2,3,1,2.1046,w,2022-10-01 11:30:00,1,0,0,3,1.7425040000000003
h,2.81968,0.765151,2.05851,0.765151,"{'att': 285, 'def': 17}","{'att': 174, 'def': 16}",14,4,3,2,2.7746,w,2022-10-09 15:30:00,1,0,0,3,1.2933590000000001
a,0.821757,2.02232,0.821757,1.26115,"{'att': 199, 'def': 19}","{'att': 340, 'def': 28}",5,8,1,0,0.5174000000000001,w,2022-10-16 13:00:00,1,0,0,3,-0.43939300000000003
a,1.57897,0.622653,1.57897,0.622653,"{'att': 220, 'def': 23}","{'att': 316, 'def': 15}",8,7,1,1,2.1541,d,2022-10-23 13:00:00,0,1,0,1,0.956317
h,3.00699,0.206127,3.00699,0.206127,"{'att': 148, 'def': 19}","{'att': 315, 'def': 12}",21,2,5,0,2.9077,w,2022-10-30 14:00:00,1,0,0,3,2.800863
a,2.37846,0.278815,2.37846,0.278815,"{'att': 185, 'def': 31}","{'att': 248, 'def': 29}",3,5,1,0,2.8162,w,2022-11-06 12:00:00,1,0,0,3,2.099645
a,2.27996,0.512339,2.27996,0.512339,"{'att': 184, 'def': 14}","{'att': 308, 'def': 17}",4,4,2,0,2.6550999999999996,w,2022-11-12 19:45:00,1,0,0,3,1.767621
h,1.88828,1.02652,1.88828,0.265347,"{'att': 197, 'def': 26}","{'att': 371, 'def': 19}",14,1,3,1,2.0354,w,2022-12-26 20:00:00,1,0,0,3,1.622933
a,3.22106,1.15663,3.22106,1.15663,"{'att': 372, 'def': 24}","{'att': 130, 'def': 16}",8,9,4,2,2.6530000000000005,w,2022-12-31 17:30:00,1,0,0,3,2.0644299999999998
h,0.970637,0.959523,0.970637,0.959523,"{'att': 112, 'def': 15}","{'att': 262, 'def': 22}",9,4,0,0,1.3059,d,2023-01-03 19:45:00,0,1,0,1,0.011113999999999957
a,2.04232,1.71032,2.04232,1.71032,"{'att': 253, 'def': 22}","{'att': 220, 'def': 13}",8,8,2,0,1.6227999999999998,w,2023-01-15 16:30:00,1,0,0,3,0.3320000000000001
