h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.7289,1.42103,1.7289,1.42103,"{'att': 259, 'def': 26}","{'att': 111, 'def': 11}",5,7,2,1,1.6190000000000002,w,2022-08-07 13:00:00,1,0,0,3,0.3078700000000001
h,1.60835,0.183952,1.60835,0.183952,"{'att': 151, 'def': 24}","{'att': 158, 'def': 17}",15,2,0,0,2.5527,d,2022-08-13 14:00:00,0,1,0,1,1.424398
a,1.82645,0.768634,1.06528,0.768634,"{'att': 264, 'def': 14}","{'att': 261, 'def': 10}",2,6,2,0,2.2613,w,2022-08-21 13:00:00,1,0,0,3,0.29664599999999997
h,1.60986,1.14874,1.60986,1.14874,"{'att': 247, 'def': 20}","{'att': 165, 'def': 30}",6,5,1,0,1.7092,w,2022-08-27 14:00:00,1,0,0,3,0.46112
a,1.75359,1.07093,0.992416,1.07093,"{'att': 198, 'def': 30}","{'att': 310, 'def': 22}",4,7,1,2,1.9695999999999998,l,2022-08-30 18:30:00,0,0,1,0,-0.07851399999999997
h,2.73166,1.06549,1.97049,1.06549,"{'att': 296, 'def': 25}","{'att': 270, 'def': 6}",10,4,5,2,2.4690000000000003,w,2022-09-04 13:00:00,1,0,0,3,0.905
a,2.36567,2.1515,2.36567,2.1515,"{'att': 260, 'def': 15}","{'att': 259, 'def': 20}",7,13,3,3,1.5401,d,2022-10-01 14:00:00,0,1,0,1,0.2141700000000002
h,0.899735,0.771641,0.899735,0.771641,"{'att': 301, 'def': 21}","{'att': 340, 'def': 24}",15,6,0,1,1.4115000000000002,l,2022-10-08 16:30:00,0,0,1,0,0.12809399999999993
a,2.15668,1.90636,2.15668,1.1452,"{'att': 99, 'def': 25}","{'att': 260, 'def': 20}",14,8,0,2,1.536,l,2022-10-14 19:00:00,0,0,1,0,1.0114800000000002
h,2.10188,0.195003,2.10188,0.195003,"{'att': 132, 'def': 17}","{'att': 320, 'def': 16}",15,1,0,0,2.7455,d,2022-10-18 18:30:00,0,1,0,1,1.906877
a,0.52863,1.86239,0.52863,1.10122,"{'att': 231, 'def': 17}","{'att': 276, 'def': 23}",5,14,1,3,0.36119999999999997,l,2022-10-22 14:00:00,0,0,1,0,-0.57259
h,2.881,1.07554,2.881,1.07554,"{'att': 295, 'def': 13}","{'att': 200, 'def': 16}",5,8,4,1,2.5709,w,2022-10-29 14:00:00,1,0,0,3,1.8054599999999998
