h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,2.58739,0.246188,1.82623,0.246188,"{'att': 153, 'def': 6}","{'att': 520, 'def': 20}",11,2,2,0,2.8649,w,2022-08-07 15:30:00,1,0,0,3,1.580042
h,1.69064,0.123946,1.69064,0.123946,"{'att': 231, 'def': 19}","{'att': 307, 'def': 6}",11,0,4,0,2.6035999999999997,w,2022-08-13 14:00:00,1,0,0,3,1.566694
a,3.67382,2.2127,3.67382,2.2127,"{'att': 122, 'def': 18}","{'att': 350, 'def': 29}",9,9,3,3,2.2403,d,2022-08-21 15:30:00,0,1,0,1,1.4611200000000002
h,2.3853,0.091976,2.3853,0.091976,"{'att': 145, 'def': 21}","{'att': 336, 'def': 6}",18,1,4,2,2.8698,w,2022-08-27 14:00:00,1,0,0,3,2.293324
h,3.83759,0.729752,3.83759,0.729752,"{'att': 147, 'def': 23}","{'att': 464, 'def': 10}",13,1,6,0,2.8749,w,2022-08-31 18:30:00,1,0,0,3,3.107838
a,1.92143,0.279392,1.92143,0.279392,"{'att': 149, 'def': 11}","{'att': 483, 'def': 11}",12,2,1,1,2.6436,d,2022-09-03 16:30:00,0,1,0,1,1.6420379999999999
a,1.4242,0.310995,1.4242,0.310995,"{'att': 301, 'def': 21}","{'att': 419, 'def': 23}",8,4,3,0,2.3667,w,2022-09-17 11:30:00,1,0,0,3,1.1132049999999998
h,3.01103,1.71335,3.01103,0.952176,"{'att': 288, 'def': 19}","{'att': 372, 'def': 19}",17,5,6,3,2.2432,w,2022-10-02 13:00:00,1,0,0,3,2.0588539999999997
h,2.73536,0.101148,2.73536,0.101148,"{'att': 227, 'def': 15}","{'att': 508, 'def': 19}",12,0,4,0,2.8790999999999998,w,2022-10-08 14:00:00,1,0,0,3,2.634212
a,0.911493,1.9992,0.911493,1.9992,"{'att': 239, 'def': 19}","{'att': 456, 'def': 16}",17,6,0,1,0.6178,l,2022-10-16 15:30:00,0,0,1,0,-1.087707
h,1.86239,0.52863,1.10122,0.52863,"{'att': 276, 'def': 23}","{'att': 231, 'def': 17}",14,5,3,1,2.4588000000000005,w,2022-10-22 14:00:00,1,0,0,3,0.57259
a,0.703827,0.693597,0.703827,0.693597,"{'att': 254, 'def': 17}","{'att': 255, 'def': 8}",14,2,1,0,1.3047,w,2022-10-29 11:30:00,1,0,0,3,0.010229999999999961
h,2.39332,0.843884,1.63215,0.0827148,"{'att': 193, 'def': 16}","{'att': 461, 'def': 13}",11,1,2,1,2.5408000000000004,w,2022-11-05 15:00:00,1,0,0,3,1.5494352
h,1.605,3.29012,1.605,3.29012,"{'att': 63, 'def': 15}","{'att': 214, 'def': 13}",26,6,1,2,0.4285,l,2022-11-12 12:30:00,0,0,1,0,-1.68512
a,4.16249,0.603751,4.16249,0.603751,"{'att': 158, 'def': 20}","{'att': 459, 'def': 17}",13,7,3,1,2.9045,w,2022-12-28 20:00:00,1,0,0,3,3.558739
h,2.36333,0.0760019,2.36333,0.0760019,"{'att': 145, 'def': 29}","{'att': 339, 'def': 10}",13,2,1,1,2.8606000000000003,d,2022-12-31 15:00:00,0,1,0,1,2.2873281
a,1.71972,0.493576,1.71972,0.493576,"{'att': 332, 'def': 26}","{'att': 326, 'def': 24}",10,5,1,0,2.42,w,2023-01-05 20:00:00,1,0,0,3,1.226144
a,0.73695,1.98228,0.73695,1.98228,"{'att': 182, 'def': 11}","{'att': 461, 'def': 16}",10,9,1,2,0.3993,l,2023-01-14 12:30:00,0,0,1,0,-1.24533
h,2.34166,1.16499,2.34166,1.16499,"{'att': 265, 'def': 21}","{'att': 333, 'def': 17}",11,8,4,2,2.2180999999999997,w,2023-01-19 19:00:00,1,0,0,3,1.17667
