h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.455695,0.931067,0.455695,0.931067,"{'att': 301, 'def': 17}","{'att': 311, 'def': 14}",5,3,2,2,0.8336000000000001,d,2022-08-07 13:00:00,0,1,0,1,-0.47537199999999996
a,0.690679,3.0107,0.690679,3.0107,"{'att': 196, 'def': 14}","{'att': 279, 'def': 27}",5,10,2,4,0.16599999999999998,l,2022-08-13 14:00:00,0,0,1,0,-2.3200209999999997
h,0.242948,1.24155,0.242948,1.24155,"{'att': 149, 'def': 31}","{'att': 331, 'def': 21}",5,4,1,2,0.4478,l,2022-08-20 14:00:00,0,0,1,0,-0.998602
a,1.96023,1.74916,1.96023,1.74916,"{'att': 258, 'def': 12}","{'att': 281, 'def': 25}",10,3,1,2,1.4883,l,2022-08-27 14:00:00,0,0,1,0,0.21106999999999987
h,0.615266,1.09969,0.615266,1.09969,"{'att': 276, 'def': 23}","{'att': 390, 'def': 17}",2,11,0,1,0.8414999999999999,l,2022-09-01 19:00:00,0,0,1,0,-0.4844240000000001
a,1.06549,2.73166,1.06549,1.97049,"{'att': 270, 'def': 6}","{'att': 296, 'def': 25}",4,10,2,5,0.37770000000000004,l,2022-09-04 13:00:00,0,0,1,0,-0.905
a,1.59449,1.98619,0.833326,1.98619,"{'att': 308, 'def': 18}","{'att': 297, 'def': 14}",10,6,2,6,1.0978,l,2022-09-17 16:30:00,0,0,1,0,-1.1528639999999999
h,1.2497,1.22169,1.2497,1.22169,"{'att': 291, 'def': 29}","{'att': 280, 'def': 13}",7,4,4,0,1.3701999999999999,w,2022-10-03 19:00:00,1,0,0,3,0.02801000000000009
a,1.18125,1.14891,1.18125,1.14891,"{'att': 243, 'def': 28}","{'att': 338, 'def': 9}",8,7,1,2,1.38,l,2022-10-08 14:00:00,0,0,1,0,0.03233999999999981
h,0.973426,0.346808,0.973426,0.346808,"{'att': 293, 'def': 38}","{'att': 341, 'def': 14}",13,1,0,0,1.9328999999999998,d,2022-10-15 11:30:00,0,1,0,1,0.626618
h,0.655249,1.19464,0.655249,1.19464,"{'att': 299, 'def': 28}","{'att': 261, 'def': 30}",4,5,2,0,0.8526,w,2022-10-20 19:15:00,1,0,0,3,-0.539391
a,0.989075,1.61785,0.989075,1.61785,"{'att': 332, 'def': 17}","{'att': 173, 'def': 7}",5,11,4,0,0.915,w,2022-10-23 13:00:00,1,0,0,3,-0.628775
h,0.693597,0.703827,0.693597,0.703827,"{'att': 255, 'def': 8}","{'att': 254, 'def': 17}",2,14,0,1,1.3143,l,2022-10-29 11:30:00,0,0,1,0,-0.010229999999999961
a,2.2679,1.3729,2.2679,1.3729,"{'att': 236, 'def': 15}","{'att': 338, 'def': 15}",11,12,2,0,1.9554,w,2022-11-05 17:30:00,1,0,0,3,0.895
a,1.60566,0.720721,0.844493,0.720721,"{'att': 268, 'def': 23}","{'att': 257, 'def': 21}",5,6,2,0,2.1716,w,2022-11-12 15:00:00,1,0,0,3,0.1237720000000001
h,0.31099,1.76382,0.31099,1.00265,"{'att': 209, 'def': 30}","{'att': 348, 'def': 15}",4,5,0,3,0.2514,l,2022-12-26 15:00:00,0,0,1,0,-0.69166
a,0.863312,2.02463,0.863312,2.02463,"{'att': 353, 'def': 16}","{'att': 293, 'def': 20}",3,6,1,2,0.5978,l,2022-12-30 20:00:00,0,0,1,0,-1.161318
h,1.45221,1.33493,1.45221,1.33493,"{'att': 175, 'def': 28}","{'att': 335, 'def': 22}",6,4,0,1,1.4493,l,2023-01-03 19:45:00,0,0,1,0,0.11728000000000005
a,0.803421,1.75313,0.803421,1.75313,"{'att': 186, 'def': 16}","{'att': 324, 'def': 19}",3,6,0,2,0.6593,l,2023-01-14 15:00:00,0,0,1,0,-0.949709
