h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.88917,1.10119,0.88917,1.10119,"{'att': 325, 'def': 35}","{'att': 181, 'def': 17}",5,9,2,1,1.156,w,2022-08-06 14:00:00,1,0,0,3,-0.21201999999999988
a,1.99694,1.40906,1.99694,1.40906,"{'att': 165, 'def': 34}","{'att': 252, 'def': 19}",9,4,2,2,1.8274000000000001,d,2022-08-13 14:00:00,0,1,0,1,0.58788
h,2.20971,0.692492,2.20971,0.692492,"{'att': 274, 'def': 32}","{'att': 139, 'def': 30}",1,7,3,0,2.6486,w,2022-08-21 13:00:00,1,0,0,3,1.5172179999999997
a,1.14874,1.60986,1.14874,1.60986,"{'att': 165, 'def': 30}","{'att': 247, 'def': 20}",5,6,0,1,1.0015,l,2022-08-27 14:00:00,0,0,1,0,-0.46112
h,1.04551,1.17189,1.04551,1.17189,"{'att': 164, 'def': 28}","{'att': 341, 'def': 25}",9,3,1,1,1.2206,d,2022-08-30 19:00:00,0,1,0,1,-0.12638000000000016
a,1.796,2.7485,1.796,1.98734,"{'att': 104, 'def': 31}","{'att': 201, 'def': 30}",9,5,2,5,0.7259,l,2022-09-03 14:00:00,0,0,1,0,-0.19134000000000007
h,0.298626,1.89645,0.298626,1.89645,"{'att': 240, 'def': 18}","{'att': 230, 'def': 24}",6,12,0,0,0.2483,d,2022-10-02 15:30:00,0,1,0,1,-1.597824
a,1.06564,1.65194,1.06564,1.65194,"{'att': 242, 'def': 38}","{'att': 135, 'def': 19}",10,5,1,2,0.8978999999999999,l,2022-10-09 13:00:00,0,0,1,0,-0.5863
h,2.02232,0.821757,1.26115,0.821757,"{'att': 340, 'def': 28}","{'att': 199, 'def': 19}",8,5,0,1,2.2681999999999998,l,2022-10-16 13:00:00,0,0,1,0,0.43939300000000003
a,1.19464,0.655249,1.19464,0.655249,"{'att': 261, 'def': 30}","{'att': 299, 'def': 28}",5,4,0,2,1.8351000000000002,l,2022-10-20 19:15:00,0,0,1,0,0.539391
h,1.96384,2.47512,1.96384,2.47512,"{'att': 181, 'def': 30}","{'att': 279, 'def': 19}",8,3,2,3,1.0389000000000002,l,2022-10-23 13:00:00,0,0,1,0,-0.51128
a,1.61271,1.90889,1.61271,1.90889,"{'att': 410, 'def': 14}","{'att': 131, 'def': 12}",6,14,2,1,1.1673,w,2022-10-29 18:45:00,1,0,0,3,-0.2961799999999999
h,2.22532,1.55594,1.46415,1.55594,"{'att': 157, 'def': 33}","{'att': 200, 'def': 13}",8,5,4,3,1.8841,w,2022-11-05 15:00:00,1,0,0,3,-0.09179000000000004
a,1.71731,2.58046,1.71731,2.58046,"{'att': 323, 'def': 15}","{'att': 184, 'def': 11}",6,7,3,4,0.8555999999999999,l,2022-11-12 15:00:00,0,0,1,0,-0.8631500000000001
h,0.603751,4.16249,0.603751,4.16249,"{'att': 459, 'def': 17}","{'att': 158, 'def': 20}",7,13,1,3,0.062,l,2022-12-28 20:00:00,0,0,1,0,-3.558739
a,0.517099,2.78846,0.517099,2.78846,"{'att': 209, 'def': 23}","{'att': 147, 'def': 23}",4,9,0,0,0.1804,d,2022-12-31 15:00:00,0,1,0,1,-2.271361
h,1.2577,1.29245,1.2577,0.531284,"{'att': 98, 'def': 23}","{'att': 259, 'def': 27}",7,3,2,2,1.2828,d,2023-01-04 19:45:00,0,1,0,1,0.7264160000000001
a,2.46295,1.64599,2.46295,1.64599,"{'att': 255, 'def': 41}","{'att': 149, 'def': 20}",1,5,1,2,1.9723,l,2023-01-13 20:00:00,0,0,1,0,0.8169600000000001
