h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.26822,2.34111,0.507047,2.34111,"{'att': 351, 'def': 19}","{'att': 114, 'def': 18}",4,11,2,2,0.5808,d,2022-08-06 11:30:00,0,1,0,1,-1.834063
a,1.08813,0.975375,0.326966,0.975375,"{'att': 309, 'def': 21}","{'att': 176, 'def': 15}",2,1,0,0,1.4798000000000002,d,2022-08-13 14:00:00,0,1,0,1,-0.648409
h,2.89934,1.59352,2.89934,1.59352,"{'att': 231, 'def': 24}","{'att': 145, 'def': 13}",7,8,3,2,2.2969,w,2022-08-20 14:00:00,1,0,0,3,1.30582
a,0.926007,2.47427,0.926007,2.47427,"{'att': 327, 'def': 22}","{'att': 103, 'def': 19}",1,17,1,2,0.3972,l,2022-08-27 16:30:00,0,0,1,0,-1.5482630000000002
h,1.07093,1.75359,1.07093,0.992416,"{'att': 310, 'def': 22}","{'att': 198, 'def': 30}",7,4,2,1,0.7675,w,2022-08-30 18:30:00,1,0,0,3,0.07851399999999997
a,0.381556,2.67823,0.381556,2.67823,"{'att': 292, 'def': 18}","{'att': 229, 'def': 19}",1,16,1,2,0.1251,l,2022-09-03 14:00:00,0,0,1,0,-2.2966740000000003
a,1.3496,1.41541,1.3496,1.41541,"{'att': 218, 'def': 18}","{'att': 306, 'def': 19}",2,2,3,2,1.3054000000000001,w,2022-09-16 19:00:00,1,0,0,3,-0.06581000000000015
h,0.683701,4.67198,0.683701,4.67198,"{'att': 354, 'def': 11}","{'att': 147, 'def': 18}",5,17,1,4,0.0083,l,2022-10-01 14:00:00,0,0,1,0,-3.9882789999999995
a,0.549848,3.43676,0.549848,2.67559,"{'att': 269, 'def': 15}","{'att': 277, 'def': 9}",5,7,1,3,0.0618,l,2022-10-09 13:00:00,0,0,1,0,-2.1257420000000002
h,1.61738,1.62829,0.856206,1.62829,"{'att': 132, 'def': 16}","{'att': 299, 'def': 20}",8,4,2,2,1.3505,d,2022-10-15 14:00:00,0,1,0,1,-0.772084
h,2.892,0.711487,2.13083,0.711487,"{'att': 169, 'def': 15}","{'att': 279, 'def': 15}",8,2,3,0,2.7297000000000002,w,2022-10-20 18:30:00,1,0,0,3,1.419343
a,2.47512,1.96384,2.47512,1.96384,"{'att': 279, 'def': 19}","{'att': 181, 'def': 30}",3,8,3,2,1.7397,w,2022-10-23 13:00:00,1,0,0,3,0.51128
h,1.76438,1.19166,1.76438,1.19166,"{'att': 223, 'def': 20}","{'att': 249, 'def': 11}",11,2,0,0,1.7925,d,2022-10-29 16:30:00,0,1,0,1,0.5727200000000001
a,0.843884,2.39332,0.0827148,1.63215,"{'att': 461, 'def': 13}","{'att': 193, 'def': 16}",1,11,1,2,0.2887,l,2022-11-05 15:00:00,0,0,1,0,-1.5494352
h,1.70218,3.37664,1.70218,3.37664,"{'att': 249, 'def': 21}","{'att': 245, 'def': 12}",6,6,1,2,0.4,l,2022-11-13 16:30:00,0,0,1,0,-1.67446
a,2.69927,0.421754,2.69927,0.421754,"{'att': 243, 'def': 28}","{'att': 326, 'def': 18}",13,2,3,0,2.7766,w,2022-12-26 15:00:00,1,0,0,3,2.277516
h,1.49305,0.698711,0.731881,0.698711,"{'att': 158, 'def': 21}","{'att': 299, 'def': 22}",6,2,2,1,2.1262,w,2022-12-31 15:00:00,1,0,0,3,0.03317000000000003
a,1.33493,1.45221,1.33493,1.45221,"{'att': 335, 'def': 22}","{'att': 175, 'def': 28}",4,6,1,0,1.2708,w,2023-01-03 19:45:00,1,0,0,3,-0.11728000000000005
h,0.711266,2.39911,0.711266,2.39911,"{'att': 321, 'def': 22}","{'att': 227, 'def': 26}",2,7,2,1,0.2999,w,2023-01-12 19:00:00,1,0,0,3,-1.687844
a,0.989872,1.96256,0.228703,1.96256,"{'att': 221, 'def': 15}","{'att': 148, 'def': 24}",3,13,0,1,0.6275,l,2023-01-15 14:00:00,0,0,1,0,-1.733857
