name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Aaron_Connolly_534,0,0,-1,0,1.7,534,134,2,0,2.0,1.2,2019-11-30T15:00:00Z,75,10,0,0,0,0,14,0,183813,1,2,17.0,2,-26463,6386,32849,47,False,0
Aaron_Cresswell_376,0,3,36,1,16.1,376,132,0,1,8.2,49.2,2019-11-30T15:00:00Z,90,6,0,0,0,0,14,0,90106,1,0,17.0,14,-12077,1029,13106,47,False,1
Aaron_Lennon_430,0,0,5,0,11.6,430,131,1,0,2.0,6.4,2019-11-30T15:00:00Z,13,7,0,0,0,0,14,0,6687,2,0,2.0,1,-104,147,251,47,True,0
Aaron_Mooy_516,0,0,16,0,15.9,516,134,2,0,3.9,14.4,2019-11-30T15:00:00Z,90,10,0,0,0,0,14,0,10356,1,2,9.0,2,-205,186,391,48,False,0
Aaron_Ramsdale_494,0,0,11,0,0.0,494,139,3,0,1.9,19.2,2019-11-30T15:00:00Z,90,17,0,0,0,0,14,2,304711,2,3,0.0,1,-24900,5515,30415,47,False,0
Aaron_Wan-Bissaka_122,0,0,11,0,16.7,122,135,2,0,5.3,13.0,2019-12-01T16:30:00Z,90,2,0,0,0,0,14,0,1113979,2,2,23.0,1,-52238,5782,58020,54,True,0
Abdoulaye_Doucouré_368,0,0,8,0,12.8,368,138,2,0,3.2,8.8,2019-11-30T17:30:00Z,90,16,0,0,0,0,14,0,72319,1,2,10.0,2,-3694,934,4628,57,False,0
Adama_Traoré_417,0,0,9,0,16.7,417,140,1,0,3.7,13.8,2019-12-01T14:00:00Z,90,15,0,0,0,0,14,0,346016,1,1,6.0,2,57474,71647,14173,52,True,0
Adam_Idah_538,0,0,0,0,0.0,538,137,0,0,0.0,0.0,2019-12-01T14:00:00Z,0,1,0,0,0,0,14,0,7340,2,2,0.0,0,-399,222,621,45,True,0
Adam_Lallana_195,0,0,3,0,0.0,195,134,1,0,0.2,0.0,2019-11-30T15:00:00Z,21,4,0,0,0,0,14,0,8916,1,2,2.0,1,-156,157,313,58,True,0
Adam_Masina_355,0,0,9,0,0.4,355,138,2,0,2.1,18.6,2019-11-30T17:30:00Z,90,16,0,0,0,0,14,0,4503,1,2,2.0,1,-70,58,128,43,False,0
Adam_Smith_63,0,0,0,0,0.0,63,139,0,0,0.0,0.0,2019-11-30T15:00:00Z,0,17,0,0,0,0,14,0,71332,2,3,0.0,0,2865,8454,5589,43,False,0
Adam_Webster_493,0,0,16,0,14.3,493,134,2,0,3.6,20.2,2019-11-30T15:00:00Z,90,10,0,0,0,0,14,0,11483,1,2,1.0,1,-439,179,618,44,False,0
Addji Keaninkin Marc-Israel_Guehi_545,0,0,0,0,0.0,545,132,0,0,0.0,0.0,2019-11-30T15:00:00Z,0,19,0,0,0,0,14,0,5758,1,0,0.0,0,38,388,350,40,True,0
Ademola_Lookman_155,0,0,0,0,0.0,155,133,0,0,0.0,0.0,2019-12-01T16:30:00Z,0,9,0,0,0,0,14,0,458,1,2,0.0,0,-1,3,4,50,False,0
Adrian_Mariappa_356,0,0,11,0,0.0,356,138,2,0,1.5,13.4,2019-11-30T17:30:00Z,90,16,0,0,0,0,14,0,10630,1,2,2.0,1,5,331,326,42,False,0
Adrián_San Miguel del Castillo_526,0,0,5,0,0.0,526,134,1,0,0.7,7.0,2019-11-30T15:00:00Z,12,4,0,0,0,0,14,2,187210,1,2,0.0,1,-10163,1709,11872,42,True,0
Ahmed_El Mohamady_22,0,0,0,0,0.0,22,135,0,0,0.0,0.0,2019-12-01T16:30:00Z,0,12,0,0,0,0,14,0,64671,2,2,0.0,0,-1822,691,2513,42,False,0
Ainsley_Maitland-Niles_4,0,0,0,0,0.0,4,137,0,0,0.0,0.0,2019-12-01T14:00:00Z,0,14,0,0,0,0,14,0,207441,2,2,0.0,0,-12813,353,13166,47,False,0
Akin_Famewo_552,0,0,0,0,0.0,552,137,0,0,0.0,0.0,2019-12-01T14:00:00Z,0,1,0,0,0,0,14,0,4098,2,2,0.0,0,46,266,220,40,True,0
Albian_Ajeti_514,0,0,0,0,0.0,514,132,0,0,0.0,0.0,2019-11-30T15:00:00Z,0,6,0,0,0,0,14,0,2551,1,0,0.0,0,-14,54,68,58,False,0
Alexander_Tettey_289,0,0,0,0,0.0,289,137,0,0,0.0,0.0,2019-12-01T14:00:00Z,0,1,0,0,0,0,14,0,14515,2,2,0.0,0,-267,860,1127,45,True,0
Alexandre Nascimento_Costa Silva_387,0,0,0,0,0.0,387,132,0,0,0.0,0.0,2019-11-30T15:00:00Z,0,6,0,0,0,0,14,0,71074,1,0,0.0,0,-2077,303,2380,44,False,0
Alexandre_Lacazette_12,0,0,1,0,17.1,12,137,2,0,6.7,2.6,2019-12-01T14:00:00Z,90,14,0,0,0,0,14,0,174762,2,2,47.0,2,38113,45378,7265,93,False,0
Alexis_Sánchez_240,0,0,0,0,0.0,240,135,0,0,0.0,0.0,2019-12-01T16:30:00Z,0,2,0,0,0,0,14,0,29266,2,2,0.0,0,-140,23,163,68,True,0
Alex_Iwobi_17,0,0,12,0,16.3,17,133,1,0,2.3,6.2,2019-12-01T16:30:00Z,77,9,0,0,0,0,14,0,88418,1,2,0.0,2,-5972,756,6728,57,False,0
Alex_McCarthy_318,0,0,13,0,0.0,318,138,1,0,1.8,18.0,2019-11-30T17:30:00Z,90,18,0,0,0,0,14,2,37519,1,2,0.0,2,5344,6658,1314,43,True,0
