name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Ederson_Santana de Moraes_212,0,0,0,0,0.0,212,205,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,8,0,0,0,0,21,0,893489,1,2,0.0,0,-33884,4712,38596,60,True,0
Xherdan_Shaqiri_194,0,0,0,0,0.0,194,204,0,0,0.0,0.0,2020-01-02T20:00:00Z,0,15,0,0,0,0,21,0,18100,0,2,0.0,0,-1015,181,1196,63,True,0
Hugo_Lloris_340,0,0,0,0,0.0,340,208,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,16,0,0,0,0,21,0,242421,0,1,0.0,0,-2587,69,2656,53,False,0
Cenk_Tosun_146,0,0,0,0,0.0,146,205,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,11,0,0,0,0,21,0,7887,1,2,0.0,0,-133,100,233,57,False,0
Callum_Robinson_453,0,0,0,0,0.0,453,204,0,0,0.0,0.0,2020-01-02T20:00:00Z,0,10,0,0,0,0,21,0,19885,0,2,0.0,0,-556,117,673,50,False,0
Heung-Min_Son_342,0,0,0,0,0.0,342,208,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,16,0,0,0,0,21,0,400887,0,1,0.0,0,-93183,3863,97046,98,False,0
João Filipe Iria_Santos Moutinho_415,1,1,26,0,36.6,415,209,2,0,8.9,35.8,2020-01-01T15:00:00Z,90,18,0,0,0,0,21,0,394632,1,2,17.0,6,-9723,21391,31114,54,False,0
Andrew_Robertson_181,1,3,46,1,0.0,181,204,0,0,0.0,0.0,2020-01-02T20:00:00Z,87,15,0,0,0,0,21,0,1360684,0,2,0.0,12,-15332,39146,54478,70,True,0
Danny_Rose_332,0,0,0,0,0.0,332,208,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,16,0,0,0,0,21,0,99358,0,1,0.0,0,-2549,474,3023,53,False,0
Martin_Kelly_128,0,0,7,0,15.3,128,207,1,0,2.8,12.6,2020-01-01T17:30:00Z,82,14,0,0,0,0,21,0,2369485,1,1,0.0,2,9726,69451,59725,44,False,0
Harry_Winks_347,0,0,0,0,0.0,347,208,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,16,0,0,0,0,21,0,18553,0,1,0.0,0,-214,179,393,52,False,0
Scott_Carson_562,0,0,0,0,0.0,562,205,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,8,0,0,0,0,21,0,4925,1,2,0.0,0,535,836,301,40,True,0
Ashley_Westwood_101,1,1,24,0,48.7,101,203,2,0,9.3,32.0,2020-01-01T12:30:00Z,90,2,0,0,0,0,21,0,26659,2,1,12.0,6,924,2486,1562,54,True,0
Lucas_Digne_141,0,0,9,0,14.8,141,205,2,0,2.4,9.4,2020-01-01T17:30:00Z,90,11,0,0,0,0,21,0,849470,1,2,0.0,1,-26142,11140,37282,57,False,0
Ayoze_Pérez_265,1,2,28,1,45.4,265,206,0,1,19.0,63.6,2020-01-01T15:00:00Z,90,13,0,0,0,0,21,0,323469,3,0,81.0,13,15310,28318,13008,60,False,0
Nathan_Aké_59,0,0,0,0,0.0,59,210,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,19,0,0,0,0,21,0,501359,0,4,0.0,0,-40425,285,40710,49,False,0
Isaac_Hayden_271,0,0,7,0,0.6,271,206,3,0,1.8,5.2,2020-01-01T15:00:00Z,90,9,0,0,0,0,21,0,255067,3,0,12.0,2,-9093,2488,11581,44,True,0
Patrick_van Aanholt_123,0,0,0,0,0.0,123,207,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,14,0,0,0,0,21,0,382889,1,1,0.0,0,-34467,396,34863,55,False,0
Ken_Sema_372,0,0,0,0,0.0,372,209,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,20,0,0,0,0,21,0,1417,1,2,0.0,0,-16,21,37,48,True,0
Jonny_Evans_162,0,0,25,1,3.0,162,206,0,0,5.1,24.0,2020-01-01T15:00:00Z,83,13,0,0,0,0,21,0,483228,3,0,24.0,6,43370,69207,25837,52,False,0
