name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Aaron_Connolly_534,0,0,4,0,0.3,534,141,1,0,3.4,6.2,2019-12-05T20:15:00Z,75,1,0,0,0,0,15,0,179771,2,1,27.0,2,-5486,9676,15162,47,False,0
Aaron_Cresswell_376,0,0,7,0,3.6,376,146,2,0,1.5,10.4,2019-12-04T19:30:00Z,90,20,0,0,0,0,15,0,103225,0,2,1.0,0,11058,12861,1803,47,False,1
Aaron_Lennon_430,0,0,10,0,14.5,430,142,4,0,2.7,10.0,2019-12-03T20:15:00Z,90,11,0,0,0,0,15,0,6628,4,1,2.0,2,-77,73,150,47,True,0
Aaron_Mooy_516,1,3,30,0,38.1,516,141,1,0,12.1,43.4,2019-12-05T20:15:00Z,90,1,0,0,0,0,15,0,10357,2,1,39.0,8,-54,203,257,48,False,0
Aaron_Ramsdale_494,0,0,11,0,0.0,494,148,1,0,0.6,6.4,2019-12-03T19:30:00Z,90,7,0,0,0,0,15,1,301059,0,1,0.0,2,-5904,6854,12758,47,False,0
Aaron_Wan-Bissaka_122,0,0,14,0,2.6,122,144,1,0,2.4,15.0,2019-12-04T19:30:00Z,90,17,0,0,0,0,15,0,1067898,1,2,6.0,2,-47977,2155,50132,53,True,0
Abdoulaye_Doucouré_368,0,0,3,0,4.7,368,143,2,0,1.6,5.4,2019-12-04T19:30:00Z,90,9,0,0,0,0,15,0,69332,0,2,6.0,1,-3120,311,3431,57,False,1
Adama_Traoré_417,0,0,8,1,27.3,417,146,0,0,5.3,17.2,2019-12-04T19:30:00Z,88,19,0,0,0,0,15,0,353223,0,2,8.0,3,8379,26513,18134,52,True,0
Adam_Idah_538,0,0,0,0,0.0,538,150,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,16,0,0,0,0,15,0,7335,1,2,0.0,0,-93,188,281,45,False,0
Adam_Lallana_195,0,0,6,0,2.1,195,149,2,0,1.0,3.4,2019-12-04T20:15:00Z,71,8,0,0,0,0,15,0,8864,2,5,4.0,2,-125,62,187,58,True,0
Adam_Masina_355,0,0,5,0,15.8,355,143,2,0,3.3,17.2,2019-12-04T19:30:00Z,90,9,0,0,0,0,15,0,4482,0,2,0.0,0,-49,29,78,43,False,1
Adam_Smith_63,0,0,16,0,3.5,63,148,1,0,2.5,17.4,2019-12-03T19:30:00Z,90,7,0,0,0,0,15,0,64719,0,1,4.0,2,-6137,376,6513,43,False,0
Adam_Webster_493,0,0,26,0,10.3,493,141,1,1,13.0,51.4,2019-12-05T20:15:00Z,90,1,0,0,0,0,15,0,11370,2,1,68.0,8,-167,139,306,44,False,0
Addji Keaninkin Marc-Israel_Guehi_545,0,0,0,0,0.0,545,147,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,2,0,0,0,0,15,0,5916,1,2,0.0,0,-13,231,244,40,True,0
Ademola_Lookman_155,0,0,0,0,0.0,155,149,0,0,0.0,0.0,2019-12-04T20:15:00Z,0,10,0,0,0,0,15,0,461,2,5,0.0,0,3,9,6,50,False,0
Adrian_Mariappa_356,0,0,11,0,0.0,356,143,2,0,1.5,13.2,2019-12-04T19:30:00Z,90,9,0,0,0,0,15,0,10670,0,2,2.0,1,27,243,216,42,False,0
Adrián_San Miguel del Castillo_526,0,0,13,0,0.0,526,149,2,0,1.5,15.4,2019-12-04T20:15:00Z,90,8,0,0,0,0,15,2,206719,2,5,0.0,1,16635,20610,3975,42,True,0
Ahmed_El Mohamady_22,1,2,28,0,34.9,22,147,2,0,8.2,40.6,2019-12-04T19:30:00Z,90,6,0,0,0,0,15,0,63658,1,2,6.0,6,-1156,553,1709,42,False,0
Ainsley_Maitland-Niles_4,0,0,0,0,0.0,4,141,0,0,0.0,0.0,2019-12-05T20:15:00Z,0,4,0,0,0,0,15,0,200192,2,1,0.0,0,-7794,163,7957,47,True,0
Akin_Famewo_552,0,0,0,0,0.0,552,150,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,16,0,0,0,0,15,0,4233,1,2,0.0,0,-3,180,183,40,False,0
Albian_Ajeti_514,0,0,2,0,0.0,514,146,1,0,0.0,0.0,2019-12-04T19:30:00Z,10,20,0,0,0,0,15,0,2558,0,2,0.0,1,-8,48,56,58,False,0
Alexander_Tettey_289,1,1,27,0,15.8,289,150,0,0,4.1,25.6,2019-12-04T19:30:00Z,45,16,0,0,0,0,15,0,13485,1,2,0.0,5,-1016,44,1060,45,False,0
Alexandre Nascimento_Costa Silva_387,0,0,0,0,0.0,387,146,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,20,0,0,0,0,15,0,69932,0,2,0.0,0,-1251,183,1434,44,False,0
Alexandre_Lacazette_12,0,1,29,0,22.8,12,141,1,1,8.8,38.2,2019-12-05T20:15:00Z,76,4,0,0,0,0,15,0,179286,2,1,27.0,7,4910,16146,11236,93,True,0
Alexis_Sánchez_240,0,0,0,0,0.0,240,144,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,17,0,0,0,0,15,0,29213,1,2,0.0,0,-76,18,94,68,True,0
Alex_Iwobi_17,0,0,11,0,31.9,17,149,5,0,3.9,4.4,2019-12-04T20:15:00Z,90,10,0,0,0,0,15,0,85799,2,5,3.0,2,-2953,443,3396,57,False,0
Alex_McCarthy_318,0,0,12,0,0.0,318,150,1,0,1.4,14.0,2019-12-04T19:30:00Z,90,14,0,0,0,0,15,2,40083,1,2,0.0,2,2725,3832,1107,43,True,0
Alex_Oxlade-Chamberlain_193,0,0,0,0,0.0,193,149,0,0,0.0,0.0,2019-12-04T20:15:00Z,0,8,0,0,0,0,15,0,45714,2,5,0.0,0,990,4232,3242,62,True,0
Alfie_Whiteman_543,0,0,0,0,0.0,543,144,0,0,0.0,0.0,2019-12-04T19:30:00Z,0,12,0,0,0,0,15,0,29794,1,2,0.0,0,344,1105,761,40,False,0
Alireza_Jahanbakhsh_50,0,0,0,0,0.0,50,141,0,0,0.0,0.0,2019-12-05T20:15:00Z,0,1,0,0,0,0,15,0,4525,2,1,0.0,0,-26,19,45,58,False,0
Alisson_Ramses Becker_189,0,0,0,0,0.0,189,149,0,0,0.0,0.0,2019-12-04T20:15:00Z,0,8,0,0,0,0,15,0,520844,2,5,0.0,0,-97976,1627,99603,60,True,0
Allan_Saint-Maximin_500,0,0,20,1,11.5,500,145,0,1,6.5,34.6,2019-12-05T19:30:00Z,80,15,0,0,0,0,15,0,32267,2,0,19.0,8,-2905,904,3809,54,False,0
Andreas_Christensen_108,0,0,20,0,0.5,108,147,1,0,2.0,19.0,2019-12-04T19:30:00Z,90,2,0,0,0,0,15,0,42626,1,2,0.0,2,-538,135,673,49,True,0
